transaction_id,account_id,merchant_id,device_id,amount,currency,transaction_type,geo_location,ip_address,transaction_time,status,risk_score,ml_score
1254,18526,4399,809,4514.37,EUR,PAYMENT,"83.671065, 176.334957",121.46.19.197,2025-05-03 02:12:03.593,FAILED,27,0.10
1255,20678,1860,3787,9310.03,GBP,WITHDRAWAL,"64.789500, 145.864181",26.241.8.247,2024-05-25 03:29:03.607,SUCCESS,73,0.32
1256,21957,1855,2358,2459.79,USD,DEPOSIT,"86.468505, -27.931396",237.117.79.82,2024-11-27 02:49:03.617,SUCCESS,20,0.89
1257,23189,4672,4815,3344.00,EUR,DEPOSIT,"3.634446, 138.590714",254.167.208.162,2025-05-10 04:13:03.630,SUCCESS,3,0.93
1258,20412,4184,NULL,2945.94,USD,WITHDRAWAL,"36.881966, -19.511853",196.222.208.2,2025-02-09 08:50:03.640,SUCCESS,8,0.39
1259,21707,3437,4200,993.50,EUR,TRANSFER,"39.044148, -120.861518",107.150.207.247,2025-06-02 12:34:03.650,SUCCESS,8,0.88
1260,17045,3357,3399,5497.96,GBP,DEPOSIT,"-71.975301, 91.774440",63.163.232.40,2026-01-25 16:18:03.663,SUCCESS,69,0.21
1261,15053,1747,NULL,565.05,EUR,TRANSFER,"63.133095, 119.275938",61.183.65.146,2024-11-10 10:56:03.673,SUCCESS,7,0.44
1262,16605,4091,NULL,1989.53,USD,TRANSFER,"-53.250708, 153.441761",108.13.231.213,2024-08-08 00:49:03.687,SUCCESS,94,0.44
1263,12508,2625,2156,3859.26,CHF,WITHDRAWAL,"87.341981, -140.407877",68.55.88.189,2024-04-28 23:46:03.700,SUCCESS,28,0.51
1264,22225,4904,NULL,1127.71,CHF,DEPOSIT,"-37.391434, 63.461828",179.82.60.192,2025-12-23 02:33:03.710,SUCCESS,76,0.83
1265,15205,1215,3709,8367.41,USD,TRANSFER,"-74.774793, -13.804035",231.27.221.41,2024-12-26 01:00:03.723,SUCCESS,24,0.94
1266,14648,1640,NULL,9637.92,GBP,DEPOSIT,"-13.522889, -143.620861",175.2.201.39,2024-08-02 09:12:03.737,SUCCESS,79,0.38
1267,20661,2847,NULL,642.42,CHF,TRANSFER,"75.354775, 68.457830",129.105.233.155,2025-07-22 02:21:03.747,SUCCESS,42,0.61
1268,16535,2587,1949,8925.08,CHF,TRANSFER,"49.008030, -118.822730",17.155.202.95,2025-10-01 03:51:03.757,SUCCESS,74,0.62
1269,18884,1846,4696,1668.33,GBP,TRANSFER,"-51.995967, -56.321905",112.95.164.106,2025-10-25 05:04:03.770,FAILED,11,0.99
1270,16712,1871,NULL,3571.13,USD,PAYMENT,"-6.075995, -77.292698",222.96.34.154,2025-06-11 17:05:03.783,SUCCESS,55,0.19
1271,21340,2767,NULL,9987.76,USD,TRANSFER,"27.690975, -42.724753",239.201.233.110,2025-06-06 20:57:03.793,SUCCESS,19,0.96
1272,22843,3384,NULL,3419.72,EUR,WITHDRAWAL,"-34.498034, 160.695761",196.108.137.124,2025-03-31 12:04:03.807,SUCCESS,97,0.26
1273,15928,853,2695,7888.33,GBP,TRANSFER,"79.406767, 4.354659",225.58.237.0,2024-06-18 12:34:03.820,SUCCESS,66,0.14
1274,22809,2564,390,5976.43,EUR,DEPOSIT,"-15.855779, 100.878748",209.171.125.172,2024-07-31 21:57:03.833,SUCCESS,81,0.54
1275,14166,3964,NULL,6546.64,USD,DEPOSIT,"21.210665, -51.004872",184.123.45.173,2024-12-25 11:12:03.843,SUCCESS,83,0.57
1276,22992,1580,NULL,8368.52,USD,TRANSFER,"-65.984931, -20.088264",2.102.44.189,2025-12-17 21:57:03.860,SUCCESS,40,0.79
1277,18196,3814,NULL,4970.62,USD,DEPOSIT,"-68.663608, -76.157693",64.92.104.107,2025-12-26 14:13:03.873,SUCCESS,33,0.49
1278,10216,4135,491,6440.33,EUR,WITHDRAWAL,"-84.124796, -65.727179",141.110.113.48,2024-04-25 07:53:03.887,SUCCESS,8,0.65
1279,19732,4218,2029,9957.97,CHF,WITHDRAWAL,"-8.093634, -141.269408",190.174.105.172,2024-05-27 08:50:03.900,FAILED,51,0.07
1280,19592,3096,592,7219.23,CHF,DEPOSIT,"51.232079, 128.246267",230.121.186.195,2024-09-06 09:22:03.910,SUCCESS,85,0.26
1281,9551,4166,NULL,2426.58,GBP,PAYMENT,"19.918709, -104.409164",142.206.197.214,2024-08-12 10:57:03.923,SUCCESS,42,0.59
1282,15999,554,448,5578.05,GBP,WITHDRAWAL,"3.575206, -85.011889",100.172.242.91,2026-01-12 19:10:03.937,SUCCESS,0,0.26
1283,19171,4454,NULL,8652.06,CHF,WITHDRAWAL,"-87.105439, 11.972915",179.177.112.177,2025-03-03 03:30:03.950,SUCCESS,12,0.52
1284,23490,875,193,4404.86,USD,DEPOSIT,"23.843612, -49.203111",25.245.165.177,2025-06-17 06:50:03.960,FAILED,25,0.48
1285,22626,2380,NULL,4616.33,CHF,DEPOSIT,"51.370150, -21.314139",137.228.60.63,2025-10-10 12:25:03.973,SUCCESS,40,0.19
1286,23230,2565,1483,6612.68,EUR,WITHDRAWAL,"21.921368, -24.746704",189.60.153.185,2024-12-18 17:07:03.987,SUCCESS,2,0.63
1287,23528,1119,NULL,8082.78,GBP,TRANSFER,"5.703859, -36.245238",112.181.216.39,2025-03-05 14:04:03.997,SUCCESS,75,0.43
1288,15513,2024,1031,4690.77,EUR,WITHDRAWAL,"0.200320, -117.156166",26.16.151.149,2024-08-27 14:54:04.010,SUCCESS,66,0.67
1289,22662,756,3358,3727.06,CHF,DEPOSIT,"-57.821885, 176.561062",210.221.226.177,2025-07-26 14:06:04.020,SUCCESS,35,0.77
1290,20141,3771,789,7046.95,USD,TRANSFER,"51.492720, 38.540777",74.96.240.71,2024-02-22 13:03:04.030,FAILED,97,0.36
1291,14587,531,1462,9999.70,EUR,TRANSFER,"-63.974541, -106.961370",103.126.97.27,2025-05-17 02:39:04.043,SUCCESS,7,0.84
1292,21068,1976,4424,5924.74,CHF,WITHDRAWAL,"80.087473, -146.839412",230.16.209.62,2024-04-22 02:10:04.050,SUCCESS,63,0.72
1293,21802,3473,NULL,2815.59,USD,DEPOSIT,"77.499728, -39.304860",67.184.99.139,2024-07-23 12:46:04.063,SUCCESS,44,0.17
1294,23128,206,2999,8925.37,USD,DEPOSIT,"-40.635558, 150.862779",152.150.236.75,2025-12-09 22:09:04.070,SUCCESS,48,0.93
1295,16745,713,NULL,84.36,EUR,PAYMENT,"-29.327049, -86.286559",53.180.205.135,2025-11-18 01:51:04.080,SUCCESS,34,0.70
1296,6028,3539,NULL,9235.73,USD,TRANSFER,"11.410723, -95.202517",80.29.58.124,2024-06-05 07:38:04.090,SUCCESS,53,0.05
1297,15721,1709,1184,2420.62,USD,DEPOSIT,"59.496218, -8.741527",164.87.106.7,2024-03-25 03:10:04.100,SUCCESS,86,0.72
1298,13954,3051,793,4325.15,GBP,PAYMENT,"-73.940337, 29.198319",148.38.241.27,2025-06-19 02:14:04.110,SUCCESS,45,0.20
1299,20566,950,NULL,7201.13,EUR,WITHDRAWAL,"4.841135, 29.184667",155.240.136.224,2024-12-09 03:36:04.120,SUCCESS,75,0.51
1300,16846,4452,NULL,2403.35,EUR,TRANSFER,"-65.083324, -70.972817",91.236.145.208,2025-05-26 19:19:04.133,SUCCESS,84,0.66
1301,23204,1866,2761,8.16,EUR,DEPOSIT,"-3.845096, 88.285341",34.144.206.122,2024-11-30 10:49:04.143,SUCCESS,17,0.77
1302,14199,392,4114,8297.88,EUR,PAYMENT,"-61.030891, -81.041793",187.248.63.119,2024-11-04 22:15:04.153,SUCCESS,27,0.49
1303,13932,1867,3254,9111.45,GBP,PAYMENT,"-64.940553, 112.863093",152.34.186.162,2026-02-04 12:50:04.163,SUCCESS,75,0.12
1304,19256,599,NULL,3388.68,GBP,WITHDRAWAL,"40.100664, -119.302771",123.163.166.4,2024-10-22 08:39:04.173,SUCCESS,41,0.97
1305,9694,266,4234,8303.06,EUR,WITHDRAWAL,"54.755819, -63.147145",41.137.176.151,2025-11-22 14:17:04.187,SUCCESS,67,0.98
1306,14615,990,2486,9892.05,GBP,WITHDRAWAL,"37.349742, -178.732975",159.6.246.213,2024-11-22 04:14:04.197,SUCCESS,37,0.59
1307,22298,1039,3627,3120.59,EUR,WITHDRAWAL,"-81.596862, 1.485773",126.114.8.106,2026-01-18 00:41:04.207,SUCCESS,15,0.34
1308,22514,2424,1777,9183.26,EUR,DEPOSIT,"66.620701, 79.123548",152.205.4.37,2025-12-18 04:02:04.217,SUCCESS,27,0.34
1309,17183,3543,3865,3389.99,GBP,PAYMENT,"20.846517, -21.134927",28.249.211.176,2024-11-12 08:32:04.227,FAILED,15,0.21
1310,20237,3442,207,4879.11,GBP,TRANSFER,"-61.014160, -147.948267",235.212.148.244,2024-04-23 23:21:04.237,FAILED,98,0.07
1311,20725,3823,NULL,7190.98,USD,PAYMENT,"-17.617620, -36.519554",12.228.173.117,2025-03-01 16:48:04.247,SUCCESS,56,0.90
1312,20596,462,NULL,5799.29,USD,TRANSFER,"53.447701, 50.242310",15.37.87.48,2025-03-21 00:57:04.253,SUCCESS,78,0.04
1313,18143,3779,2391,7449.72,EUR,DEPOSIT,"-87.457334, -49.939042",8.122.60.93,2024-02-15 19:03:04.263,SUCCESS,42,0.82
1314,20183,2541,814,4441.58,USD,DEPOSIT,"2.620198, -81.392343",99.125.246.30,2025-07-03 13:29:04.273,FAILED,69,0.72
1315,19201,3862,2544,480.93,EUR,WITHDRAWAL,"14.624853, -130.846303",187.135.157.20,2024-08-22 23:25:04.283,SUCCESS,58,0.44
1316,21770,1593,1897,1385.88,GBP,PAYMENT,"-25.222274, 68.800767",151.48.86.9,2025-04-03 09:48:04.293,SUCCESS,53,0.72
1317,20465,352,NULL,1089.11,CHF,PAYMENT,"-72.100131, 15.148560",51.180.150.247,2025-09-07 18:25:04.303,SUCCESS,79,0.80
1318,22284,2846,2764,1582.29,GBP,WITHDRAWAL,"-72.587117, -3.467929",179.100.70.209,2024-08-10 21:30:04.310,SUCCESS,34,0.89
1319,17186,1530,2546,929.87,USD,TRANSFER,"-24.852125, -70.982112",122.247.203.77,2025-01-03 18:02:04.320,SUCCESS,81,0.38
1320,13613,4543,NULL,3449.19,EUR,PAYMENT,"-69.249157, -146.573834",173.248.49.176,2025-01-23 22:28:04.330,SUCCESS,85,0.86
1321,17805,2850,4193,5994.07,EUR,PAYMENT,"-51.580282, 135.324611",62.49.134.44,2024-04-03 12:59:04.340,SUCCESS,11,0.86
1322,9052,1464,1665,7817.75,EUR,TRANSFER,"-38.884789, 21.669825",51.41.2.105,2025-07-23 06:38:04.357,SUCCESS,9,0.53
1323,19234,1755,NULL,2762.15,USD,DEPOSIT,"-56.052560, -6.033948",8.205.39.107,2025-07-23 00:02:04.370,SUCCESS,98,0.38
1324,16258,4885,NULL,7055.80,CHF,DEPOSIT,"27.464381, -87.114980",89.130.159.32,2025-01-20 08:05:04.383,SUCCESS,82,0.77
1325,14706,1495,NULL,4261.42,GBP,TRANSFER,"-3.328435, -112.052404",248.170.29.166,2025-11-09 00:15:04.397,SUCCESS,91,0.83
1326,23591,2812,4945,9298.19,GBP,PAYMENT,"-11.511612, -81.711323",7.207.180.156,2025-11-10 15:33:04.410,FAILED,71,0.30
1327,22205,4010,NULL,4762.46,EUR,PAYMENT,"-54.912931, 52.050612",236.244.218.81,2024-09-06 09:48:04.420,SUCCESS,82,0.74
1328,19425,2713,1033,9043.21,USD,TRANSFER,"47.842738, -118.230996",222.92.74.86,2025-10-27 02:17:04.433,SUCCESS,26,0.65
1329,1192,4824,4513,3908.40,USD,WITHDRAWAL,"-47.809680, 21.756141",83.235.204.206,2025-08-18 15:57:04.447,SUCCESS,37,0.18
1330,18967,418,2423,8672.34,GBP,PAYMENT,"62.600017, -69.530632",199.220.40.175,2025-08-11 11:29:04.457,SUCCESS,4,0.42
1331,14306,1123,NULL,738.73,CHF,TRANSFER,"-18.679020, 136.676070",69.46.107.161,2025-01-03 07:19:04.467,SUCCESS,39,0.60
1332,20687,4084,NULL,2790.09,GBP,TRANSFER,"51.168514, -55.419474",96.70.111.72,2024-06-11 14:05:04.480,SUCCESS,79,0.54
1333,18055,3895,NULL,729.01,USD,DEPOSIT,"-10.950858, 98.077412",114.149.47.228,2025-12-05 06:12:04.493,SUCCESS,39,0.92
1334,13910,235,NULL,3830.47,GBP,DEPOSIT,"16.977591, 83.899847",139.4.233.243,2026-01-16 09:43:04.507,FAILED,98,0.48
1335,19569,1969,NULL,5836.58,EUR,TRANSFER,"37.185786, 140.268669",228.19.138.21,2025-07-20 17:18:04.517,SUCCESS,96,0.38
1336,20303,917,NULL,433.30,USD,DEPOSIT,"66.484957, 152.798328",49.26.166.76,2025-01-04 01:58:04.530,FAILED,81,0.43
1337,16024,4182,4096,2623.84,EUR,WITHDRAWAL,"-50.473386, 68.697841",169.104.196.170,2024-08-07 16:52:04.543,SUCCESS,46,0.80
1338,2984,646,3782,6532.62,EUR,TRANSFER,"89.877208, -145.103001",60.52.135.158,2024-08-29 03:34:04.553,SUCCESS,21,0.57
1339,14273,298,3537,2195.03,EUR,WITHDRAWAL,"75.352859, -29.771796",231.158.215.238,2025-09-05 21:05:04.567,SUCCESS,89,0.75
1340,19327,641,NULL,2204.90,USD,WITHDRAWAL,"21.454836, -148.699320",137.195.20.145,2025-04-05 21:23:04.580,SUCCESS,50,0.83
1341,21129,2801,25,8334.21,GBP,TRANSFER,"-81.727400, 96.430832",236.211.72.120,2025-08-02 02:05:04.590,SUCCESS,46,0.83
1342,15836,2732,354,214.34,EUR,DEPOSIT,"-71.190930, 21.421726",173.120.164.219,2025-11-27 09:42:04.600,FAILED,29,0.71
1343,15142,379,NULL,3179.24,USD,PAYMENT,"36.638961, 163.092256",137.192.199.96,2025-06-09 09:16:04.610,SUCCESS,22,0.39
1344,15365,4611,4111,5360.40,GBP,WITHDRAWAL,"62.420346, 102.133465",249.228.48.18,2024-10-22 00:47:04.620,SUCCESS,51,0.28
1345,4292,907,NULL,2697.31,EUR,DEPOSIT,"-86.699677, -101.625874",28.151.168.229,2024-09-05 19:35:04.633,SUCCESS,91,0.23
1346,19112,4678,NULL,1940.15,EUR,WITHDRAWAL,"20.688903, 75.235168",49.14.23.73,2024-11-06 09:16:04.643,SUCCESS,47,0.12
1347,20173,2229,3515,7127.36,CHF,PAYMENT,"65.946393, -11.620181",194.237.0.36,2024-11-14 04:53:04.657,SUCCESS,82,0.24
1348,15829,4929,NULL,3968.65,USD,DEPOSIT,"-54.192178, 60.208943",207.184.203.68,2024-04-17 15:31:04.670,SUCCESS,77,0.33
1349,17677,2957,NULL,1996.72,EUR,TRANSFER,"23.208317, -166.328976",229.94.144.175,2025-01-21 06:58:04.680,SUCCESS,38,0.23
1350,22046,3265,1699,9220.59,GBP,DEPOSIT,"-27.697449, 5.171911",133.99.13.177,2024-05-19 01:23:04.690,FAILED,68,0.17
1351,15196,4058,NULL,8682.61,CHF,PAYMENT,"80.066099, 159.704698",132.244.63.68,2024-04-20 21:33:04.700,SUCCESS,13,0.07
1352,13847,303,NULL,6471.38,CHF,WITHDRAWAL,"69.813656, -83.573645",206.170.0.63,2025-08-15 06:59:04.713,SUCCESS,32,0.45
1353,11687,4566,166,6217.18,GBP,TRANSFER,"29.151917, -9.942402",199.164.71.35,2024-07-28 15:44:04.727,SUCCESS,21,0.80
1354,16144,292,3262,7027.74,USD,PAYMENT,"72.162742, 89.258668",140.155.36.38,2025-12-20 18:35:04.740,SUCCESS,22,0.87
1355,22470,566,NULL,3342.85,EUR,WITHDRAWAL,"-69.977365, -81.568885",85.80.127.153,2024-05-20 22:15:04.750,SUCCESS,55,0.14
1356,18168,1148,NULL,7680.52,EUR,WITHDRAWAL,"-24.251908, -116.413338",147.202.148.40,2024-06-21 18:41:04.763,SUCCESS,53,0.55
1357,16087,3762,4193,1149.08,USD,TRANSFER,"-73.810366, 152.134871",116.57.201.94,2024-08-09 13:20:04.777,SUCCESS,4,0.11
1358,18366,3052,4686,8638.23,EUR,PAYMENT,"-41.007158, 176.390169",124.118.130.86,2024-02-28 23:22:04.787,SUCCESS,57,0.17
1359,17717,2788,4560,696.06,EUR,DEPOSIT,"-62.426321, -8.583145",178.186.218.82,2024-09-07 12:51:04.800,SUCCESS,77,0.22
1360,22396,4665,NULL,7676.19,EUR,PAYMENT,"-26.438303, 136.828824",108.8.132.185,2024-11-27 20:54:04.810,SUCCESS,47,0.33
1361,13750,4236,NULL,8606.62,USD,DEPOSIT,"-84.876474, -138.751780",200.45.61.143,2024-10-14 17:50:04.823,SUCCESS,89,0.48
1362,20288,4818,NULL,4768.09,USD,WITHDRAWAL,"-26.032027, 16.391095",233.85.115.241,2025-10-24 06:41:04.837,SUCCESS,77,0.47
1363,13828,3283,4490,4120.75,USD,TRANSFER,"66.018275, -177.129485",6.148.142.63,2025-06-02 19:55:04.850,SUCCESS,25,0.26
1364,20351,1250,1026,1466.30,EUR,PAYMENT,"9.973862, 137.140300",12.171.239.90,2024-05-15 18:33:04.860,SUCCESS,50,0.59
1365,21779,1016,414,430.85,USD,WITHDRAWAL,"-55.109887, 50.790431",119.246.17.171,2026-01-02 17:04:04.873,SUCCESS,51,0.31
1366,19755,2949,918,4108.58,EUR,DEPOSIT,"-25.666577, -156.433574",37.129.64.62,2024-08-20 01:56:04.887,SUCCESS,80,0.97
1367,17651,3938,NULL,5537.90,GBP,PAYMENT,"-77.562481, -85.658227",5.233.170.76,2024-12-19 09:21:04.900,SUCCESS,92,0.25
1368,18167,3596,4588,885.88,GBP,DEPOSIT,"-28.893215, 118.057217",202.114.128.98,2025-06-16 04:03:04.913,FAILED,17,0.58
1369,19893,1476,NULL,8430.23,CHF,DEPOSIT,"21.669418, -121.517158",32.11.34.62,2025-07-29 15:41:04.927,SUCCESS,5,0.94
1370,18511,3691,2829,2293.28,EUR,TRANSFER,"55.552268, -78.558941",107.182.72.148,2024-12-10 22:11:04.940,SUCCESS,29,0.11
1371,23472,4497,NULL,7150.73,EUR,PAYMENT,"-21.996746, -35.654092",24.69.212.99,2024-11-13 04:05:04.953,SUCCESS,86,0.32
1372,20638,1841,NULL,764.95,GBP,DEPOSIT,"11.802638, 154.465995",82.37.248.174,2025-01-29 20:34:04.987,SUCCESS,71,0.43
1373,18923,1006,NULL,2624.69,USD,TRANSFER,"40.763454, 131.859590",59.96.218.156,2025-12-25 13:51:05.003,SUCCESS,13,0.36
1374,15563,4279,NULL,6929.20,CHF,TRANSFER,"32.942372, 101.279572",144.135.208.216,2026-01-15 08:10:05.020,SUCCESS,17,0.93
1375,15587,767,1333,9952.90,GBP,TRANSFER,"-47.116306, 15.232039",225.224.34.207,2025-08-11 23:26:05.030,SUCCESS,11,0.18
1376,16872,1783,NULL,4701.29,CHF,WITHDRAWAL,"-14.660127, 46.167581",50.178.199.94,2024-10-08 06:04:05.043,SUCCESS,75,0.59
1377,14182,3249,3067,6786.14,USD,TRANSFER,"-34.611202, 139.800018",151.212.236.122,2024-07-11 06:31:05.057,SUCCESS,63,0.59
1378,13807,1474,NULL,9229.19,EUR,TRANSFER,"-60.070454, 148.703296",239.58.246.222,2025-04-21 18:08:05.070,SUCCESS,79,0.59
1379,23193,3959,NULL,4444.56,GBP,DEPOSIT,"-4.785603, -176.869388",54.107.92.77,2025-12-21 03:25:05.083,SUCCESS,34,0.04
1380,19615,3117,NULL,2322.21,CHF,PAYMENT,"-1.893548, -8.224461",244.124.213.135,2025-02-25 20:56:05.097,SUCCESS,14,0.56
1381,22941,2361,NULL,8350.90,EUR,PAYMENT,"59.284834, -164.578007",111.176.235.164,2024-04-02 17:27:05.107,SUCCESS,53,0.88
1382,16358,4551,4225,5224.14,USD,WITHDRAWAL,"-20.355682, 140.592234",205.198.171.60,2024-03-06 16:36:05.120,SUCCESS,54,0.70
1383,17078,3172,2976,7804.57,CHF,DEPOSIT,"-29.506185, 101.082987",195.127.253.86,2024-07-13 04:30:05.133,SUCCESS,97,0.76
1384,19390,1717,NULL,3177.92,CHF,TRANSFER,"83.320501, -67.452185",125.69.205.237,2025-07-04 02:42:05.147,SUCCESS,43,0.91
1385,15237,695,NULL,8208.93,GBP,TRANSFER,"16.510158, -29.712167",187.109.35.104,2024-03-06 05:13:05.163,SUCCESS,64,0.17
1386,14325,1784,NULL,9859.44,CHF,TRANSFER,"-48.341860, -148.070605",251.235.50.243,2025-07-08 07:49:05.180,SUCCESS,78,0.36
1387,15999,1139,448,8731.37,USD,DEPOSIT,"-24.336702, -8.549280",157.224.175.18,2024-06-01 09:30:05.190,SUCCESS,61,0.45
1388,14542,3586,2186,5751.80,GBP,WITHDRAWAL,"56.816670, -152.644839",110.36.210.66,2025-03-30 01:06:05.203,SUCCESS,74,0.69
1389,18872,2632,3617,7859.14,USD,DEPOSIT,"-73.146947, -169.830098",122.101.155.149,2024-03-26 03:36:05.213,SUCCESS,71,0.58
1390,16942,1614,1794,9701.54,EUR,PAYMENT,"-63.302938, -120.027553",179.143.224.197,2024-08-31 01:15:05.227,SUCCESS,46,0.78
1391,19200,1838,2333,9173.42,CHF,WITHDRAWAL,"-36.892238, 54.088975",93.150.210.204,2025-01-03 00:21:05.240,SUCCESS,79,0.85
1392,18636,1055,NULL,3854.98,EUR,PAYMENT,"-34.714791, 144.914218",182.217.174.182,2025-10-31 09:24:05.253,SUCCESS,11,0.21
1393,16255,3980,NULL,7535.36,CHF,TRANSFER,"-14.766270, 154.879421",159.89.202.194,2025-11-17 16:57:05.263,SUCCESS,82,0.18
1394,21518,4491,NULL,9262.21,USD,PAYMENT,"-57.436903, -126.584633",140.159.178.55,2024-05-12 11:21:05.277,SUCCESS,35,0.27
1395,15300,849,289,5619.71,CHF,TRANSFER,"89.835074, 32.347959",179.124.132.78,2025-12-14 01:37:05.290,SUCCESS,79,0.69
1396,22206,4025,NULL,9206.34,CHF,WITHDRAWAL,"-49.660908, 13.861663",155.104.8.130,2025-12-02 07:22:05.303,FAILED,11,0.61
1397,23258,24,NULL,9076.72,CHF,DEPOSIT,"-5.966057, -156.156370",1.9.165.221,2025-04-16 04:12:05.313,SUCCESS,79,0.15
1398,22883,2452,NULL,4348.95,CHF,DEPOSIT,"9.680586, -101.453383",73.91.43.30,2025-05-04 06:55:05.327,SUCCESS,8,0.58
1399,7724,3806,NULL,6567.37,EUR,DEPOSIT,"59.650983, 78.050091",29.22.148.176,2025-11-15 02:02:05.337,SUCCESS,65,0.48
1400,21843,1257,4691,6719.82,EUR,PAYMENT,"24.358726, 12.020556",14.214.65.63,2025-02-14 21:01:05.350,SUCCESS,19,0.77
1401,13902,1108,1818,882.57,USD,DEPOSIT,"-22.971193, 111.031413",167.164.164.108,2024-12-10 05:53:05.360,SUCCESS,26,0.74
1402,20247,3161,4897,4503.20,GBP,DEPOSIT,"29.933853, 18.503754",194.99.237.145,2024-04-09 18:57:05.370,SUCCESS,80,0.73
1403,21952,4561,3711,4581.72,USD,DEPOSIT,"-47.271230, 145.367369",159.227.100.234,2024-06-30 18:28:05.380,SUCCESS,45,0.34
1404,22654,2010,NULL,4080.20,USD,TRANSFER,"-52.902636, 109.213442",26.7.103.52,2026-01-25 05:20:05.393,SUCCESS,3,0.21
1405,18399,2689,772,3882.74,CHF,PAYMENT,"-41.124999, 171.282470",102.56.39.199,2024-12-21 15:49:05.407,SUCCESS,25,0.80
1406,22760,3115,NULL,6435.92,CHF,PAYMENT,"-60.112196, -28.368445",7.18.99.23,2025-11-20 14:23:05.417,SUCCESS,99,0.63
1407,5314,4212,3156,4500.40,USD,PAYMENT,"-82.149984, -116.678096",74.90.83.201,2025-02-27 15:37:05.427,SUCCESS,53,0.55
1408,22752,4145,3828,7953.03,USD,DEPOSIT,"-56.961963, 166.781659",38.123.43.195,2025-09-05 07:23:05.440,SUCCESS,81,0.65
1409,22494,132,NULL,2588.23,EUR,DEPOSIT,"-24.101752, -38.797279",128.186.250.32,2024-08-29 21:12:05.450,SUCCESS,30,0.62
1410,22731,2372,1119,5468.75,USD,PAYMENT,"-16.923767, 160.063437",236.23.128.211,2025-07-09 00:05:05.463,SUCCESS,14,0.67
1411,19798,4028,NULL,5676.36,GBP,DEPOSIT,"-63.212221, 8.620702",143.175.203.213,2024-10-14 06:22:05.477,SUCCESS,41,0.88
1412,18907,3037,3702,6199.59,CHF,PAYMENT,"-56.777911, 36.515368",142.2.71.234,2024-05-14 08:38:05.490,SUCCESS,84,0.20
1413,19890,2773,NULL,4651.42,CHF,WITHDRAWAL,"-37.246825, 179.705415",9.166.220.194,2024-11-04 22:35:05.503,SUCCESS,25,0.76
1414,18875,10,NULL,4549.15,GBP,TRANSFER,"35.407035, -18.446223",139.228.254.86,2025-05-01 02:23:05.513,SUCCESS,41,0.87
1415,21496,1352,1282,1863.56,USD,PAYMENT,"55.242697, 132.049703",211.12.135.202,2025-08-24 01:49:05.527,SUCCESS,21,0.39
1416,14720,4447,NULL,9854.65,CHF,DEPOSIT,"-29.119887, -0.432594",2.180.179.167,2025-08-12 03:42:05.537,SUCCESS,87,0.59
1417,17735,1575,NULL,5161.08,EUR,PAYMENT,"-64.841370, -121.515492",176.231.143.196,2025-06-20 16:48:05.550,SUCCESS,20,0.35
1418,16843,3428,NULL,1592.78,USD,TRANSFER,"25.144817, -38.554062",233.121.3.190,2025-03-03 10:00:05.560,SUCCESS,33,0.59
1419,14856,3139,NULL,9306.19,EUR,PAYMENT,"-22.036809, 53.065210",20.36.250.12,2025-01-07 23:46:05.570,SUCCESS,54,0.26
1420,8283,1805,NULL,4271.99,CHF,TRANSFER,"-47.961501, 37.894040",88.38.236.13,2025-08-16 15:10:05.583,SUCCESS,10,0.08
1421,14657,526,4266,3129.36,GBP,TRANSFER,"83.040735, -130.382150",53.233.77.160,2025-05-16 10:08:05.593,FAILED,41,0.17
1422,15080,2192,2759,4299.91,EUR,TRANSFER,"32.859160, 3.113112",215.153.217.181,2024-12-21 11:04:05.603,SUCCESS,7,0.42
1423,20279,2774,3254,2637.81,GBP,DEPOSIT,"31.818574, 102.867288",203.97.140.66,2024-03-22 01:20:05.613,SUCCESS,62,0.66
1424,18847,2668,3725,2392.24,CHF,PAYMENT,"81.459163, 179.183836",53.16.212.90,2025-08-10 17:09:05.627,SUCCESS,67,0.58
1425,18799,4892,NULL,1937.07,EUR,PAYMENT,"67.888203, -99.197816",26.95.52.31,2024-10-27 10:35:05.637,SUCCESS,61,0.31
1426,15959,1702,3793,352.89,USD,PAYMENT,"37.629277, 55.123063",41.79.234.153,2024-03-30 07:11:05.647,SUCCESS,13,1.00
1427,23224,1358,4502,8498.87,USD,DEPOSIT,"54.384439, 21.219726",204.238.130.132,2025-01-06 02:23:05.653,SUCCESS,73,0.19
1428,20794,4024,NULL,7507.05,GBP,WITHDRAWAL,"-74.160608, -41.901716",222.126.210.145,2025-11-18 12:46:05.677,SUCCESS,16,0.17
1429,15061,540,40,3235.04,USD,WITHDRAWAL,"-86.160424, 71.892631",225.74.242.162,2024-06-28 03:37:05.687,SUCCESS,69,0.61
1430,13742,3326,NULL,6908.13,USD,WITHDRAWAL,"-84.162966, 78.744966",38.111.205.71,2024-07-04 19:37:05.700,SUCCESS,13,0.11
1431,14347,1740,4774,6709.20,CHF,DEPOSIT,"-43.021474, 51.156972",175.122.0.191,2024-11-16 08:26:05.713,SUCCESS,33,0.73
1432,3451,4243,3789,9748.31,GBP,DEPOSIT,"-74.000377, -145.529956",50.244.131.229,2025-10-18 11:00:05.723,SUCCESS,31,0.62
1433,21850,2395,NULL,9250.38,GBP,TRANSFER,"14.884086, -63.726202",233.5.225.7,2025-09-27 04:56:05.737,SUCCESS,99,0.49
