rule_id,rule_name,description,threshold_value,weight,active
1975,Rule_1975,Fraud detection rule for pattern 474,4630.55,1,1
1976,Rule_1976,Fraud detection rule for pattern 340,2342.87,1,1
1977,Rule_1977,Fraud detection rule for pattern 549,5150.24,3,1
1978,Rule_1978,Fraud detection rule for pattern 106,8169.94,4,1
1979,Rule_1979,Fraud detection rule for pattern 970,715.97,2,1
1980,Rule_1980,Fraud detection rule for pattern 116,1705.56,2,0
1981,Rule_1981,Fraud detection rule for pattern 557,8993.11,5,1
1982,Rule_1982,Fraud detection rule for pattern 662,5616.70,1,1
1983,Rule_1983,Fraud detection rule for pattern 353,9408.26,1,1
1984,Rule_1984,Fraud detection rule for pattern 152,6130.52,5,1
1985,Rule_1985,Fraud detection rule for pattern 529,5575.65,4,1
1986,Rule_1986,Fraud detection rule for pattern 857,2853.38,4,1
1987,Rule_1987,Fraud detection rule for pattern 523,2920.01,2,1
1988,Rule_1988,Fraud detection rule for pattern 334,2017.89,2,1
1989,Rule_1989,Fraud detection rule for pattern 869,5772.14,2,1
1990,Rule_1990,Fraud detection rule for pattern 69,2510.16,1,1
1991,Rule_1991,Fraud detection rule for pattern 846,187.64,3,1
1992,Rule_1992,Fraud detection rule for pattern 96,6903.15,5,1
1993,Rule_1993,Fraud detection rule for pattern 829,4809.92,4,1
1994,Rule_1994,Fraud detection rule for pattern 612,2690.50,2,1
1995,Rule_1995,Fraud detection rule for pattern 19,5954.63,4,1
1996,Rule_1996,Fraud detection rule for pattern 485,5907.66,1,1
1997,Rule_1997,Fraud detection rule for pattern 620,2162.54,3,1
1998,Rule_1998,Fraud detection rule for pattern 393,1703.96,1,1
1999,Rule_1999,Fraud detection rule for pattern 683,5466.98,4,1
2000,Rule_2000,Fraud detection rule for pattern 607,701.33,2,1
2001,Rule_2001,Fraud detection rule for pattern 989,5287.78,5,1
2002,Rule_2002,Fraud detection rule for pattern 3,8188.62,5,1
2003,Rule_2003,Fraud detection rule for pattern 270,13.02,5,1
2004,Rule_2004,Fraud detection rule for pattern 142,2411.05,2,1
2005,Rule_2005,Fraud detection rule for pattern 544,5383.27,5,1
2006,Rule_2006,Fraud detection rule for pattern 131,7487.12,1,1
2007,Rule_2007,Fraud detection rule for pattern 927,8824.17,5,0
2008,Rule_2008,Fraud detection rule for pattern 156,7298.81,5,1
2009,Rule_2009,Fraud detection rule for pattern 898,4559.49,5,1
2010,Rule_2010,Fraud detection rule for pattern 668,9111.65,2,1
2011,Rule_2011,Fraud detection rule for pattern 68,3402.69,5,1
2012,Rule_2012,Fraud detection rule for pattern 981,4811.72,5,1
2013,Rule_2013,Fraud detection rule for pattern 179,2643.02,5,1
2014,Rule_2014,Fraud detection rule for pattern 663,5061.11,2,1
2015,Rule_2015,Fraud detection rule for pattern 144,814.49,4,1
2016,Rule_2016,Fraud detection rule for pattern 707,6250.48,1,1
2017,Rule_2017,Fraud detection rule for pattern 824,5898.06,3,1
2018,Rule_2018,Fraud detection rule for pattern 48,524.28,4,0
2019,Rule_2019,Fraud detection rule for pattern 241,1480.83,3,0
2020,Rule_2020,Fraud detection rule for pattern 899,7113.96,5,1
2021,Rule_2021,Fraud detection rule for pattern 473,4570.42,1,1
2022,Rule_2022,Fraud detection rule for pattern 153,6310.13,4,1
2023,Rule_2023,Fraud detection rule for pattern 600,6140.75,5,1
2024,Rule_2024,Fraud detection rule for pattern 190,8307.77,1,0
2025,Rule_2025,Fraud detection rule for pattern 224,8029.25,1,1
2026,Rule_2026,Fraud detection rule for pattern 480,8896.81,1,1
2027,Rule_2027,Fraud detection rule for pattern 44,300.08,2,1
2028,Rule_2028,Fraud detection rule for pattern 564,2452.54,1,1
2029,Rule_2029,Fraud detection rule for pattern 675,9831.14,5,1
2030,Rule_2030,Fraud detection rule for pattern 182,9408.52,5,1
2031,Rule_2031,Fraud detection rule for pattern 898,2826.89,1,1
2032,Rule_2032,Fraud detection rule for pattern 825,4577.32,3,1
2033,Rule_2033,Fraud detection rule for pattern 212,210.70,2,1
2034,Rule_2034,Fraud detection rule for pattern 273,5357.99,3,1
2035,Rule_2035,Fraud detection rule for pattern 318,8988.55,4,1
2036,Rule_2036,Fraud detection rule for pattern 393,7817.08,1,1
2037,Rule_2037,Fraud detection rule for pattern 732,1567.67,3,1
2038,Rule_2038,Fraud detection rule for pattern 846,6857.61,3,1
2039,Rule_2039,Fraud detection rule for pattern 701,123.69,4,1
2040,Rule_2040,Fraud detection rule for pattern 602,6768.72,4,1
2041,Rule_2041,Fraud detection rule for pattern 692,6441.38,3,1
2042,Rule_2042,Fraud detection rule for pattern 804,8699.25,5,1
2043,Rule_2043,Fraud detection rule for pattern 445,7912.38,4,1
2044,Rule_2044,Fraud detection rule for pattern 195,4482.43,5,1
2045,Rule_2045,Fraud detection rule for pattern 334,2431.38,2,1
2046,Rule_2046,Fraud detection rule for pattern 330,6766.07,3,1
2047,Rule_2047,Fraud detection rule for pattern 958,6166.57,4,1
2048,Rule_2048,Fraud detection rule for pattern 647,8563.06,4,1
2049,Rule_2049,Fraud detection rule for pattern 234,1793.16,1,1
2050,Rule_2050,Fraud detection rule for pattern 831,6187.95,5,1
2051,Rule_2051,Fraud detection rule for pattern 164,4597.60,4,1
2052,Rule_2052,Fraud detection rule for pattern 950,4125.81,2,1
2053,Rule_2053,Fraud detection rule for pattern 112,3555.45,3,1
2054,Rule_2054,Fraud detection rule for pattern 562,946.96,5,1
2055,Rule_2055,Fraud detection rule for pattern 299,8283.67,5,1
2056,Rule_2056,Fraud detection rule for pattern 866,2574.97,4,1
2057,Rule_2057,Fraud detection rule for pattern 256,3582.82,5,1
2058,Rule_2058,Fraud detection rule for pattern 96,4747.42,1,1
2059,Rule_2059,Fraud detection rule for pattern 609,8021.54,4,1
2060,Rule_2060,Fraud detection rule for pattern 143,7161.99,5,1
2061,Rule_2061,Fraud detection rule for pattern 320,6756.14,2,1
2062,Rule_2062,Fraud detection rule for pattern 948,5036.55,5,1
2063,Rule_2063,Fraud detection rule for pattern 861,524.25,1,1
2064,Rule_2064,Fraud detection rule for pattern 478,5477.33,4,1
2065,Rule_2065,Fraud detection rule for pattern 383,4909.15,4,1
2066,Rule_2066,Fraud detection rule for pattern 721,2222.13,4,1
2067,Rule_2067,Fraud detection rule for pattern 959,4724.03,5,1
2068,Rule_2068,Fraud detection rule for pattern 109,7685.15,5,1
2069,Rule_2069,Fraud detection rule for pattern 838,8305.87,1,1
2070,Rule_2070,Fraud detection rule for pattern 309,2773.16,4,1
2071,Rule_2071,Fraud detection rule for pattern 499,9125.67,1,1
2072,Rule_2072,Fraud detection rule for pattern 397,3805.08,4,1
2073,Rule_2073,Fraud detection rule for pattern 917,7813.06,1,1
2074,Rule_2074,Fraud detection rule for pattern 817,5812.67,2,1
2075,Rule_2075,Fraud detection rule for pattern 103,4365.48,2,1
2076,Rule_2076,Fraud detection rule for pattern 233,202.00,1,1
2077,Rule_2077,Fraud detection rule for pattern 47,2195.08,3,1
2078,Rule_2078,Fraud detection rule for pattern 953,6065.28,2,1
2079,Rule_2079,Fraud detection rule for pattern 364,857.62,3,1
2080,Rule_2080,Fraud detection rule for pattern 972,5639.70,1,1
2081,Rule_2081,Fraud detection rule for pattern 483,514.38,1,1
2082,Rule_2082,Fraud detection rule for pattern 4,8153.63,5,1
2083,Rule_2083,Fraud detection rule for pattern 45,7041.82,1,1
2084,Rule_2084,Fraud detection rule for pattern 69,7469.30,4,1
2085,Rule_2085,Fraud detection rule for pattern 215,655.01,4,1
2086,Rule_2086,Fraud detection rule for pattern 33,1374.08,2,1
2087,Rule_2087,Fraud detection rule for pattern 179,1126.93,1,0
2088,Rule_2088,Fraud detection rule for pattern 348,6908.31,4,1
2089,Rule_2089,Fraud detection rule for pattern 791,9311.67,2,1
2090,Rule_2090,Fraud detection rule for pattern 666,2614.13,4,1
2091,Rule_2091,Fraud detection rule for pattern 754,4873.49,3,1
2092,Rule_2092,Fraud detection rule for pattern 990,8729.02,3,1
2093,Rule_2093,Fraud detection rule for pattern 932,9947.73,5,1
2094,Rule_2094,Fraud detection rule for pattern 328,3355.10,2,1
2095,Rule_2095,Fraud detection rule for pattern 995,393.77,3,1
2096,Rule_2096,Fraud detection rule for pattern 164,1628.56,1,1
2097,Rule_2097,Fraud detection rule for pattern 194,4307.11,3,1
2098,Rule_2098,Fraud detection rule for pattern 977,378.03,3,1
2099,Rule_2099,Fraud detection rule for pattern 410,5133.78,1,1
2100,Rule_2100,Fraud detection rule for pattern 919,8304.33,4,1
2101,Rule_2101,Fraud detection rule for pattern 122,9014.30,2,1
2102,Rule_2102,Fraud detection rule for pattern 68,6709.52,1,1
2103,Rule_2103,Fraud detection rule for pattern 823,3572.63,1,1
2104,Rule_2104,Fraud detection rule for pattern 432,8059.15,1,1
2105,Rule_2105,Fraud detection rule for pattern 665,6507.43,4,0
2106,Rule_2106,Fraud detection rule for pattern 43,6264.54,1,1
2107,Rule_2107,Fraud detection rule for pattern 977,7486.28,1,1
2108,Rule_2108,Fraud detection rule for pattern 996,3936.93,5,1
2109,Rule_2109,Fraud detection rule for pattern 27,2449.68,5,1
2110,Rule_2110,Fraud detection rule for pattern 960,7466.48,5,1
2111,Rule_2111,Fraud detection rule for pattern 40,8546.85,2,1
2112,Rule_2112,Fraud detection rule for pattern 293,1295.97,3,0
2113,Rule_2113,Fraud detection rule for pattern 847,7033.13,1,1
2114,Rule_2114,Fraud detection rule for pattern 708,3187.40,4,0
2115,Rule_2115,Fraud detection rule for pattern 46,6457.04,3,1
2116,Rule_2116,Fraud detection rule for pattern 914,5456.62,3,1
2117,Rule_2117,Fraud detection rule for pattern 109,4862.32,1,0
2118,Rule_2118,Fraud detection rule for pattern 309,2433.32,1,1
2119,Rule_2119,Fraud detection rule for pattern 113,44.15,1,1
2120,Rule_2120,Fraud detection rule for pattern 254,9260.30,3,0
2121,Rule_2121,Fraud detection rule for pattern 241,5055.07,3,1
2122,Rule_2122,Fraud detection rule for pattern 237,9921.12,1,1
2123,Rule_2123,Fraud detection rule for pattern 634,1539.96,2,1
2124,Rule_2124,Fraud detection rule for pattern 391,8103.28,1,1
2125,Rule_2125,Fraud detection rule for pattern 238,1269.50,2,1
2126,Rule_2126,Fraud detection rule for pattern 861,7863.61,3,1
2127,Rule_2127,Fraud detection rule for pattern 776,1489.76,4,1
2128,Rule_2128,Fraud detection rule for pattern 945,2121.24,4,1
2129,Rule_2129,Fraud detection rule for pattern 593,2841.54,1,1
2130,Rule_2130,Fraud detection rule for pattern 68,3151.86,1,1
2131,Rule_2131,Fraud detection rule for pattern 62,3060.72,2,1
2132,Rule_2132,Fraud detection rule for pattern 808,2974.31,4,1
2133,Rule_2133,Fraud detection rule for pattern 643,9489.54,1,1
2134,Rule_2134,Fraud detection rule for pattern 15,4648.11,5,1
2135,Rule_2135,Fraud detection rule for pattern 631,7507.62,4,1
2136,Rule_2136,Fraud detection rule for pattern 343,9660.62,1,1
2137,Rule_2137,Fraud detection rule for pattern 171,5325.24,5,1
2138,Rule_2138,Fraud detection rule for pattern 629,6125.73,1,1
2139,Rule_2139,Fraud detection rule for pattern 834,4259.92,4,1
2140,Rule_2140,Fraud detection rule for pattern 796,7123.10,5,1
2141,Rule_2141,Fraud detection rule for pattern 840,4812.93,2,1
2142,Rule_2142,Fraud detection rule for pattern 3,1124.63,3,1
2143,Rule_2143,Fraud detection rule for pattern 889,5558.39,1,1
2144,Rule_2144,Fraud detection rule for pattern 384,7377.91,5,1
2145,Rule_2145,Fraud detection rule for pattern 996,5343.45,1,1
2146,Rule_2146,Fraud detection rule for pattern 391,1094.78,4,1
2147,Rule_2147,Fraud detection rule for pattern 401,399.15,4,1
2148,Rule_2148,Fraud detection rule for pattern 451,539.94,4,1
2149,Rule_2149,Fraud detection rule for pattern 143,9270.74,2,1
2150,Rule_2150,Fraud detection rule for pattern 887,3761.75,1,1
2151,Rule_2151,Fraud detection rule for pattern 209,9607.87,4,1
2152,Rule_2152,Fraud detection rule for pattern 101,7938.77,4,1
2153,Rule_2153,Fraud detection rule for pattern 970,2087.04,4,1
2154,Rule_2154,Fraud detection rule for pattern 132,9662.19,1,1
2155,Rule_2155,Fraud detection rule for pattern 779,3154.68,5,1
2156,Rule_2156,Fraud detection rule for pattern 551,1959.18,3,1
2157,Rule_2157,Fraud detection rule for pattern 413,8292.60,2,1
2158,Rule_2158,Fraud detection rule for pattern 868,3593.30,1,1
2159,Rule_2159,Fraud detection rule for pattern 64,4980.70,1,1
2160,Rule_2160,Fraud detection rule for pattern 364,507.04,3,1
2161,Rule_2161,Fraud detection rule for pattern 77,2957.43,4,1
2162,Rule_2162,Fraud detection rule for pattern 164,1141.33,2,1
2163,Rule_2163,Fraud detection rule for pattern 156,3883.09,1,1
2164,Rule_2164,Fraud detection rule for pattern 518,362.75,1,1
2165,Rule_2165,Fraud detection rule for pattern 221,9066.18,5,1
2166,Rule_2166,Fraud detection rule for pattern 383,5662.90,4,1
2167,Rule_2167,Fraud detection rule for pattern 791,4966.23,2,1
2168,Rule_2168,Fraud detection rule for pattern 218,9112.93,3,0
2169,Rule_2169,Fraud detection rule for pattern 628,9165.48,2,1
2170,Rule_2170,Fraud detection rule for pattern 225,1052.10,1,1
2171,Rule_2171,Fraud detection rule for pattern 17,4805.68,3,1
2172,Rule_2172,Fraud detection rule for pattern 649,4890.63,1,1
2173,Rule_2173,Fraud detection rule for pattern 51,4319.51,5,1
2174,Rule_2174,Fraud detection rule for pattern 994,2203.79,5,1
2175,Rule_2175,Fraud detection rule for pattern 802,2862.77,4,1
2176,Rule_2176,Fraud detection rule for pattern 345,1156.87,4,1
2177,Rule_2177,Fraud detection rule for pattern 771,3215.92,5,1
2178,Rule_2178,Fraud detection rule for pattern 198,8280.48,2,1
2179,Rule_2179,Fraud detection rule for pattern 911,9809.27,5,1
2180,Rule_2180,Fraud detection rule for pattern 27,863.15,2,1
2181,Rule_2181,Fraud detection rule for pattern 648,8594.61,2,1
2182,Rule_2182,Fraud detection rule for pattern 712,3051.19,5,1
2183,Rule_2183,Fraud detection rule for pattern 379,3951.10,5,1
2184,Rule_2184,Fraud detection rule for pattern 331,4817.20,5,1
2185,Rule_2185,Fraud detection rule for pattern 244,4101.79,5,1
2186,Rule_2186,Fraud detection rule for pattern 239,8277.62,3,1
2187,Rule_2187,Fraud detection rule for pattern 102,6328.18,5,1
2188,Rule_2188,Fraud detection rule for pattern 516,5766.02,4,1
2189,Rule_2189,Fraud detection rule for pattern 54,3691.61,2,1
2190,Rule_2190,Fraud detection rule for pattern 918,5051.63,1,1
2191,Rule_2191,Fraud detection rule for pattern 822,8340.88,1,1
2192,Rule_2192,Fraud detection rule for pattern 273,3248.87,5,1
2193,Rule_2193,Fraud detection rule for pattern 796,9490.26,3,1
2194,Rule_2194,Fraud detection rule for pattern 65,7334.36,5,1
2195,Rule_2195,Fraud detection rule for pattern 543,8385.69,5,1
2196,Rule_2196,Fraud detection rule for pattern 168,6602.97,5,1
2197,Rule_2197,Fraud detection rule for pattern 259,6845.32,3,1
2198,Rule_2198,Fraud detection rule for pattern 468,730.13,1,1
2199,Rule_2199,Fraud detection rule for pattern 816,1564.25,3,1
2200,Rule_2200,Fraud detection rule for pattern 418,6613.81,1,1
2201,Rule_2201,Fraud detection rule for pattern 782,4878.43,1,1
2202,Rule_2202,Fraud detection rule for pattern 926,3008.51,2,1
2203,Rule_2203,Fraud detection rule for pattern 442,6182.20,5,1
2204,Rule_2204,Fraud detection rule for pattern 432,6764.84,2,1
2205,Rule_2205,Fraud detection rule for pattern 274,2717.78,5,1
2206,Rule_2206,Fraud detection rule for pattern 353,4465.34,1,1
2207,Rule_2207,Fraud detection rule for pattern 991,3808.09,3,1
2208,Rule_2208,Fraud detection rule for pattern 948,2163.91,2,1
2209,Rule_2209,Fraud detection rule for pattern 347,6408.12,1,1
2210,Rule_2210,Fraud detection rule for pattern 72,9445.13,4,1
2211,Rule_2211,Fraud detection rule for pattern 675,7876.87,1,1
2212,Rule_2212,Fraud detection rule for pattern 556,1439.55,5,1
2213,Rule_2213,Fraud detection rule for pattern 286,4875.69,3,1
2214,Rule_2214,Fraud detection rule for pattern 612,6962.65,5,1
2215,Rule_2215,Fraud detection rule for pattern 302,5583.96,4,1
2216,Rule_2216,Fraud detection rule for pattern 792,6265.56,4,1
2217,Rule_2217,Fraud detection rule for pattern 779,4051.25,4,0
2218,Rule_2218,Fraud detection rule for pattern 687,9684.44,3,1
2219,Rule_2219,Fraud detection rule for pattern 578,478.18,5,1
2220,Rule_2220,Fraud detection rule for pattern 654,9417.89,3,0
2221,Rule_2221,Fraud detection rule for pattern 458,8897.11,2,1
2222,Rule_2222,Fraud detection rule for pattern 915,1142.40,5,1
2223,Rule_2223,Fraud detection rule for pattern 479,4938.84,3,0
2224,Rule_2224,Fraud detection rule for pattern 129,8265.90,4,1
2225,Rule_2225,Fraud detection rule for pattern 551,935.98,1,1
2226,Rule_2226,Fraud detection rule for pattern 163,8041.10,1,1
2227,Rule_2227,Fraud detection rule for pattern 266,6735.16,2,1
2228,Rule_2228,Fraud detection rule for pattern 909,6616.99,3,1
2229,Rule_2229,Fraud detection rule for pattern 693,6962.15,1,1
2230,Rule_2230,Fraud detection rule for pattern 78,5061.62,5,1
2231,Rule_2231,Fraud detection rule for pattern 698,8730.81,3,1
2232,Rule_2232,Fraud detection rule for pattern 311,5672.31,4,0
2233,Rule_2233,Fraud detection rule for pattern 184,3138.16,3,1
2234,Rule_2234,Fraud detection rule for pattern 788,9510.50,4,1
2235,Rule_2235,Fraud detection rule for pattern 279,1286.71,1,0
2236,Rule_2236,Fraud detection rule for pattern 81,3083.57,1,1
2237,Rule_2237,Fraud detection rule for pattern 163,18.82,5,1
2238,Rule_2238,Fraud detection rule for pattern 403,8633.87,4,0
2239,Rule_2239,Fraud detection rule for pattern 789,8169.84,5,1
2240,Rule_2240,Fraud detection rule for pattern 421,6327.41,1,1
2241,Rule_2241,Fraud detection rule for pattern 59,4766.94,5,1
2242,Rule_2242,Fraud detection rule for pattern 716,5475.27,2,1
2243,Rule_2243,Fraud detection rule for pattern 628,2895.60,5,1
2244,Rule_2244,Fraud detection rule for pattern 535,5343.84,1,1
2245,Rule_2245,Fraud detection rule for pattern 892,3840.00,2,1
2246,Rule_2246,Fraud detection rule for pattern 864,5027.45,2,1
2247,Rule_2247,Fraud detection rule for pattern 872,1734.87,1,1
2248,Rule_2248,Fraud detection rule for pattern 933,3755.93,3,1
2249,Rule_2249,Fraud detection rule for pattern 915,9801.67,1,1
2250,Rule_2250,Fraud detection rule for pattern 544,8608.48,2,1
2251,Rule_2251,Fraud detection rule for pattern 49,7156.02,2,1
2252,Rule_2252,Fraud detection rule for pattern 120,285.09,3,1
2253,Rule_2253,Fraud detection rule for pattern 274,916.42,3,1
2254,Rule_2254,Fraud detection rule for pattern 279,1556.36,3,1
2255,Rule_2255,Fraud detection rule for pattern 818,1242.56,3,1
2256,Rule_2256,Fraud detection rule for pattern 226,5099.63,3,1
2257,Rule_2257,Fraud detection rule for pattern 744,1601.86,4,1
2258,Rule_2258,Fraud detection rule for pattern 98,2927.79,3,1
2259,Rule_2259,Fraud detection rule for pattern 86,7893.55,2,1
2260,Rule_2260,Fraud detection rule for pattern 751,2250.17,4,0
2261,Rule_2261,Fraud detection rule for pattern 557,762.57,3,1
2262,Rule_2262,Fraud detection rule for pattern 696,7847.93,3,0
2263,Rule_2263,Fraud detection rule for pattern 982,941.49,1,1
2264,Rule_2264,Fraud detection rule for pattern 805,9513.40,3,1
2265,Rule_2265,Fraud detection rule for pattern 0,5473.21,2,1
2266,Rule_2266,Fraud detection rule for pattern 382,3772.83,5,1
2267,Rule_2267,Fraud detection rule for pattern 277,9476.48,1,1
2268,Rule_2268,Fraud detection rule for pattern 110,820.81,2,1
2269,Rule_2269,Fraud detection rule for pattern 378,4505.45,5,1
2270,Rule_2270,Fraud detection rule for pattern 162,4402.56,4,1
2271,Rule_2271,Fraud detection rule for pattern 293,1387.34,2,1
2272,Rule_2272,Fraud detection rule for pattern 510,1015.61,4,0
2273,Rule_2273,Fraud detection rule for pattern 172,8944.25,4,1
2274,Rule_2274,Fraud detection rule for pattern 225,9719.54,4,1
2275,Rule_2275,Fraud detection rule for pattern 538,5127.86,3,1
2276,Rule_2276,Fraud detection rule for pattern 989,7139.06,4,1
2277,Rule_2277,Fraud detection rule for pattern 476,4543.04,5,1
2278,Rule_2278,Fraud detection rule for pattern 321,2412.86,3,1
2279,Rule_2279,Fraud detection rule for pattern 639,5978.58,3,1
2280,Rule_2280,Fraud detection rule for pattern 691,3756.11,1,1
2281,Rule_2281,Fraud detection rule for pattern 518,4871.46,4,1
2282,Rule_2282,Fraud detection rule for pattern 285,6558.38,3,1
2283,Rule_2283,Fraud detection rule for pattern 240,3273.28,3,1
2284,Rule_2284,Fraud detection rule for pattern 574,9219.90,5,1
2285,Rule_2285,Fraud detection rule for pattern 237,8798.52,1,1
2286,Rule_2286,Fraud detection rule for pattern 813,8185.83,2,1
2287,Rule_2287,Fraud detection rule for pattern 169,8103.68,3,1
2288,Rule_2288,Fraud detection rule for pattern 398,8461.52,5,1
2289,Rule_2289,Fraud detection rule for pattern 898,3958.92,5,1
2290,Rule_2290,Fraud detection rule for pattern 773,1513.95,5,1
2291,Rule_2291,Fraud detection rule for pattern 235,6802.32,2,1
2292,Rule_2292,Fraud detection rule for pattern 124,6447.59,1,1
2293,Rule_2293,Fraud detection rule for pattern 9,2695.93,2,1
2294,Rule_2294,Fraud detection rule for pattern 262,9404.46,2,1
2295,Rule_2295,Fraud detection rule for pattern 271,1646.69,3,1
2296,Rule_2296,Fraud detection rule for pattern 618,9462.72,4,0
2297,Rule_2297,Fraud detection rule for pattern 695,2957.35,5,1
2298,Rule_2298,Fraud detection rule for pattern 606,4406.93,1,1
2299,Rule_2299,Fraud detection rule for pattern 686,3551.68,3,1
2300,Rule_2300,Fraud detection rule for pattern 451,9997.25,2,1
2301,Rule_2301,Fraud detection rule for pattern 682,6563.98,5,1
2302,Rule_2302,Fraud detection rule for pattern 624,6900.89,4,1
2303,Rule_2303,Fraud detection rule for pattern 202,5708.98,5,1
2304,Rule_2304,Fraud detection rule for pattern 914,3416.78,1,1
2305,Rule_2305,Fraud detection rule for pattern 99,6495.89,2,1
2306,Rule_2306,Fraud detection rule for pattern 814,8602.98,4,1
2307,Rule_2307,Fraud detection rule for pattern 226,3829.36,1,1
2308,Rule_2308,Fraud detection rule for pattern 967,4754.50,3,1
2309,Rule_2309,Fraud detection rule for pattern 444,4004.14,5,1
2310,Rule_2310,Fraud detection rule for pattern 304,283.24,2,1
2311,Rule_2311,Fraud detection rule for pattern 511,1430.93,2,1
2312,Rule_2312,Fraud detection rule for pattern 672,4475.86,4,1
2313,Rule_2313,Fraud detection rule for pattern 105,3304.28,2,1
2314,Rule_2314,Fraud detection rule for pattern 837,7428.43,1,0
2315,Rule_2315,Fraud detection rule for pattern 22,1573.27,2,1
2316,Rule_2316,Fraud detection rule for pattern 613,1667.27,5,1
2317,Rule_2317,Fraud detection rule for pattern 918,1412.98,3,0
2318,Rule_2318,Fraud detection rule for pattern 454,2710.15,3,1
2319,Rule_2319,Fraud detection rule for pattern 972,2384.26,3,1
2320,Rule_2320,Fraud detection rule for pattern 934,9869.68,4,1
2321,Rule_2321,Fraud detection rule for pattern 519,8062.01,4,1
2322,Rule_2322,Fraud detection rule for pattern 370,3810.96,5,1
2323,Rule_2323,Fraud detection rule for pattern 42,2714.82,2,1
2324,Rule_2324,Fraud detection rule for pattern 564,2371.11,3,1
2325,Rule_2325,Fraud detection rule for pattern 231,7266.85,2,1
2326,Rule_2326,Fraud detection rule for pattern 75,5492.58,2,1
2327,Rule_2327,Fraud detection rule for pattern 748,5874.08,5,1
2328,Rule_2328,Fraud detection rule for pattern 887,2373.52,4,1
2329,Rule_2329,Fraud detection rule for pattern 116,1345.09,3,1
2330,Rule_2330,Fraud detection rule for pattern 708,5892.29,2,1
2331,Rule_2331,Fraud detection rule for pattern 824,2992.10,1,1
2332,Rule_2332,Fraud detection rule for pattern 418,6053.82,5,1
2333,Rule_2333,Fraud detection rule for pattern 829,8815.68,2,1
2334,Rule_2334,Fraud detection rule for pattern 781,2164.20,3,1
2335,Rule_2335,Fraud detection rule for pattern 910,1617.59,4,1
2336,Rule_2336,Fraud detection rule for pattern 572,102.94,3,1
2337,Rule_2337,Fraud detection rule for pattern 837,2154.20,2,0
2338,Rule_2338,Fraud detection rule for pattern 982,2199.64,1,1
2339,Rule_2339,Fraud detection rule for pattern 556,9210.12,3,1
2340,Rule_2340,Fraud detection rule for pattern 205,7012.85,3,1
2341,Rule_2341,Fraud detection rule for pattern 903,8962.98,3,1
2342,Rule_2342,Fraud detection rule for pattern 527,7273.69,5,0
2343,Rule_2343,Fraud detection rule for pattern 931,5316.55,3,1
2344,Rule_2344,Fraud detection rule for pattern 838,7913.36,3,1
2345,Rule_2345,Fraud detection rule for pattern 878,485.20,2,0
2346,Rule_2346,Fraud detection rule for pattern 408,6881.48,2,1
2347,Rule_2347,Fraud detection rule for pattern 590,8131.58,1,1
2348,Rule_2348,Fraud detection rule for pattern 96,4694.16,4,1
2349,Rule_2349,Fraud detection rule for pattern 412,9203.91,1,1
2350,Rule_2350,Fraud detection rule for pattern 778,8484.21,4,1
2351,Rule_2351,Fraud detection rule for pattern 556,3454.26,3,1
2352,Rule_2352,Fraud detection rule for pattern 969,782.62,2,1
2353,Rule_2353,Fraud detection rule for pattern 524,7180.98,1,1
2354,Rule_2354,Fraud detection rule for pattern 128,8763.83,2,1
2355,Rule_2355,Fraud detection rule for pattern 607,8121.86,5,1
2356,Rule_2356,Fraud detection rule for pattern 68,6376.17,2,0
2357,Rule_2357,Fraud detection rule for pattern 150,8131.28,2,1
2358,Rule_2358,Fraud detection rule for pattern 896,4148.71,5,1
2359,Rule_2359,Fraud detection rule for pattern 515,1717.47,1,1
2360,Rule_2360,Fraud detection rule for pattern 168,9358.63,3,1
2361,Rule_2361,Fraud detection rule for pattern 217,7722.49,2,0
2362,Rule_2362,Fraud detection rule for pattern 852,848.96,5,1
2363,Rule_2363,Fraud detection rule for pattern 223,8086.28,3,1
2364,Rule_2364,Fraud detection rule for pattern 540,8087.74,4,1
2365,Rule_2365,Fraud detection rule for pattern 842,8536.12,4,1
2366,Rule_2366,Fraud detection rule for pattern 551,9477.01,2,1
2367,Rule_2367,Fraud detection rule for pattern 846,5843.93,4,0
2368,Rule_2368,Fraud detection rule for pattern 223,6487.93,5,1
2369,Rule_2369,Fraud detection rule for pattern 821,7095.78,2,1
2370,Rule_2370,Fraud detection rule for pattern 862,6186.12,4,1
2371,Rule_2371,Fraud detection rule for pattern 297,7379.33,2,0
2372,Rule_2372,Fraud detection rule for pattern 51,3063.79,1,1
2373,Rule_2373,Fraud detection rule for pattern 665,9581.96,2,1
2374,Rule_2374,Fraud detection rule for pattern 140,6673.70,3,1
2375,Rule_2375,Fraud detection rule for pattern 151,1656.54,2,1
2376,Rule_2376,Fraud detection rule for pattern 631,5503.94,4,1
2377,Rule_2377,Fraud detection rule for pattern 708,6491.29,2,1
2378,Rule_2378,Fraud detection rule for pattern 502,3196.34,1,1
2379,Rule_2379,Fraud detection rule for pattern 342,3419.96,2,1
2380,Rule_2380,Fraud detection rule for pattern 490,1780.56,5,0
2381,Rule_2381,Fraud detection rule for pattern 356,7382.78,4,1
2382,Rule_2382,Fraud detection rule for pattern 802,9840.08,3,1
2383,Rule_2383,Fraud detection rule for pattern 560,3526.65,2,1
2384,Rule_2384,Fraud detection rule for pattern 267,8972.10,3,1
2385,Rule_2385,Fraud detection rule for pattern 214,8667.77,3,1
2386,Rule_2386,Fraud detection rule for pattern 620,2893.45,3,1
