alert_id,transaction_id,rule_id,risk_score,severity,created_at,resolved,analyst_id
2348,4884,2214,26,MEDIUM,2025-07-16 02:37:02.833,1,3795
2349,7144,2148,90,HIGH,2025-05-04 12:26:02.843,1,NULL
2350,6331,3272,2,CRITICAL,2024-06-07 12:15:02.850,0,NULL
2351,4625,524,14,LOW,2025-11-28 02:42:02.860,0,NULL
2352,7711,3089,10,CRITICAL,2024-08-03 13:00:02.867,0,NULL
2353,9890,2430,66,HIGH,2024-03-26 07:09:02.877,1,NULL
2354,6169,6570,72,MEDIUM,2024-09-23 08:42:02.883,0,NULL
2355,7354,6462,81,HIGH,2024-05-23 08:06:02.893,0,NULL
2356,1470,8790,36,HIGH,2024-09-12 16:25:02.900,0,NULL
2357,8925,1343,46,CRITICAL,2024-07-09 14:03:02.910,1,NULL
2358,6336,1297,7,MEDIUM,2025-02-26 17:37:02.920,0,1067
2359,2038,5572,23,HIGH,2024-03-15 12:56:02.927,0,NULL
2360,6738,7170,42,LOW,2025-12-16 08:23:02.933,1,NULL
2361,4023,260,36,LOW,2024-10-14 08:00:02.940,0,NULL
2362,2382,8496,35,CRITICAL,2025-12-29 09:09:02.947,0,NULL
2363,6153,2841,54,CRITICAL,2025-02-13 16:25:02.953,0,NULL
2364,5448,6404,41,LOW,2025-09-10 07:30:02.960,0,NULL
2365,8786,3786,90,MEDIUM,2025-07-29 13:56:02.970,0,NULL
2366,1116,6875,63,MEDIUM,2024-06-05 21:52:02.977,0,9524
2367,7129,5002,90,LOW,2025-09-04 17:42:02.990,0,9011
2368,6910,6024,54,HIGH,2025-07-07 02:04:02.997,0,NULL
2369,1719,7397,24,CRITICAL,2025-06-06 06:04:03.010,0,6314
2370,5614,6268,60,HIGH,2025-09-27 20:10:03.020,1,2830
2371,2891,5082,6,CRITICAL,2024-10-10 23:00:03.027,0,NULL
2372,84,122,82,CRITICAL,2025-04-03 13:16:03.033,0,NULL
2373,8376,7896,6,CRITICAL,2025-09-01 19:10:03.040,1,NULL
2374,9834,810,94,LOW,2025-06-19 18:18:03.047,0,NULL
2375,8133,5530,13,MEDIUM,2024-07-28 01:56:03.053,0,NULL
2376,1431,1359,54,MEDIUM,2024-06-10 14:21:03.063,0,8988
2377,9468,4052,18,LOW,2026-01-30 03:32:03.070,1,NULL
2378,5886,229,88,LOW,2024-12-08 22:49:03.080,1,6282
2379,264,5708,40,MEDIUM,2025-01-02 09:59:03.087,0,NULL
2380,1702,7748,46,MEDIUM,2024-07-19 16:36:03.093,1,NULL
2381,4876,570,60,LOW,2025-06-19 06:47:03.100,0,NULL
2382,922,5604,28,MEDIUM,2024-03-14 18:08:03.110,0,2289
2383,3529,361,79,LOW,2025-03-14 09:58:03.117,0,NULL
2384,8665,3658,63,CRITICAL,2026-01-27 18:06:03.123,0,NULL
2385,5763,1672,41,CRITICAL,2024-12-10 21:23:03.130,0,NULL
2386,5315,5935,82,CRITICAL,2024-03-13 15:23:03.137,0,NULL
2387,8805,1813,46,HIGH,2024-07-26 12:21:03.143,0,NULL
2388,525,7774,50,HIGH,2025-04-26 07:19:03.150,0,NULL
2389,6888,2060,89,LOW,2025-11-09 21:57:03.160,0,NULL
2390,4365,1925,26,MEDIUM,2025-02-04 09:15:03.167,0,NULL
2391,2134,6102,21,LOW,2025-09-13 21:02:03.173,0,NULL
2392,6612,191,78,LOW,2024-11-24 02:27:03.180,0,NULL
2393,2317,5633,72,LOW,2025-08-09 12:39:03.187,0,NULL
2394,2191,771,1,MEDIUM,2024-11-22 03:34:03.193,0,NULL
2395,2545,4824,88,CRITICAL,2025-05-10 15:30:03.200,0,NULL
2396,1036,3353,79,CRITICAL,2025-11-12 00:49:03.207,0,NULL
2397,2241,6561,31,MEDIUM,2024-12-06 15:03:03.213,0,NULL
2398,5216,7249,62,MEDIUM,2025-03-01 06:42:03.220,1,NULL
2399,258,4555,35,LOW,2024-02-17 12:38:03.230,1,207
2400,9986,475,54,CRITICAL,2025-07-18 09:31:03.240,0,NULL
2401,6355,4795,26,CRITICAL,2024-03-15 06:44:03.253,0,9840
2402,1014,1716,26,HIGH,2025-10-31 02:01:03.260,0,NULL
2403,7199,1197,0,CRITICAL,2024-03-20 14:57:03.270,0,NULL
2404,3941,3900,92,HIGH,2024-04-19 15:53:03.280,0,NULL
2405,1362,4287,53,LOW,2025-04-09 03:16:03.287,0,NULL
2406,9801,7873,88,CRITICAL,2025-05-10 12:47:03.300,0,2411
2407,5586,1243,93,LOW,2024-05-21 21:17:03.310,0,153
2408,9759,1586,47,CRITICAL,2024-02-16 15:38:03.320,1,NULL
2409,1148,6953,23,MEDIUM,2025-11-22 16:36:03.327,0,NULL
2410,692,6895,9,MEDIUM,2024-05-12 04:47:03.333,0,NULL
2411,7437,5078,15,HIGH,2025-03-23 10:16:03.340,0,NULL
2412,5502,2623,80,MEDIUM,2025-11-11 16:24:03.350,0,NULL
2413,7183,5865,44,HIGH,2025-08-13 01:57:03.360,1,NULL
2414,262,6079,91,CRITICAL,2026-01-15 08:39:03.367,0,NULL
2415,8654,1383,57,CRITICAL,2025-05-09 10:30:03.377,1,NULL
2416,8523,307,51,MEDIUM,2025-10-29 06:01:03.383,0,NULL
2417,7069,7882,57,MEDIUM,2024-05-31 18:12:03.393,0,NULL
2418,4794,3292,55,CRITICAL,2024-11-17 11:08:03.400,1,NULL
2419,3127,49,14,LOW,2024-04-13 02:57:03.410,0,NULL
2420,7708,1552,10,LOW,2024-05-19 06:48:03.420,0,NULL
2421,2887,8282,0,MEDIUM,2025-06-20 15:23:03.427,0,NULL
2422,4113,1950,88,MEDIUM,2024-03-13 02:50:03.437,1,NULL
2423,1394,2995,52,HIGH,2024-07-14 02:05:03.443,0,NULL
2424,5237,2616,47,LOW,2025-12-26 00:55:03.450,0,NULL
2425,4318,6117,61,CRITICAL,2024-11-20 01:03:03.460,0,NULL
2426,4202,2937,42,LOW,2025-11-21 08:29:03.467,0,NULL
2427,2647,4136,99,HIGH,2024-12-15 16:57:03.473,1,NULL
2428,730,645,81,LOW,2025-10-24 05:57:03.480,0,NULL
2429,1322,6423,86,LOW,2024-02-29 06:41:03.490,1,NULL
2430,445,7866,4,HIGH,2024-08-16 17:34:03.497,0,NULL
2431,3897,1385,23,CRITICAL,2024-07-30 00:28:03.503,0,NULL
2432,1740,72,86,CRITICAL,2025-03-30 16:12:03.513,0,NULL
2433,948,7558,14,HIGH,2024-08-20 00:17:03.523,1,4820
2434,5574,2759,41,MEDIUM,2025-02-07 18:38:03.537,1,7867
2435,8356,5183,84,CRITICAL,2025-07-28 01:02:03.543,0,NULL
2436,7529,6169,55,HIGH,2024-07-16 14:45:03.553,0,NULL
2437,2128,346,95,CRITICAL,2024-02-26 00:36:03.560,1,NULL
2438,2009,1000,92,LOW,2025-03-22 19:30:03.567,0,NULL
2439,9663,5756,4,CRITICAL,2025-12-28 13:56:03.573,0,NULL
2440,8869,6697,56,CRITICAL,2024-02-28 03:43:03.583,0,NULL
2441,9479,2046,36,HIGH,2024-06-16 12:17:03.590,0,NULL
2442,9381,4859,12,HIGH,2025-12-14 03:56:03.600,1,NULL
2443,9353,4179,40,HIGH,2024-08-29 09:18:03.607,1,NULL
2444,1377,941,98,CRITICAL,2025-10-09 18:23:03.613,0,NULL
2445,3419,2325,44,HIGH,2025-04-18 02:01:03.620,1,NULL
2446,2998,4373,63,CRITICAL,2025-02-02 20:24:03.630,0,NULL
2447,8015,8059,23,MEDIUM,2024-10-29 04:43:03.637,0,NULL
2448,2286,8349,15,CRITICAL,2024-04-11 09:54:03.643,0,NULL
2449,9443,7553,23,MEDIUM,2024-03-12 13:31:03.653,0,NULL
2450,6408,2068,92,MEDIUM,2025-09-04 18:46:03.660,0,NULL
2451,9993,1096,100,LOW,2025-07-24 05:32:03.670,0,NULL
2452,645,6035,16,MEDIUM,2025-05-19 01:43:03.680,0,1250
2453,3985,4298,20,MEDIUM,2025-02-28 04:23:03.690,1,NULL
2454,4851,3095,12,MEDIUM,2025-10-30 11:04:03.697,1,NULL
2455,9603,1563,31,LOW,2024-02-28 03:09:03.707,1,NULL
2456,7631,8880,88,HIGH,2025-09-22 10:27:03.713,0,NULL
2457,9197,6865,17,LOW,2024-04-01 09:31:03.720,1,NULL
2458,5202,6251,60,HIGH,2025-06-09 02:27:03.730,0,NULL
2459,6571,2791,37,HIGH,2024-11-11 15:38:03.740,1,NULL
2460,2473,4402,87,CRITICAL,2024-09-22 20:21:03.747,0,NULL
2461,1883,7024,1,HIGH,2025-03-18 03:48:03.753,0,NULL
2462,7258,2954,30,HIGH,2025-01-21 00:39:03.760,0,NULL
2463,2929,679,97,MEDIUM,2025-11-08 08:13:03.770,1,NULL
2464,2885,3105,23,MEDIUM,2024-04-22 02:49:03.780,0,NULL
2465,3710,6264,89,CRITICAL,2024-12-07 08:33:03.787,1,NULL
2466,4450,1202,15,CRITICAL,2025-05-30 05:05:03.793,0,NULL
2467,5777,1994,4,CRITICAL,2024-05-25 08:34:03.803,1,NULL
2468,2627,7420,99,CRITICAL,2025-02-16 07:56:03.810,0,NULL
2469,5352,8716,11,LOW,2025-12-15 19:55:03.820,0,NULL
2470,6879,908,32,MEDIUM,2024-10-20 19:41:03.827,0,NULL
2471,2072,828,67,HIGH,2024-10-24 04:29:03.833,0,NULL
2472,2856,2991,98,LOW,2024-09-09 23:41:03.840,0,NULL
2473,2702,3312,10,CRITICAL,2025-08-03 14:16:03.850,1,NULL
2474,4114,5176,98,LOW,2025-10-29 11:02:03.860,0,6669
2475,2483,1459,23,CRITICAL,2025-10-25 12:36:03.870,1,NULL
2476,7710,1336,39,LOW,2025-03-17 08:23:03.880,1,3765
2477,2652,6469,93,HIGH,2024-08-22 09:52:03.893,0,7754
2478,6804,8132,82,CRITICAL,2025-03-11 22:28:03.900,1,NULL
2479,9904,593,64,HIGH,2024-05-17 03:55:03.910,0,NULL
2480,5390,1996,36,LOW,2024-10-22 08:15:03.917,0,NULL
2481,2640,8459,64,MEDIUM,2025-07-15 02:25:03.927,0,NULL
2482,4461,6732,81,LOW,2025-05-25 21:16:03.933,1,NULL
2483,8516,8876,77,HIGH,2024-07-03 17:01:03.940,1,NULL
2484,4517,7967,15,MEDIUM,2025-10-20 04:15:03.950,0,1810
2485,7305,5017,47,CRITICAL,2025-08-02 13:03:03.960,1,NULL
2486,3363,8347,97,CRITICAL,2024-08-12 16:48:03.967,0,NULL
2487,2340,7977,17,CRITICAL,2024-10-16 13:57:03.973,0,NULL
2488,197,4577,89,LOW,2025-11-21 05:18:03.987,1,5663
2489,632,2915,52,LOW,2024-07-22 03:18:04.003,0,6160
2490,1504,8041,12,CRITICAL,2025-03-07 13:55:04.020,0,2587
2491,7522,8531,56,MEDIUM,2024-08-08 00:10:04.027,0,NULL
2492,7560,3241,17,MEDIUM,2025-10-16 03:47:04.037,0,NULL
2493,8181,2746,54,CRITICAL,2025-03-30 07:46:04.050,0,6333
2494,3376,1311,18,MEDIUM,2024-09-24 17:39:04.063,1,8771
2495,3380,3107,28,LOW,2025-09-28 04:31:04.073,0,NULL
2496,785,6933,54,MEDIUM,2025-08-22 16:29:04.083,0,NULL
2497,1948,8181,42,MEDIUM,2024-10-01 04:10:04.090,0,NULL
2498,6324,87,84,HIGH,2025-04-16 11:42:04.100,0,NULL
2499,1167,6072,22,CRITICAL,2024-11-27 14:19:04.113,0,3822
2500,7816,1787,89,HIGH,2024-09-11 17:27:04.123,1,NULL
2501,9042,7629,31,HIGH,2024-08-15 19:53:04.130,1,NULL
2502,5905,7337,46,HIGH,2024-11-13 06:21:04.140,0,NULL
2503,4967,3063,59,LOW,2024-11-08 10:40:04.147,1,NULL
2504,3029,619,11,MEDIUM,2025-05-09 01:36:04.153,0,NULL
2505,2620,6144,79,MEDIUM,2024-03-27 13:33:04.160,0,NULL
2506,1619,6219,17,MEDIUM,2024-09-21 07:09:04.170,0,NULL
2507,5562,3467,60,CRITICAL,2024-12-07 21:35:04.177,1,NULL
2508,5214,2918,92,CRITICAL,2024-12-27 17:03:04.183,0,NULL
2509,5584,2283,68,HIGH,2025-01-22 14:19:04.190,0,NULL
2510,6784,3219,53,HIGH,2025-01-12 05:18:04.197,0,NULL
2511,4639,7282,67,MEDIUM,2024-05-20 12:56:04.203,0,NULL
2512,8309,1846,19,LOW,2024-12-25 22:28:04.210,1,NULL
2513,8684,6228,26,MEDIUM,2024-08-25 05:12:04.220,0,5977
2514,9589,2071,100,MEDIUM,2025-02-21 18:53:04.230,0,NULL
2515,4807,5333,15,MEDIUM,2025-06-21 00:15:04.237,1,NULL
2516,725,6974,80,LOW,2024-11-18 06:07:04.247,1,NULL
2517,7299,7309,43,LOW,2025-06-24 16:00:04.257,0,3075
2518,1378,1049,79,LOW,2024-12-29 02:21:04.263,0,NULL
2519,7550,6591,88,MEDIUM,2026-01-30 21:22:04.270,0,NULL
2520,1184,8388,96,MEDIUM,2024-03-28 20:19:04.277,0,NULL
2521,9973,7231,40,MEDIUM,2025-04-02 03:24:04.283,1,NULL
2522,771,1873,41,HIGH,2025-01-26 07:50:04.290,0,NULL
2523,1441,6349,50,MEDIUM,2026-01-26 19:12:04.297,1,NULL
2524,7287,3427,55,LOW,2024-06-26 22:35:04.303,0,2554
2525,8092,3861,33,CRITICAL,2024-11-02 22:04:04.310,0,NULL
2526,1895,2802,71,HIGH,2024-12-20 19:22:04.317,0,NULL
2527,5457,3056,58,CRITICAL,2024-06-27 17:26:04.323,0,NULL
2528,9580,8580,30,LOW,2025-01-05 09:34:04.330,0,NULL
2529,2617,1860,36,HIGH,2025-12-26 15:16:04.337,0,NULL
2530,1011,6657,2,CRITICAL,2025-10-17 07:41:04.343,0,NULL
2531,1329,3783,40,HIGH,2024-10-25 16:36:04.350,1,NULL
2532,2320,3326,46,CRITICAL,2024-12-15 01:34:04.360,0,NULL
2533,813,3663,51,HIGH,2024-04-10 18:08:04.367,0,NULL
2534,9554,3875,29,LOW,2024-09-18 00:54:04.377,0,4152
2535,9390,6497,12,LOW,2025-08-13 10:45:04.383,0,NULL
2536,2662,7131,69,HIGH,2025-06-03 16:36:04.390,0,NULL
2537,7671,369,96,CRITICAL,2025-10-14 14:38:04.400,0,NULL
2538,8006,3948,67,HIGH,2025-03-08 00:40:04.407,1,NULL
2539,341,5547,3,MEDIUM,2025-09-30 07:03:04.413,0,NULL
2540,6917,5523,27,CRITICAL,2024-10-03 01:52:04.423,0,7486
2541,8101,3136,32,LOW,2025-10-29 05:18:04.430,0,NULL
2542,960,7249,60,MEDIUM,2025-07-31 23:04:04.437,0,NULL
2543,5676,7507,88,CRITICAL,2025-03-20 21:01:04.443,0,NULL
2544,1174,3216,9,CRITICAL,2024-02-29 10:43:04.450,0,NULL
2545,5873,8067,62,CRITICAL,2024-10-20 16:37:04.457,0,NULL
2546,5427,7547,36,CRITICAL,2025-07-24 04:58:04.463,0,NULL
2547,941,3371,48,CRITICAL,2025-11-06 05:05:04.470,0,2149
2548,7946,92,99,MEDIUM,2024-07-18 05:49:04.483,0,1081
2549,7499,4246,72,MEDIUM,2024-06-10 13:15:04.493,0,7123
2550,2302,216,69,HIGH,2024-06-07 10:42:04.503,0,NULL
2551,8338,4431,28,HIGH,2024-12-12 06:04:04.513,0,NULL
2552,4973,4542,84,LOW,2024-11-27 05:23:04.520,0,NULL
2553,9690,5232,37,MEDIUM,2024-09-17 06:19:04.530,0,NULL
2554,3060,1546,36,MEDIUM,2025-12-24 00:35:04.537,0,NULL
2555,8374,6563,79,HIGH,2025-11-28 04:02:04.547,0,NULL
2556,2111,6691,99,HIGH,2024-07-04 07:34:04.553,0,NULL
2557,432,8438,48,MEDIUM,2025-05-29 16:53:04.560,0,NULL
2558,4728,72,69,HIGH,2025-06-22 17:24:04.570,1,NULL
2559,8660,1581,29,HIGH,2025-12-04 04:00:04.577,1,NULL
2560,9869,5316,7,MEDIUM,2025-08-25 09:28:04.597,1,9293
2561,5824,5452,63,LOW,2024-12-20 19:59:04.603,1,NULL
2562,952,4100,76,HIGH,2024-06-30 04:03:04.613,0,NULL
2563,6731,3088,61,MEDIUM,2024-11-22 13:14:04.620,0,NULL
2564,3042,6843,3,LOW,2024-07-30 05:08:04.633,0,4056
2565,6575,1473,64,LOW,2024-11-10 00:08:04.640,1,NULL
2566,9971,6092,20,MEDIUM,2024-12-08 22:07:04.650,1,NULL
2567,8181,1495,59,LOW,2025-10-08 01:23:04.657,0,NULL
2568,6417,8186,69,LOW,2025-01-09 23:37:04.663,1,NULL
2569,1956,97,91,CRITICAL,2024-07-20 02:24:04.673,1,1907
2570,3619,464,20,MEDIUM,2025-07-09 06:56:04.683,1,NULL
2571,536,8376,69,LOW,2024-02-16 08:19:04.690,0,NULL
2572,6703,106,70,LOW,2024-10-19 09:15:04.703,1,4782
2573,1298,3777,5,CRITICAL,2024-04-03 17:57:04.713,0,9854
2574,624,5801,6,MEDIUM,2025-12-08 15:24:04.727,0,4393
2575,4432,264,5,CRITICAL,2026-02-07 17:04:04.733,0,NULL
2576,7695,4436,49,LOW,2024-09-13 21:33:04.740,1,NULL
2577,7819,1477,83,CRITICAL,2026-01-03 02:32:04.753,0,3309
2578,1418,2527,81,MEDIUM,2024-05-20 09:29:04.763,0,NULL
2579,7577,3327,31,HIGH,2025-12-09 17:39:04.770,0,NULL
2580,5100,7687,63,MEDIUM,2024-10-10 23:44:04.780,1,NULL
2581,392,7538,29,MEDIUM,2025-05-27 11:13:04.790,1,NULL
2582,5287,7876,30,MEDIUM,2026-01-20 18:37:04.797,0,NULL
2583,7630,4713,51,MEDIUM,2024-12-25 17:58:04.803,0,NULL
2584,3722,5813,23,MEDIUM,2025-02-01 10:09:04.810,0,NULL
2585,8847,7517,91,HIGH,2024-05-14 22:12:04.820,0,NULL
2586,3358,283,60,HIGH,2024-05-18 14:58:04.827,0,NULL
2587,3224,7530,49,HIGH,2025-04-29 00:49:04.837,0,NULL
2588,3808,4679,60,CRITICAL,2024-10-06 09:06:04.843,0,NULL
2589,15,7698,90,HIGH,2025-08-09 13:20:04.850,0,NULL
2590,9157,6231,36,CRITICAL,2024-09-02 11:49:04.860,0,NULL
2591,7844,6674,47,CRITICAL,2025-08-11 04:27:04.867,1,NULL
2592,5855,3451,89,LOW,2025-01-10 18:28:04.873,0,NULL
2593,7710,7332,16,MEDIUM,2025-02-09 20:40:04.880,0,NULL
2594,6140,6417,85,MEDIUM,2026-01-11 12:12:04.890,0,NULL
2595,1734,5869,38,HIGH,2024-10-30 00:09:04.897,0,NULL
2596,4410,2257,99,LOW,2024-11-14 18:06:04.903,1,NULL
2597,712,505,18,LOW,2024-08-30 18:37:04.910,0,NULL
2598,3009,3928,0,CRITICAL,2025-12-07 20:58:04.920,0,NULL
2599,1912,8901,54,HIGH,2025-07-24 21:18:04.930,0,1419
2600,3911,6894,31,CRITICAL,2025-04-26 00:54:04.940,0,NULL
2601,3764,5311,82,LOW,2024-05-10 22:17:04.950,0,NULL
2602,739,3642,87,MEDIUM,2025-02-10 16:21:04.957,1,NULL
2603,4831,8577,95,MEDIUM,2024-02-20 12:18:04.970,1,8155
2604,2617,1505,86,LOW,2026-01-08 19:53:04.977,0,NULL
2605,6251,2884,7,HIGH,2024-02-19 17:56:04.987,0,NULL
2606,7027,6602,17,CRITICAL,2024-12-26 23:15:04.993,0,NULL
2607,2987,5106,8,CRITICAL,2025-07-01 14:13:05.003,0,NULL
2608,2894,1119,31,HIGH,2024-03-08 12:10:05.010,0,NULL
2609,8194,8305,45,CRITICAL,2025-07-22 10:02:05.020,0,NULL
2610,9858,3900,48,LOW,2024-06-15 04:21:05.027,1,NULL
2611,8243,3338,68,HIGH,2024-10-31 21:00:05.040,1,5486
2612,5760,6163,74,HIGH,2025-05-24 18:10:05.047,0,NULL
2613,7247,2476,86,CRITICAL,2025-05-21 23:57:05.057,0,NULL
2614,2047,2786,47,LOW,2026-01-28 10:11:05.063,1,NULL
2615,8846,2762,76,CRITICAL,2024-09-21 22:19:05.070,0,NULL
2616,5876,3821,8,CRITICAL,2025-09-16 15:06:05.080,0,NULL
2617,6549,7265,98,MEDIUM,2025-03-28 17:22:05.087,1,NULL
2618,5252,5011,88,LOW,2024-05-20 12:49:05.093,0,NULL
2619,9667,2291,83,CRITICAL,2024-07-11 06:58:05.100,0,NULL
2620,2955,5515,56,LOW,2024-05-05 09:15:05.110,0,NULL
2621,2406,5449,78,MEDIUM,2026-01-11 14:26:05.117,1,NULL
2622,1844,750,63,MEDIUM,2024-06-09 02:28:05.127,0,NULL
2623,7444,6440,4,CRITICAL,2024-11-22 08:51:05.137,0,1873
2624,606,1520,18,LOW,2025-08-24 12:59:05.143,1,NULL
2625,3821,5310,82,MEDIUM,2025-06-20 19:46:05.153,0,NULL
2626,4697,8885,75,CRITICAL,2024-07-26 12:55:05.160,0,NULL
2627,8901,6576,34,HIGH,2025-08-15 19:08:05.170,1,NULL
2628,2105,783,58,CRITICAL,2024-08-28 03:08:05.177,0,NULL
2629,523,1134,96,LOW,2024-05-05 15:55:05.190,1,NULL
2630,8985,3138,52,LOW,2025-05-18 13:40:05.210,1,4332
2631,8134,2575,79,MEDIUM,2024-09-12 22:06:05.220,0,NULL
2632,7953,7195,15,CRITICAL,2024-11-10 16:12:05.230,1,NULL
2633,3661,7319,47,LOW,2024-11-06 09:59:05.240,0,NULL
2634,6423,1363,5,LOW,2025-03-01 21:17:05.250,0,NULL
2635,3930,6565,54,HIGH,2024-03-07 10:11:05.260,0,NULL
2636,8991,6193,25,CRITICAL,2024-03-29 14:35:05.270,0,NULL
2637,6651,7482,74,MEDIUM,2024-07-31 18:43:05.277,0,NULL
2638,7045,1670,67,HIGH,2025-06-10 12:53:05.287,1,NULL
2639,9904,8951,51,CRITICAL,2024-04-12 14:35:05.293,0,NULL
2640,8628,3543,44,CRITICAL,2025-09-07 03:50:05.303,0,NULL
2641,781,1439,53,MEDIUM,2025-03-11 07:33:05.310,0,NULL
2642,8557,5271,57,CRITICAL,2025-01-27 02:53:05.320,0,NULL
2643,6134,5201,62,LOW,2024-06-13 16:13:05.330,0,3587
2644,8466,644,67,CRITICAL,2025-01-14 19:22:05.337,0,NULL
2645,6793,6920,36,LOW,2024-05-16 04:41:05.343,1,NULL
2646,3102,2678,92,CRITICAL,2024-07-23 07:00:05.350,0,NULL
2647,6899,5646,77,MEDIUM,2024-12-04 15:33:05.360,0,68
2648,7970,764,94,MEDIUM,2024-11-06 07:36:05.370,0,NULL
2649,4874,4934,31,HIGH,2024-07-02 14:50:05.380,0,NULL
2650,6128,1413,81,LOW,2024-08-31 08:21:05.390,0,2505
2651,1429,2812,77,HIGH,2024-09-11 04:04:05.397,1,NULL
2652,5229,5452,93,CRITICAL,2024-08-02 10:32:05.403,0,NULL
2653,5212,2521,85,MEDIUM,2026-01-16 14:11:05.410,1,NULL
2654,4259,1432,7,MEDIUM,2025-03-04 13:49:05.420,1,NULL
2655,6989,3942,30,HIGH,2025-06-17 07:49:05.430,1,4410
2656,4179,3830,12,MEDIUM,2024-06-19 12:31:05.437,0,NULL
2657,3571,985,63,CRITICAL,2024-08-08 18:01:05.443,1,NULL
2658,5765,2213,87,CRITICAL,2025-02-22 14:43:05.453,1,7696
2659,9299,5061,43,LOW,2024-11-03 13:57:05.460,0,NULL
2660,4976,1759,71,CRITICAL,2025-03-01 09:17:05.470,0,NULL
2661,6530,7666,28,MEDIUM,2024-06-02 09:45:05.477,0,5909
2662,4059,4081,87,HIGH,2024-08-06 18:48:05.483,0,NULL
2663,8735,5697,25,LOW,2025-04-20 23:50:05.490,0,NULL
2664,7834,991,23,MEDIUM,2025-07-31 23:42:05.500,0,9618
2665,8369,8860,77,MEDIUM,2024-08-01 15:24:05.507,0,NULL
2666,9154,1536,65,CRITICAL,2024-04-24 06:22:05.513,0,NULL
2667,717,3184,65,MEDIUM,2025-01-21 17:56:05.520,1,NULL
2668,656,5567,79,CRITICAL,2024-02-10 13:10:05.527,0,NULL
2669,7479,2646,31,HIGH,2025-08-05 04:30:05.533,0,NULL
2670,7095,8986,89,MEDIUM,2024-10-19 05:59:05.540,1,NULL
2671,7658,8275,98,CRITICAL,2025-07-11 05:24:05.547,0,NULL
2672,178,7683,26,LOW,2025-01-18 00:53:05.553,0,NULL
2673,8971,1009,87,LOW,2025-06-18 09:24:05.560,0,NULL
2674,7586,2528,7,CRITICAL,2024-05-27 10:32:05.570,1,NULL
2675,9874,1749,91,LOW,2025-06-27 04:54:05.577,0,NULL
2676,6742,4976,92,CRITICAL,2025-08-29 03:55:05.583,1,NULL
2677,2459,5004,25,CRITICAL,2024-02-21 19:12:05.590,1,NULL
2678,2666,188,65,CRITICAL,2025-10-16 02:48:05.600,0,5659
2679,1956,6500,52,LOW,2024-08-03 20:47:05.607,1,NULL
2680,5711,8571,78,LOW,2024-04-24 19:06:05.613,1,NULL
2681,3156,8451,10,MEDIUM,2025-11-15 18:21:05.620,0,NULL
2682,8601,1220,71,LOW,2025-10-24 21:29:05.627,0,NULL
2683,6594,8559,9,LOW,2025-05-28 07:32:05.630,0,NULL
2684,4463,1434,45,MEDIUM,2025-03-20 09:42:05.640,0,NULL
2685,1798,1693,12,CRITICAL,2024-06-19 18:05:05.643,1,NULL
2686,3469,4120,54,LOW,2025-06-26 21:26:05.650,0,NULL
2687,7585,7240,78,MEDIUM,2025-02-13 20:22:05.660,1,942
2688,5145,5485,35,MEDIUM,2025-04-06 02:33:05.667,1,NULL
2689,6518,5678,31,HIGH,2026-02-08 17:26:05.673,1,NULL
2690,4363,8164,16,CRITICAL,2025-07-03 15:06:05.680,0,NULL
2691,3575,2197,12,CRITICAL,2025-11-17 10:48:05.687,0,NULL
2692,8106,2284,29,CRITICAL,2025-05-08 21:58:05.700,0,6711
2693,6505,5194,59,MEDIUM,2024-12-10 01:05:05.710,0,NULL
2694,7893,5843,57,MEDIUM,2024-09-13 19:40:05.720,0,6305
2695,7000,5996,56,MEDIUM,2025-02-22 17:40:05.733,0,NULL
2696,9135,3631,73,LOW,2024-04-02 21:21:05.750,0,7046
2697,5730,4294,51,MEDIUM,2024-12-28 14:05:05.760,1,6300
2698,7179,8922,33,CRITICAL,2024-11-25 15:55:05.770,0,NULL
2699,8392,3613,62,MEDIUM,2024-10-05 00:05:05.780,0,NULL
2700,3668,5337,95,CRITICAL,2024-07-18 11:07:05.790,0,NULL
2701,8509,1981,76,MEDIUM,2025-11-22 16:56:05.797,0,NULL
2702,3503,1236,31,LOW,2024-03-01 01:43:05.803,0,NULL
2703,7342,736,68,LOW,2025-04-20 08:12:05.817,1,3126
2704,9070,4423,6,LOW,2025-08-05 23:52:05.823,0,NULL
2705,9970,7141,32,LOW,2024-09-07 17:44:05.830,0,NULL
2706,7013,8139,26,CRITICAL,2025-12-24 14:59:05.840,0,NULL
2707,5033,2444,61,CRITICAL,2024-11-14 05:35:05.847,0,NULL
2708,2299,5034,59,LOW,2025-07-04 02:46:05.853,0,NULL
2709,8246,4652,38,HIGH,2024-12-04 07:53:05.863,1,9780
2710,6311,8867,10,MEDIUM,2024-10-13 13:45:05.873,1,NULL
2711,6609,8385,73,MEDIUM,2025-05-25 08:28:05.880,0,NULL
2712,5418,8453,45,HIGH,2024-08-15 10:32:05.890,0,NULL
2713,9429,5404,84,LOW,2025-09-29 09:10:05.897,0,NULL
2714,2407,126,54,LOW,2024-08-25 00:54:05.907,0,4535
2715,7806,8846,91,CRITICAL,2024-11-07 08:53:05.917,0,NULL
2716,18,880,88,HIGH,2024-10-28 09:08:05.923,0,NULL
2717,465,6605,72,CRITICAL,2026-02-05 16:40:05.930,1,NULL
2718,9036,4088,15,MEDIUM,2024-12-07 15:10:05.940,1,NULL
2719,4665,2848,18,CRITICAL,2024-09-04 15:19:05.950,1,NULL
