log_id,table_name,record_id,action,old_value,new_value,changed_by,changed_at
981,Fraud_Alerts,3486,DELETE,Old value sample 814,New value sample -715,440,2026-02-08 19:24:09.003
982,Login_History,17179,DELETE,Old value sample -514,New value sample 611,6907,2026-02-08 19:24:09.017
983,Accounts,20430,INSERT,Old value sample 877,New value sample -109,192,2026-02-08 19:24:09.027
984,Devices,3624,UPDATE,Old value sample 594,New value sample 894,4349,2026-02-08 19:24:09.033
985,Transactions,1625,INSERT,Old value sample 711,New value sample 797,37,2026-02-08 19:24:09.043
986,Transactions,9772,DELETE,Old value sample -569,New value sample 773,5262,2026-02-08 19:24:09.050
987,Users,4141,UPDATE,Old value sample -878,New value sample -571,7117,2026-02-08 19:24:09.060
988,Devices,1418,UPDATE,Old value sample -566,New value sample -530,3500,2026-02-08 19:24:09.063
989,Users,1406,UPDATE,Old value sample -977,New value sample 974,824,2026-02-08 19:24:09.070
990,Accounts,17583,INSERT,Old value sample 552,New value sample -315,6484,2026-02-08 19:24:09.080
991,Devices,3416,DELETE,Old value sample -466,New value sample 229,3397,2026-02-08 19:24:09.083
992,Users,7844,INSERT,Old value sample 151,New value sample -59,4290,2026-02-08 19:24:09.090
993,Devices,560,DELETE,Old value sample 879,New value sample 76,6687,2026-02-08 19:24:09.097
994,Accounts,18935,INSERT,Old value sample -990,New value sample -41,9118,2026-02-08 19:24:09.103
995,Users,3644,UPDATE,Old value sample -60,New value sample -54,24,2026-02-08 19:24:09.110
996,Transactions,9809,INSERT,Old value sample 480,New value sample -603,207,2026-02-08 19:24:09.120
997,Fraud_Alerts,7426,INSERT,Old value sample 279,New value sample -872,263,2026-02-08 19:24:09.127
998,Accounts,14534,UPDATE,Old value sample 671,New value sample 970,2168,2026-02-08 19:24:09.133
999,Devices,1056,DELETE,Old value sample 38,New value sample 755,2323,2026-02-08 19:24:09.140
1000,Accounts,4275,DELETE,Old value sample 361,New value sample -870,1307,2026-02-08 19:24:09.147
1001,Login_History,6314,DELETE,Old value sample -969,New value sample -229,9271,2026-02-08 19:24:09.157
1002,Merchants,3895,UPDATE,Old value sample 184,New value sample 943,4291,2026-02-08 19:24:09.160
1003,Transactions,7758,INSERT,Old value sample 471,New value sample 643,7326,2026-02-08 19:24:09.173
1004,Transactions,5758,DELETE,Old value sample -630,New value sample 712,6755,2026-02-08 19:24:09.183
1005,Transactions,1920,DELETE,Old value sample 621,New value sample 213,4409,2026-02-08 19:24:09.190
1006,Merchants,3836,UPDATE,Old value sample -328,New value sample 273,9442,2026-02-08 19:24:09.197
1007,Merchants,1649,INSERT,Old value sample 989,New value sample -839,5516,2026-02-08 19:24:09.207
1008,Devices,4252,INSERT,Old value sample 0,New value sample 563,9362,2026-02-08 19:24:09.210
1009,Transactions,879,UPDATE,Old value sample -953,New value sample -907,5,2026-02-08 19:24:09.223
1010,Fraud_Alerts,6193,DELETE,Old value sample 884,New value sample 750,7844,2026-02-08 19:24:09.230
1011,Accounts,21960,INSERT,Old value sample 185,New value sample -827,5416,2026-02-08 19:24:09.240
1012,Devices,3104,UPDATE,Old value sample 684,New value sample -855,1920,2026-02-08 19:24:09.247
1013,Fraud_Alerts,4535,DELETE,Old value sample -298,New value sample 319,1017,2026-02-08 19:24:09.253
1014,Merchants,1984,DELETE,Old value sample -706,New value sample -227,3486,2026-02-08 19:24:09.260
1015,Fraud_Alerts,5955,INSERT,Old value sample 932,New value sample 469,2069,2026-02-08 19:24:09.267
1016,Login_History,7825,INSERT,Old value sample 888,New value sample 319,4352,2026-02-08 19:24:09.280
1017,Devices,1644,DELETE,Old value sample 598,New value sample 349,2114,2026-02-08 19:24:09.287
1018,Accounts,15955,DELETE,Old value sample -124,New value sample 992,9466,2026-02-08 19:24:09.300
1019,Transactions,5673,UPDATE,Old value sample 680,New value sample -113,2529,2026-02-08 19:24:09.313
1020,Login_History,101,DELETE,Old value sample 337,New value sample -825,2137,2026-02-08 19:24:09.330
1021,Merchants,2473,DELETE,Old value sample 423,New value sample -699,4757,2026-02-08 19:24:09.337
1022,Merchants,1023,DELETE,Old value sample -197,New value sample -304,9607,2026-02-08 19:24:09.347
1023,Users,5269,DELETE,Old value sample -332,New value sample 978,5450,2026-02-08 19:24:09.360
1024,Devices,4932,UPDATE,Old value sample 963,New value sample -963,574,2026-02-08 19:24:09.367
1025,Accounts,18471,UPDATE,Old value sample -995,New value sample 592,4264,2026-02-08 19:24:09.380
1026,Devices,3093,UPDATE,Old value sample -60,New value sample -745,8740,2026-02-08 19:24:09.387
1027,Devices,2918,UPDATE,Old value sample -106,New value sample -390,1807,2026-02-08 19:24:09.393
1028,Transactions,3245,UPDATE,Old value sample 369,New value sample -932,5840,2026-02-08 19:24:09.400
1029,Devices,3779,INSERT,Old value sample -499,New value sample -279,8602,2026-02-08 19:24:09.413
1030,Transactions,935,DELETE,Old value sample -452,New value sample -802,5251,2026-02-08 19:24:09.427
1031,Transactions,2758,UPDATE,Old value sample -561,New value sample -581,9360,2026-02-08 19:24:09.437
1032,Accounts,19310,DELETE,Old value sample -561,New value sample -253,5108,2026-02-08 19:24:09.443
1033,Devices,4120,INSERT,Old value sample 884,New value sample -13,1386,2026-02-08 19:24:09.450
1034,Fraud_Alerts,6454,DELETE,Old value sample 907,New value sample 14,9509,2026-02-08 19:24:09.460
1035,Users,6363,INSERT,Old value sample -776,New value sample -756,2990,2026-02-08 19:24:09.470
1036,Merchants,1980,INSERT,Old value sample 299,New value sample 125,1798,2026-02-08 19:24:09.477
1037,Fraud_Alerts,6574,UPDATE,Old value sample 693,New value sample -396,6717,2026-02-08 19:24:09.483
1038,Transactions,2592,UPDATE,Old value sample 89,New value sample 43,5620,2026-02-08 19:24:09.493
1039,Login_History,6752,INSERT,Old value sample 684,New value sample -869,7881,2026-02-08 19:24:09.507
1040,Accounts,21457,UPDATE,Old value sample 775,New value sample -899,5634,2026-02-08 19:24:09.517
1041,Users,8090,INSERT,Old value sample 597,New value sample 650,1817,2026-02-08 19:24:09.530
1042,Users,4162,DELETE,Old value sample -663,New value sample 710,8313,2026-02-08 19:24:09.547
1043,Devices,508,INSERT,Old value sample -413,New value sample 37,4097,2026-02-08 19:24:09.557
1044,Transactions,2711,DELETE,Old value sample 149,New value sample -223,9180,2026-02-08 19:24:09.567
1045,Login_History,16112,UPDATE,Old value sample -350,New value sample -192,8203,2026-02-08 19:24:09.580
1046,Login_History,5071,DELETE,Old value sample 898,New value sample -548,3234,2026-02-08 19:24:09.597
1047,Merchants,4614,UPDATE,Old value sample 454,New value sample 592,5461,2026-02-08 19:24:09.603
1048,Merchants,4302,UPDATE,Old value sample 689,New value sample -39,6953,2026-02-08 19:24:09.610
1049,Users,8334,INSERT,Old value sample 259,New value sample -288,9409,2026-02-08 19:24:09.620
1050,Users,4103,UPDATE,Old value sample 924,New value sample -940,1041,2026-02-08 19:24:09.630
1051,Login_History,10628,UPDATE,Old value sample 237,New value sample 119,7695,2026-02-08 19:24:09.643
1052,Login_History,4215,INSERT,Old value sample 886,New value sample 752,1316,2026-02-08 19:24:09.653
1053,Fraud_Alerts,789,UPDATE,Old value sample -436,New value sample -841,6443,2026-02-08 19:24:09.663
1054,Devices,2182,DELETE,Old value sample -144,New value sample 296,4067,2026-02-08 19:24:09.670
1055,Merchants,3240,INSERT,Old value sample 33,New value sample 854,2370,2026-02-08 19:24:09.673
1056,Fraud_Alerts,17,DELETE,Old value sample 132,New value sample -777,9535,2026-02-08 19:24:09.680
1057,Users,715,DELETE,Old value sample -109,New value sample 352,9500,2026-02-08 19:24:09.690
1058,Merchants,2528,UPDATE,Old value sample -421,New value sample -49,8479,2026-02-08 19:24:09.697
1059,Transactions,70,UPDATE,Old value sample 869,New value sample 143,5905,2026-02-08 19:24:09.710
1060,Merchants,1954,DELETE,Old value sample 555,New value sample -352,4855,2026-02-08 19:24:09.717
1061,Login_History,6193,INSERT,Old value sample 641,New value sample -195,1180,2026-02-08 19:24:09.730
1062,Accounts,20621,DELETE,Old value sample 177,New value sample 462,5795,2026-02-08 19:24:09.737
1063,Fraud_Alerts,7526,DELETE,Old value sample 925,New value sample 952,5232,2026-02-08 19:24:09.743
1064,Merchants,1452,UPDATE,Old value sample 317,New value sample 711,2151,2026-02-08 19:24:09.750
1065,Transactions,3295,INSERT,Old value sample -430,New value sample 693,8532,2026-02-08 19:24:09.763
1066,Fraud_Alerts,2351,DELETE,Old value sample 380,New value sample 943,1778,2026-02-08 19:24:09.773
1067,Login_History,3660,INSERT,Old value sample -921,New value sample -799,1539,2026-02-08 19:24:09.793
1068,Accounts,17553,UPDATE,Old value sample 750,New value sample 268,4818,2026-02-08 19:24:09.803
1069,Transactions,7076,INSERT,Old value sample 118,New value sample 984,2972,2026-02-08 19:24:09.813
1070,Transactions,5143,DELETE,Old value sample -23,New value sample 515,726,2026-02-08 19:24:09.823
1071,Transactions,2641,DELETE,Old value sample -301,New value sample 255,9342,2026-02-08 19:24:09.833
1072,Accounts,15430,DELETE,Old value sample -942,New value sample 93,3803,2026-02-08 19:24:09.843
1073,Devices,3987,UPDATE,Old value sample 889,New value sample 240,180,2026-02-08 19:24:09.850
1074,Devices,2399,INSERT,Old value sample 376,New value sample -998,2729,2026-02-08 19:24:09.860
1075,Fraud_Alerts,868,INSERT,Old value sample -593,New value sample 284,6986,2026-02-08 19:24:09.867
1076,Login_History,9960,DELETE,Old value sample -690,New value sample -248,8380,2026-02-08 19:24:09.880
1077,Transactions,584,UPDATE,Old value sample 407,New value sample -936,4364,2026-02-08 19:24:09.890
1078,Merchants,4894,INSERT,Old value sample 948,New value sample -564,3823,2026-02-08 19:24:09.897
1079,Devices,108,UPDATE,Old value sample 718,New value sample -934,5204,2026-02-08 19:24:09.903
1080,Login_History,9653,UPDATE,Old value sample -817,New value sample 222,9397,2026-02-08 19:24:09.917
1081,Merchants,15,INSERT,Old value sample -967,New value sample 129,8019,2026-02-08 19:24:09.923
1082,Users,3385,UPDATE,Old value sample 617,New value sample 583,625,2026-02-08 19:24:09.930
1083,Users,939,INSERT,Old value sample 405,New value sample -486,2438,2026-02-08 19:24:09.940
1084,Fraud_Alerts,2137,INSERT,Old value sample 131,New value sample -458,745,2026-02-08 19:24:09.947
1085,Devices,4433,INSERT,Old value sample 222,New value sample 693,9024,2026-02-08 19:24:09.953
1086,Login_History,3468,DELETE,Old value sample 805,New value sample -583,1363,2026-02-08 19:24:09.963
1087,Devices,1062,DELETE,Old value sample -835,New value sample 936,6932,2026-02-08 19:24:09.970
1088,Accounts,6519,INSERT,Old value sample 981,New value sample 305,397,2026-02-08 19:24:09.977
1089,Login_History,11305,INSERT,Old value sample -260,New value sample -195,150,2026-02-08 19:24:09.987
1090,Users,1538,INSERT,Old value sample 248,New value sample 490,7504,2026-02-08 19:24:09.993
1091,Devices,27,INSERT,Old value sample -359,New value sample -737,4822,2026-02-08 19:24:09.997
1092,Devices,4758,UPDATE,Old value sample 82,New value sample -259,6357,2026-02-08 19:24:10.007
1093,Login_History,2563,DELETE,Old value sample -232,New value sample -194,1777,2026-02-08 19:24:10.017
1094,Login_History,13277,DELETE,Old value sample 746,New value sample 581,812,2026-02-08 19:24:10.030
1095,Fraud_Alerts,3199,UPDATE,Old value sample -836,New value sample 102,9115,2026-02-08 19:24:10.037
1096,Login_History,1353,INSERT,Old value sample 285,New value sample 752,1494,2026-02-08 19:24:10.050
1097,Login_History,8870,DELETE,Old value sample -90,New value sample -180,4980,2026-02-08 19:24:10.060
1098,Devices,2430,DELETE,Old value sample 593,New value sample -613,1229,2026-02-08 19:24:10.067
1099,Devices,1940,DELETE,Old value sample 922,New value sample -258,6009,2026-02-08 19:24:10.073
1100,Transactions,2271,INSERT,Old value sample -819,New value sample -477,4365,2026-02-08 19:24:10.080
1101,Fraud_Alerts,769,UPDATE,Old value sample 743,New value sample 171,6979,2026-02-08 19:24:10.087
1102,Users,7297,DELETE,Old value sample -146,New value sample -471,5759,2026-02-08 19:24:10.093
1103,Accounts,21972,UPDATE,Old value sample -759,New value sample 723,913,2026-02-08 19:24:10.103
1104,Accounts,9757,UPDATE,Old value sample 360,New value sample 79,2464,2026-02-08 19:24:10.110
1105,Accounts,23024,DELETE,Old value sample 24,New value sample -585,6459,2026-02-08 19:24:10.117
1106,Merchants,1545,INSERT,Old value sample -620,New value sample -308,6178,2026-02-08 19:24:10.120
1107,Devices,821,INSERT,Old value sample 382,New value sample 972,910,2026-02-08 19:24:10.127
1108,Login_History,3984,UPDATE,Old value sample -351,New value sample -7,1128,2026-02-08 19:24:10.140
1109,Login_History,6139,INSERT,Old value sample -979,New value sample 177,8683,2026-02-08 19:24:10.150
1110,Transactions,5985,INSERT,Old value sample 584,New value sample -749,3767,2026-02-08 19:24:10.157
1111,Merchants,4142,UPDATE,Old value sample -680,New value sample -268,448,2026-02-08 19:24:10.163
1112,Login_History,15714,UPDATE,Old value sample -353,New value sample 210,1148,2026-02-08 19:24:10.173
1113,Transactions,1098,DELETE,Old value sample 256,New value sample -428,890,2026-02-08 19:24:10.180
1114,Fraud_Alerts,4447,INSERT,Old value sample -349,New value sample 698,6472,2026-02-08 19:24:10.187
1115,Users,8068,DELETE,Old value sample -319,New value sample 385,29,2026-02-08 19:24:10.193
1116,Merchants,2019,DELETE,Old value sample -64,New value sample 103,1227,2026-02-08 19:24:10.200
1117,Merchants,4179,UPDATE,Old value sample -312,New value sample -886,6342,2026-02-08 19:24:10.203
1118,Fraud_Alerts,7241,INSERT,Old value sample -722,New value sample -678,8501,2026-02-08 19:24:10.210
1119,Fraud_Alerts,3403,DELETE,Old value sample -380,New value sample 21,2910,2026-02-08 19:24:10.217
1120,Merchants,4757,UPDATE,Old value sample 805,New value sample -400,9270,2026-02-08 19:24:10.220
1121,Accounts,19444,DELETE,Old value sample -968,New value sample -633,8236,2026-02-08 19:24:10.230
1122,Login_History,7082,DELETE,Old value sample -346,New value sample 316,3533,2026-02-08 19:24:10.240
1123,Users,7562,INSERT,Old value sample -114,New value sample 295,3889,2026-02-08 19:24:10.243
1124,Fraud_Alerts,5746,DELETE,Old value sample -889,New value sample 362,2977,2026-02-08 19:24:10.250
1125,Login_History,13849,UPDATE,Old value sample -123,New value sample -759,3040,2026-02-08 19:24:10.260
1126,Fraud_Alerts,2714,INSERT,Old value sample -251,New value sample 713,6031,2026-02-08 19:24:10.267
1127,Login_History,18424,INSERT,Old value sample -914,New value sample 520,504,2026-02-08 19:24:10.280
1128,Login_History,16523,UPDATE,Old value sample -643,New value sample -370,5744,2026-02-08 19:24:10.293
1129,Login_History,4665,UPDATE,Old value sample 32,New value sample 159,5862,2026-02-08 19:24:10.310
1130,Fraud_Alerts,7580,UPDATE,Old value sample 380,New value sample -414,9756,2026-02-08 19:24:10.317
1131,Login_History,4512,INSERT,Old value sample 221,New value sample 772,7340,2026-02-08 19:24:10.330
1132,Accounts,15373,DELETE,Old value sample 301,New value sample -39,394,2026-02-08 19:24:10.340
1133,Merchants,3423,UPDATE,Old value sample 852,New value sample 608,616,2026-02-08 19:24:10.347
1134,Accounts,15649,UPDATE,Old value sample -717,New value sample -37,2622,2026-02-08 19:24:10.357
1135,Fraud_Alerts,65,INSERT,Old value sample 807,New value sample 78,3326,2026-02-08 19:24:10.367
1136,Transactions,1151,DELETE,Old value sample 346,New value sample -652,7195,2026-02-08 19:24:10.373
1137,Fraud_Alerts,3622,DELETE,Old value sample 165,New value sample 768,5490,2026-02-08 19:24:10.380
1138,Fraud_Alerts,7425,UPDATE,Old value sample -525,New value sample -938,8200,2026-02-08 19:24:10.390
1139,Login_History,1470,INSERT,Old value sample 927,New value sample -358,2993,2026-02-08 19:24:10.403
1140,Fraud_Alerts,7660,DELETE,Old value sample -416,New value sample 876,4988,2026-02-08 19:24:10.410
1141,Devices,4121,UPDATE,Old value sample -149,New value sample -47,712,2026-02-08 19:24:10.420
1142,Devices,3962,UPDATE,Old value sample -588,New value sample -249,3289,2026-02-08 19:24:10.427
1143,Transactions,7926,UPDATE,Old value sample 200,New value sample 620,6215,2026-02-08 19:24:10.437
1144,Accounts,3928,INSERT,Old value sample -506,New value sample 785,6563,2026-02-08 19:24:10.447
1145,Merchants,524,UPDATE,Old value sample 849,New value sample 726,9369,2026-02-08 19:24:10.453
1146,Merchants,578,INSERT,Old value sample -165,New value sample -267,4040,2026-02-08 19:24:10.460
1147,Devices,4812,UPDATE,Old value sample 164,New value sample 916,3624,2026-02-08 19:24:10.470
1148,Accounts,18184,UPDATE,Old value sample -795,New value sample -814,2821,2026-02-08 19:24:10.480
1149,Merchants,161,DELETE,Old value sample -253,New value sample 0,5657,2026-02-08 19:24:10.493
1150,Merchants,3881,DELETE,Old value sample -533,New value sample -635,4175,2026-02-08 19:24:10.500
1151,Merchants,3594,DELETE,Old value sample 896,New value sample -464,9340,2026-02-08 19:24:10.510
1152,Accounts,23591,UPDATE,Old value sample -642,New value sample 568,4877,2026-02-08 19:24:10.520
1153,Login_History,8709,DELETE,Old value sample -642,New value sample 113,7605,2026-02-08 19:24:10.533
1154,Accounts,14902,INSERT,Old value sample -393,New value sample -912,1882,2026-02-08 19:24:10.543
1155,Merchants,4908,UPDATE,Old value sample -118,New value sample -300,632,2026-02-08 19:24:10.550
1156,Merchants,1054,INSERT,Old value sample -260,New value sample -154,7811,2026-02-08 19:24:10.560
1157,Fraud_Alerts,1854,UPDATE,Old value sample 452,New value sample -73,3503,2026-02-08 19:24:10.567
1158,Users,8687,DELETE,Old value sample -346,New value sample -771,9145,2026-02-08 19:24:10.577
1159,Fraud_Alerts,3764,DELETE,Old value sample 154,New value sample 368,9270,2026-02-08 19:24:10.587
1160,Fraud_Alerts,2356,UPDATE,Old value sample -337,New value sample 497,408,2026-02-08 19:24:10.597
1161,Fraud_Alerts,4599,INSERT,Old value sample -541,New value sample -236,6556,2026-02-08 19:24:10.607
1162,Fraud_Alerts,7491,INSERT,Old value sample -210,New value sample -759,5368,2026-02-08 19:24:10.613
1163,Fraud_Alerts,6621,DELETE,Old value sample -934,New value sample -141,7730,2026-02-08 19:24:10.623
1164,Merchants,4603,DELETE,Old value sample -783,New value sample 404,4043,2026-02-08 19:24:10.630
1165,Accounts,20489,UPDATE,Old value sample -654,New value sample 921,6301,2026-02-08 19:24:10.640
1166,Fraud_Alerts,4092,INSERT,Old value sample -518,New value sample 823,8041,2026-02-08 19:24:10.650
1167,Transactions,5766,INSERT,Old value sample -94,New value sample -270,644,2026-02-08 19:24:10.660
1168,Fraud_Alerts,2417,INSERT,Old value sample 293,New value sample -257,4145,2026-02-08 19:24:10.667
1169,Merchants,4593,UPDATE,Old value sample -760,New value sample -88,8615,2026-02-08 19:24:10.677
1170,Accounts,16790,DELETE,Old value sample -758,New value sample -346,4421,2026-02-08 19:24:10.683
1171,Users,9820,UPDATE,Old value sample 53,New value sample 768,6374,2026-02-08 19:24:10.693
1172,Fraud_Alerts,1760,DELETE,Old value sample 863,New value sample 105,7553,2026-02-08 19:24:10.703
1173,Devices,2041,INSERT,Old value sample -899,New value sample 903,1638,2026-02-08 19:24:10.710
1174,Login_History,11464,DELETE,Old value sample 871,New value sample -996,1890,2026-02-08 19:24:10.727
1175,Devices,124,INSERT,Old value sample -622,New value sample -380,6066,2026-02-08 19:24:10.733
1176,Users,4919,DELETE,Old value sample 993,New value sample -282,3792,2026-02-08 19:24:10.743
1177,Transactions,4957,INSERT,Old value sample 440,New value sample -608,7826,2026-02-08 19:24:10.757
1178,Fraud_Alerts,2344,DELETE,Old value sample -745,New value sample -825,6324,2026-02-08 19:24:10.763
1179,Login_History,9378,DELETE,Old value sample 212,New value sample -853,9127,2026-02-08 19:24:10.787
1180,Accounts,6444,DELETE,Old value sample -734,New value sample -727,233,2026-02-08 19:24:10.803
1181,Merchants,3531,INSERT,Old value sample 716,New value sample -994,6590,2026-02-08 19:24:10.813
1182,Accounts,20293,INSERT,Old value sample -347,New value sample -908,9549,2026-02-08 19:24:10.827
1183,Users,6464,UPDATE,Old value sample -768,New value sample -733,3123,2026-02-08 19:24:10.840
1184,Login_History,1292,UPDATE,Old value sample -469,New value sample -290,196,2026-02-08 19:24:10.857
1185,Merchants,4339,INSERT,Old value sample 532,New value sample -841,7307,2026-02-08 19:24:10.863
1186,Merchants,1507,UPDATE,Old value sample 147,New value sample 482,4141,2026-02-08 19:24:10.873
1187,Login_History,8062,UPDATE,Old value sample 429,New value sample -902,6616,2026-02-08 19:24:10.887
1188,Transactions,1277,DELETE,Old value sample 632,New value sample -553,9022,2026-02-08 19:24:10.900
1189,Fraud_Alerts,3856,DELETE,Old value sample -858,New value sample 105,5845,2026-02-08 19:24:10.907
1190,Accounts,22883,UPDATE,Old value sample -78,New value sample -10,4425,2026-02-08 19:24:10.917
1191,Fraud_Alerts,4457,UPDATE,Old value sample 394,New value sample -25,4756,2026-02-08 19:24:10.923
1192,Merchants,4213,DELETE,Old value sample -486,New value sample -974,2250,2026-02-08 19:24:10.930
1193,Login_History,14434,DELETE,Old value sample 239,New value sample 372,1277,2026-02-08 19:24:10.940
1194,Users,740,UPDATE,Old value sample 42,New value sample 94,1358,2026-02-08 19:24:10.947
1195,Users,225,DELETE,Old value sample 352,New value sample -999,6667,2026-02-08 19:24:10.953
1196,Devices,219,DELETE,Old value sample -758,New value sample -120,5691,2026-02-08 19:24:10.960
1197,Merchants,3166,UPDATE,Old value sample 247,New value sample 766,212,2026-02-08 19:24:10.963
1198,Accounts,20877,UPDATE,Old value sample -643,New value sample 37,8634,2026-02-08 19:24:10.973
1199,Accounts,22377,DELETE,Old value sample -26,New value sample -248,7148,2026-02-08 19:24:10.980
1200,Devices,2652,INSERT,Old value sample 816,New value sample -752,7903,2026-02-08 19:24:10.983
1201,Users,8713,UPDATE,Old value sample 743,New value sample -649,5879,2026-02-08 19:24:10.990
1202,Login_History,11372,DELETE,Old value sample -728,New value sample -447,8577,2026-02-08 19:24:11.003
1203,Accounts,20389,UPDATE,Old value sample -191,New value sample 394,190,2026-02-08 19:24:11.013
1204,Merchants,1479,INSERT,Old value sample -848,New value sample 869,9850,2026-02-08 19:24:11.020
1205,Transactions,5548,INSERT,Old value sample 570,New value sample 936,5426,2026-02-08 19:24:11.027
1206,Fraud_Alerts,256,UPDATE,Old value sample 979,New value sample -625,4139,2026-02-08 19:24:11.030
1207,Users,3491,DELETE,Old value sample -608,New value sample 976,4102,2026-02-08 19:24:11.040
1208,Transactions,658,DELETE,Old value sample -961,New value sample 172,8072,2026-02-08 19:24:11.047
1209,Login_History,10543,UPDATE,Old value sample 407,New value sample -412,2487,2026-02-08 19:24:11.057
1210,Login_History,7856,UPDATE,Old value sample 397,New value sample 418,2235,2026-02-08 19:24:11.067
1211,Transactions,5624,UPDATE,Old value sample 508,New value sample -182,5404,2026-02-08 19:24:11.070
1212,Devices,1920,DELETE,Old value sample -137,New value sample -787,3120,2026-02-08 19:24:11.077
1213,Merchants,4284,INSERT,Old value sample 56,New value sample 463,7738,2026-02-08 19:24:11.083
1214,Login_History,17432,DELETE,Old value sample -344,New value sample 99,4817,2026-02-08 19:24:11.093
1215,Fraud_Alerts,2567,UPDATE,Old value sample 601,New value sample 280,6775,2026-02-08 19:24:11.103
1216,Devices,858,INSERT,Old value sample -16,New value sample -557,7401,2026-02-08 19:24:11.110
1217,Accounts,17664,DELETE,Old value sample 767,New value sample 629,7212,2026-02-08 19:24:11.120
1218,Transactions,9608,UPDATE,Old value sample 700,New value sample -42,509,2026-02-08 19:24:11.130
1219,Fraud_Alerts,3039,UPDATE,Old value sample 267,New value sample -149,3659,2026-02-08 19:24:11.140
1220,Login_History,6449,UPDATE,Old value sample 912,New value sample 315,5285,2026-02-08 19:24:11.150
1221,Fraud_Alerts,2670,UPDATE,Old value sample -919,New value sample -392,258,2026-02-08 19:24:11.160
1222,Accounts,21950,UPDATE,Old value sample -438,New value sample 63,3674,2026-02-08 19:24:11.167
1223,Devices,2225,INSERT,Old value sample -472,New value sample 930,4287,2026-02-08 19:24:11.173
1224,Merchants,894,DELETE,Old value sample -842,New value sample -241,4618,2026-02-08 19:24:11.180
1225,Merchants,2273,DELETE,Old value sample -242,New value sample -972,8755,2026-02-08 19:24:11.183
1226,Users,9978,UPDATE,Old value sample 18,New value sample 956,3672,2026-02-08 19:24:11.190
1227,Login_History,13630,INSERT,Old value sample -846,New value sample 495,789,2026-02-08 19:24:11.203
1228,Login_History,5224,DELETE,Old value sample -491,New value sample 731,3090,2026-02-08 19:24:11.213
1229,Devices,2851,INSERT,Old value sample -386,New value sample 269,7683,2026-02-08 19:24:11.217
1230,Login_History,15882,UPDATE,Old value sample -683,New value sample -842,6102,2026-02-08 19:24:11.230
1231,Users,1290,INSERT,Old value sample 775,New value sample 284,140,2026-02-08 19:24:11.237
1232,Transactions,9576,INSERT,Old value sample -649,New value sample -660,1040,2026-02-08 19:24:11.243
1233,Users,9448,DELETE,Old value sample -607,New value sample -433,5580,2026-02-08 19:24:11.250
1234,Users,6069,DELETE,Old value sample 772,New value sample 931,483,2026-02-08 19:24:11.257
1235,Merchants,3103,INSERT,Old value sample -59,New value sample -802,7792,2026-02-08 19:24:11.260
1236,Fraud_Alerts,7612,DELETE,Old value sample 375,New value sample 137,7540,2026-02-08 19:24:11.267
1237,Devices,4908,INSERT,Old value sample 735,New value sample 72,801,2026-02-08 19:24:11.277
1238,Transactions,7803,UPDATE,Old value sample 747,New value sample 742,3937,2026-02-08 19:24:11.283
1239,Merchants,3803,UPDATE,Old value sample -921,New value sample 537,3991,2026-02-08 19:24:11.290
1240,Users,8131,UPDATE,Old value sample 639,New value sample -60,9827,2026-02-08 19:24:11.300
1241,Merchants,4256,DELETE,Old value sample -415,New value sample -508,4619,2026-02-08 19:24:11.307
1242,Accounts,19968,DELETE,Old value sample -223,New value sample 65,9110,2026-02-08 19:24:11.317
1243,Transactions,6853,INSERT,Old value sample 210,New value sample -303,6139,2026-02-08 19:24:11.327
1244,Merchants,1537,DELETE,Old value sample 191,New value sample -861,8748,2026-02-08 19:24:11.337
1245,Devices,1153,UPDATE,Old value sample -201,New value sample -265,4629,2026-02-08 19:24:11.343
1246,Devices,4228,UPDATE,Old value sample -842,New value sample -876,4347,2026-02-08 19:24:11.350
1247,Transactions,5127,DELETE,Old value sample 392,New value sample -133,7851,2026-02-08 19:24:11.360
1248,Fraud_Alerts,218,DELETE,Old value sample 712,New value sample 615,1721,2026-02-08 19:24:11.367
1249,Accounts,13902,INSERT,Old value sample -188,New value sample -2,8738,2026-02-08 19:24:11.377
1250,Fraud_Alerts,6083,DELETE,Old value sample 375,New value sample -434,121,2026-02-08 19:24:11.383
1251,Merchants,2427,DELETE,Old value sample -75,New value sample -502,5769,2026-02-08 19:24:11.390
1252,Users,1003,DELETE,Old value sample 24,New value sample -566,4719,2026-02-08 19:24:11.400
1253,Transactions,6190,UPDATE,Old value sample 376,New value sample -402,6122,2026-02-08 19:24:11.413
1254,Transactions,885,DELETE,Old value sample 838,New value sample 861,8934,2026-02-08 19:24:11.427
1255,Transactions,3164,INSERT,Old value sample -840,New value sample -695,4805,2026-02-08 19:24:11.437
1256,Users,8923,DELETE,Old value sample 273,New value sample 764,5683,2026-02-08 19:24:11.443
1257,Login_History,454,INSERT,Old value sample -429,New value sample -375,9409,2026-02-08 19:24:11.460
1258,Login_History,7513,UPDATE,Old value sample -583,New value sample -41,260,2026-02-08 19:24:11.473
1259,Users,7127,INSERT,Old value sample -562,New value sample -355,8777,2026-02-08 19:24:11.483
1260,Transactions,6039,DELETE,Old value sample -417,New value sample 80,4960,2026-02-08 19:24:11.493
1261,Accounts,17972,UPDATE,Old value sample 270,New value sample -772,2932,2026-02-08 19:24:11.503
1262,Merchants,854,UPDATE,Old value sample -89,New value sample 983,9791,2026-02-08 19:24:11.517
