login_id,user_id,device_id,ip_address,geo_lat,geo_long,country,city,login_time,success
6395,508,NULL,215.21.56.194,35.805480,16.945309,Shqipëri,Durres,2024-03-07 20:10:10.057,0
6396,8952,NULL,138.97.56.6,24.859684,97.544772,Kosove,Peje,2024-05-04 04:40:10.063,1
6397,1968,NULL,209.6.120.136,19.689316,102.650431,Shqipëri,Durres,2024-09-21 19:12:10.067,0
6398,5381,3494,119.146.229.194,33.130703,9.094116,Kosove,Gjakove,2024-06-13 20:48:10.070,0
6399,1385,1692,250.128.191.83,-61.569656,-130.618140,Kosove,Prishtine,2025-11-22 09:08:10.073,1
6400,1774,2257,138.24.250.17,-23.705776,17.073783,UK,Manchester,2025-01-17 07:04:10.077,1
6401,1305,4952,26.224.215.196,76.184378,172.821025,Germany,Munich,2025-04-27 03:04:10.080,1
6402,9926,4952,163.198.101.13,-81.557826,36.140734,UK,Manchester,2025-06-07 02:27:10.083,1
6403,9324,4506,138.205.56.110,76.990281,23.189738,UK,London,2026-01-08 21:34:10.090,0
6404,5671,5000,12.7.251.25,6.792826,-58.069269,Germany,Hamburg,2025-07-30 05:56:10.093,1
6405,1368,5000,97.62.20.118,5.153916,-148.151127,UK,Manchester,2025-07-10 20:01:10.100,1
6406,1329,5000,85.37.28.167,66.336657,-1.671979,Kosove,Prishtine,2024-10-18 21:27:10.103,1
6407,5469,5000,37.154.128.248,-26.478988,-138.895563,USA,New York,2024-10-23 08:56:10.110,1
6408,5802,2968,238.75.89.194,-33.204502,-70.734830,Shqipëri,Durres,2024-09-02 00:30:10.110,1
6409,6327,2968,72.67.18.52,-39.266324,-59.427422,UK,Manchester,2025-03-21 18:12:10.117,1
6410,2161,4450,197.99.126.129,17.324581,-159.973019,UK,Liverpool,2025-08-27 19:37:10.120,1
6411,2422,4450,199.215.23.2,60.080522,30.888110,Kosove,Peje,2024-12-12 19:34:10.123,1
6412,6054,60,201.129.127.42,-64.227768,-28.094342,Kosove,Peje,2025-03-24 03:59:10.127,1
6413,4759,60,132.196.120.254,-25.886131,89.550027,Germany,Hamburg,2026-01-09 16:56:10.130,0
6414,3793,60,177.199.150.229,2.435694,22.375845,Germany,Hamburg,2024-10-23 21:54:10.137,1
6415,7972,616,0.236.235.92,-79.479331,64.076982,USA,Chicago,2024-03-13 20:36:10.140,0
6416,2572,NULL,179.239.141.217,21.509563,107.325603,Germany,Munich,2025-01-11 07:34:10.143,1
6417,9669,NULL,231.70.150.63,37.199527,61.633739,Kosove,Peje,2024-06-18 19:50:10.150,0
6418,9055,NULL,224.10.78.36,-77.091647,139.262858,Shqipëri,Tirane,2024-05-08 20:12:10.153,1
6419,8328,NULL,23.144.177.126,32.226741,147.608695,USA,Los Angeles,2024-08-05 06:38:10.157,0
6420,7597,NULL,35.181.198.48,61.559674,94.777800,Germany,Hamburg,2024-06-09 10:30:10.160,1
6421,5571,NULL,159.0.122.147,-75.522757,18.445799,USA,New York,2025-12-23 23:28:10.167,1
6422,3230,NULL,75.167.232.150,9.194858,118.177464,Germany,Hamburg,2024-05-14 04:05:10.170,1
6423,2972,4784,55.83.198.108,38.201238,0.315006,UK,London,2025-05-23 17:50:10.173,1
6424,7057,4686,86.113.221.234,-64.848288,-72.332414,USA,New York,2024-06-13 06:20:10.173,1
6425,4019,4686,26.73.214.232,-3.908055,168.923258,Germany,Hamburg,2025-08-26 11:40:10.180,1
6426,4568,806,213.99.109.217,-20.036873,153.011135,Kosove,Gjakove,2025-12-25 00:17:10.183,1
6427,3364,NULL,248.48.219.101,-51.464622,-141.228270,Germany,Munich,2024-09-06 19:38:10.190,0
6428,7458,NULL,137.148.45.77,-4.144826,-35.708469,Germany,Hamburg,2025-12-15 00:04:10.193,1
6429,5944,618,1.116.129.240,74.550671,-104.673094,Kosove,Gjakove,2025-01-20 11:48:10.197,1
6430,8224,NULL,151.228.67.66,20.634251,-134.889364,Kosove,Prishtine,2024-08-05 14:56:10.200,1
6431,5627,NULL,120.140.216.217,54.413021,26.985014,USA,New York,2025-08-07 21:50:10.203,1
6432,8854,NULL,44.64.178.10,-52.654906,105.158620,UK,Manchester,2024-09-01 04:24:10.210,1
6433,5062,2675,68.94.238.70,-3.614868,-7.147984,Shqipëri,Tirane,2024-04-06 23:36:10.213,1
6434,6872,2583,153.157.19.130,43.372039,-1.840480,UK,Manchester,2025-05-24 07:53:10.217,1
6435,7369,NULL,14.135.80.45,-28.654592,-91.223003,Shqipëri,Durres,2025-04-01 22:34:10.220,1
6436,2137,NULL,71.229.43.66,1.661385,85.237585,Kosove,Peje,2024-04-27 08:49:10.223,1
6437,576,NULL,228.189.50.213,-66.403935,113.042952,Germany,Hamburg,2024-07-12 21:21:10.230,1
6438,1087,751,101.148.196.158,89.302852,92.271949,UK,Liverpool,2025-11-17 14:26:10.233,1
6439,2540,751,107.19.15.13,16.845385,50.562976,Germany,Hamburg,2025-01-11 18:38:10.240,1
6440,1567,751,93.178.45.85,89.298271,89.170464,Kosove,Gjakove,2024-04-21 12:27:10.243,1
6441,3493,751,18.62.24.200,-40.645683,-145.243793,USA,New York,2024-07-30 16:43:10.250,0
6442,8478,751,69.251.130.107,-29.397345,86.796160,Shqipëri,Tirane,2025-05-30 03:36:10.253,0
6443,2144,751,37.172.240.238,-12.513515,6.940361,Shqipëri,Tirane,2025-12-30 04:55:10.257,0
6444,2733,751,202.229.169.219,-51.025903,37.397544,USA,New York,2025-10-15 17:00:10.263,1
6445,5804,NULL,44.3.231.1,51.352273,156.449665,Shqipëri,Vlore,2025-04-22 13:52:10.267,0
6446,4785,2457,172.64.65.202,67.989493,173.398825,UK,Liverpool,2024-06-28 23:05:10.270,1
6447,638,2730,160.182.72.109,85.627462,171.086103,Kosove,Peje,2025-01-09 08:10:10.273,1
6448,8345,NULL,229.234.159.142,40.585702,-12.500057,USA,Chicago,2026-01-15 13:01:10.280,1
6449,2817,NULL,100.0.177.48,-4.503346,-164.021754,Shqipëri,Vlore,2025-06-20 06:36:10.283,1
6450,2980,NULL,115.25.146.160,24.383185,-125.600820,Shqipëri,Tirane,2025-06-28 02:53:10.290,1
6451,3473,NULL,118.159.233.62,-50.308060,107.631614,Kosove,Peje,2024-12-11 23:48:10.293,1
6452,4607,4581,10.205.132.177,12.393979,-5.640501,UK,London,2025-05-31 01:42:10.297,1
6453,1497,4581,197.61.80.140,-59.884394,-4.159578,USA,New York,2024-06-16 11:49:10.303,1
6454,9592,4581,3.92.156.67,89.334505,-100.875954,Shqipëri,Durres,2024-02-15 17:18:10.307,1
6455,7203,NULL,78.177.225.216,-8.999898,99.112790,Shqipëri,Tirane,2026-02-07 04:25:10.313,1
6456,53,NULL,94.239.154.175,-86.544115,-40.345271,Kosove,Prishtine,2026-01-17 16:34:10.317,1
6457,6047,NULL,157.86.246.51,87.785461,59.153790,USA,New York,2024-08-25 10:20:10.323,1
6458,7366,NULL,238.127.168.32,-51.274907,135.280171,Shqipëri,Tirane,2024-02-23 06:01:10.327,1
6459,6752,2451,105.212.218.165,20.984021,-13.493913,Germany,Hamburg,2024-07-09 15:01:10.330,1
6460,7776,NULL,17.29.37.152,38.947621,-129.112782,Germany,Berlin,2025-01-13 03:26:10.333,1
6461,9437,NULL,49.96.128.104,-56.981015,-110.532871,Kosove,Gjakove,2025-07-18 18:24:10.340,0
6462,3381,NULL,65.96.164.183,83.068599,88.657123,UK,London,2026-01-02 01:13:10.343,1
6463,8463,1638,6.101.157.119,-85.618892,81.824537,Germany,Munich,2024-10-30 20:24:10.347,1
6464,2074,2118,127.76.148.206,65.277474,-66.674320,Shqipëri,Durres,2025-04-20 14:05:10.350,1
6465,551,4445,142.239.171.125,15.232339,-25.090578,Germany,Hamburg,2025-10-07 20:05:10.353,1
6466,6689,4445,162.206.20.237,-78.332559,118.055930,Germany,Hamburg,2025-09-28 11:12:10.360,1
6467,1314,NULL,5.112.220.90,36.250478,148.115614,Shqipëri,Vlore,2026-01-22 05:17:10.363,1
6468,8259,3564,120.207.87.25,73.638771,-113.330753,UK,London,2024-05-20 09:26:10.367,1
6469,8061,NULL,87.180.231.6,3.616104,177.078778,Germany,Berlin,2025-03-20 07:36:10.370,1
6470,4328,2794,203.236.203.136,52.076280,20.407804,Shqipëri,Tirane,2025-11-16 17:10:10.377,1
6471,1796,2175,44.119.245.193,-68.432664,-102.193588,UK,Liverpool,2025-01-01 12:04:10.380,0
6472,224,2175,151.182.72.34,62.202637,-44.919955,Kosove,Gjakove,2024-12-12 16:35:10.387,1
6473,3968,1473,2.200.167.50,-24.102197,-165.138528,UK,Liverpool,2025-07-18 02:41:10.390,1
6474,4042,NULL,190.32.131.174,15.928097,92.208337,Kosove,Prishtine,2024-08-19 18:31:10.393,0
6475,1732,NULL,206.106.64.5,-68.662911,-178.841047,Germany,Munich,2025-09-09 13:50:10.400,1
6476,6769,1260,74.180.49.101,-18.166778,-31.759229,Germany,Munich,2024-03-25 07:31:10.400,0
6477,5763,1260,119.239.44.230,61.011667,-77.147619,Kosove,Gjakove,2024-05-31 17:57:10.407,1
6478,2278,2861,141.1.182.180,-71.652481,-150.979349,UK,Manchester,2025-06-26 22:34:10.410,0
6479,9780,2861,243.242.7.50,82.122434,15.603695,USA,New York,2025-04-05 00:32:10.413,1
6480,2800,NULL,185.142.28.14,68.758437,125.286344,Kosove,Peje,2024-11-20 00:00:10.420,1
6481,5630,NULL,126.155.80.6,33.706140,99.252372,Kosove,Prishtine,2025-07-30 11:46:10.423,1
6482,7152,NULL,10.251.125.178,53.269520,163.943749,UK,Liverpool,2024-06-16 09:35:10.430,1
6483,5561,1979,38.88.123.188,71.077757,-1.806323,Germany,Hamburg,2025-03-02 23:46:10.430,1
6484,5737,NULL,20.2.43.133,72.616848,139.162078,UK,London,2024-05-27 15:50:10.437,1
6485,5985,2906,79.153.43.231,52.616897,-101.838833,Germany,Berlin,2024-02-25 07:03:10.437,0
6486,1279,2906,171.144.220.31,56.868451,32.388437,Kosove,Peje,2024-03-01 14:57:10.447,1
6487,4907,3282,238.117.0.0,-73.429515,-132.533928,Shqipëri,Vlore,2024-08-14 09:28:10.450,1
6488,5514,NULL,38.131.67.87,48.748929,128.503406,USA,Los Angeles,2024-11-18 17:47:10.453,1
6489,456,478,45.132.95.9,12.940076,-39.919690,UK,Liverpool,2025-05-14 01:04:10.457,1
6490,7268,2949,112.173.75.8,61.606362,-141.131044,UK,Manchester,2025-09-07 23:43:10.463,1
6491,5172,3230,186.104.15.34,56.827089,-65.538467,USA,Chicago,2025-08-15 02:46:10.467,1
6492,1929,3230,108.99.245.131,-80.122563,-38.771280,Germany,Berlin,2024-04-11 13:41:10.470,0
6493,8318,2530,64.164.39.83,-51.214747,-51.772339,UK,London,2024-08-20 17:40:10.473,1
6494,7649,NULL,159.117.153.237,-31.474393,-4.425642,Germany,Hamburg,2024-06-05 21:51:10.480,1
6495,5819,3017,29.202.164.91,84.682973,89.612807,Kosove,Prishtine,2025-10-23 06:55:10.480,1
6496,3444,3017,115.34.173.226,-59.014927,172.732381,UK,Manchester,2025-06-15 23:52:10.487,1
6497,8537,3017,85.104.187.94,-55.319508,43.654028,Kosove,Prishtine,2026-01-22 15:36:10.490,1
6498,830,4801,120.192.193.96,-34.149780,-116.607280,Shqipëri,Vlore,2024-05-29 13:23:10.497,1
6499,8651,95,31.108.180.47,18.581651,-163.881742,Kosove,Gjakove,2024-02-22 00:05:10.500,1
6500,4313,95,169.138.2.213,15.744637,124.209339,Shqipëri,Vlore,2026-02-04 00:01:10.503,1
6501,4601,95,142.241.85.9,-36.142760,-143.182955,Kosove,Gjakove,2025-07-06 07:19:10.510,1
6502,7724,NULL,24.149.123.248,-78.353994,-36.890004,Germany,Berlin,2025-12-19 22:43:10.513,1
6503,2028,NULL,251.185.104.182,-83.238164,-38.316184,Shqipëri,Durres,2026-01-18 04:26:10.520,1
6504,9219,2875,175.53.20.38,68.111584,45.119144,UK,London,2025-03-07 06:09:10.523,1
6505,3895,332,89.114.173.250,87.133252,-25.207172,Shqipëri,Durres,2024-07-16 07:00:10.530,1
6506,3399,2517,230.195.225.94,-88.080534,-55.937202,USA,New York,2024-03-14 06:45:10.530,1
6507,6252,2517,42.55.75.160,-60.217022,-91.650322,Kosove,Gjakove,2024-10-19 00:23:10.537,1
6508,1796,2175,67.132.35.148,89.364653,-96.415658,UK,Liverpool,2025-06-07 22:23:10.540,1
6509,8123,NULL,196.177.22.192,42.362711,129.857301,Shqipëri,Vlore,2025-04-26 20:55:10.547,1
6510,6416,NULL,111.8.133.147,78.597877,-137.976279,Shqipëri,Vlore,2024-04-14 08:14:10.550,1
6511,3714,NULL,64.36.143.7,12.869389,-113.747691,Kosove,Gjakove,2025-07-10 19:00:10.557,1
6512,6450,NULL,174.48.30.174,-65.965847,17.991059,Shqipëri,Tirane,2025-10-18 21:06:10.560,1
6513,1518,NULL,238.124.46.253,-32.026387,-88.121599,Shqipëri,Vlore,2024-07-12 15:08:10.567,1
6514,9653,NULL,125.134.254.69,3.069482,-16.840247,UK,Liverpool,2026-01-02 19:36:10.570,1
6515,3106,NULL,142.183.153.251,-23.335841,-85.495709,USA,New York,2024-08-24 17:31:10.573,1
6516,4180,NULL,164.193.124.158,60.025005,-9.833463,USA,Los Angeles,2025-12-25 02:58:10.580,1
6517,324,NULL,107.111.161.228,10.315675,43.506567,Shqipëri,Tirane,2024-08-07 04:14:10.583,1
6518,9186,1140,236.204.7.77,85.581063,74.067149,Kosove,Gjakove,2025-01-31 13:48:10.590,0
6519,5812,38,250.118.164.235,-50.349908,-33.703728,Shqipëri,Tirane,2025-08-06 02:25:10.597,1
6520,3607,38,187.179.236.14,56.695165,12.512439,Germany,Munich,2025-10-12 20:22:10.600,0
6521,4619,NULL,135.118.40.132,83.163771,-9.250750,UK,Manchester,2025-06-15 13:09:10.607,0
6522,9997,NULL,89.199.91.218,82.290898,-111.094834,UK,Manchester,2024-08-11 10:04:10.610,0
6523,3309,NULL,128.39.30.115,42.352625,-83.417634,Shqipëri,Tirane,2025-07-17 23:35:10.617,1
6524,7255,619,224.222.71.228,85.496316,-68.772381,Kosove,Prishtine,2024-04-10 16:21:10.620,1
6525,1734,619,86.44.125.83,32.406069,-64.286004,Kosove,Prishtine,2025-08-05 19:29:10.627,1
6526,5964,NULL,59.104.248.162,-0.370262,15.095722,Germany,Munich,2024-02-20 11:34:10.630,1
6527,2757,4609,143.74.116.184,86.347175,65.324832,Germany,Munich,2025-04-10 18:46:10.633,1
6528,3287,NULL,238.158.80.138,48.771309,-102.332635,UK,Liverpool,2025-02-10 10:46:10.640,1
6529,1611,506,117.231.215.185,-71.085548,138.669398,Germany,Hamburg,2026-01-26 16:59:10.647,1
6530,9913,506,131.226.240.51,-25.788570,-51.784460,USA,Chicago,2025-08-23 06:02:10.650,1
6531,5940,2317,106.139.115.242,76.837274,99.145598,Shqipëri,Vlore,2025-09-20 02:24:10.657,1
6532,1372,2317,16.10.165.169,45.959550,-155.418827,Kosove,Gjakove,2025-10-19 11:52:10.663,1
6533,2327,NULL,28.131.169.50,80.669882,-33.951722,Germany,Munich,2026-01-14 08:02:10.667,1
6534,5358,1530,45.193.67.96,-77.693508,-126.214316,UK,Liverpool,2024-05-22 11:09:10.673,1
6535,31,4980,32.96.121.30,-17.302760,-65.024712,Germany,Munich,2025-03-28 19:26:10.680,1
6536,6957,2770,83.168.237.51,-45.861043,-143.464240,Shqipëri,Vlore,2024-12-11 18:13:10.683,1
6537,4298,1569,17.249.9.47,60.710243,27.865939,UK,Manchester,2024-07-03 10:46:10.690,1
6538,5712,4065,112.242.89.146,56.427656,32.107680,Kosove,Gjakove,2025-07-02 15:45:10.697,1
6539,8815,4579,202.11.57.73,-86.190159,23.344011,UK,London,2024-09-29 14:25:10.700,1
6540,3930,4579,100.51.178.219,-39.860742,109.347823,USA,Los Angeles,2024-09-28 20:40:10.707,1
6541,7357,4579,35.188.143.174,-64.724590,73.861672,UK,Liverpool,2024-03-22 10:05:10.713,1
6542,7782,4579,45.20.140.167,-72.135991,149.579766,USA,New York,2025-08-24 02:56:10.720,1
6543,9408,4579,29.52.111.146,-89.709110,22.575782,Kosove,Gjakove,2025-05-17 16:07:10.723,1
6544,3198,902,67.168.81.250,27.108057,-151.650636,Germany,Berlin,2025-06-26 12:41:10.727,1
6545,9942,902,198.72.89.75,-28.810962,-29.585706,Kosove,Gjakove,2026-01-08 02:09:10.730,0
6546,3140,NULL,188.179.119.224,24.659419,91.420027,UK,Manchester,2024-09-16 14:34:10.737,1
6547,1394,NULL,91.20.23.77,-35.336495,11.693449,Shqipëri,Vlore,2025-07-09 18:49:10.743,1
6548,1586,NULL,50.228.23.65,2.440843,99.759433,Shqipëri,Vlore,2025-10-21 17:40:10.747,1
6549,3573,4320,252.94.34.223,-81.248413,-24.307146,UK,London,2024-12-31 04:13:10.753,0
6550,6500,2898,167.149.213.128,-42.877572,124.438271,Shqipëri,Durres,2025-11-09 04:46:10.757,1
6551,2182,2898,33.51.88.99,53.921768,-31.515555,Shqipëri,Durres,2024-11-05 00:34:10.760,1
6552,722,2898,210.83.212.20,32.958849,69.733589,Germany,Berlin,2024-08-20 08:00:10.767,1
6553,2420,1663,35.3.116.9,-85.257431,-62.560837,Shqipëri,Tirane,2025-03-28 14:21:10.770,1
6554,1112,1663,198.118.138.28,22.889098,-20.120085,UK,London,2024-11-11 14:48:10.777,0
6555,5346,1663,43.4.129.209,-52.274091,49.470472,UK,Manchester,2024-08-04 02:01:10.780,1
6556,6703,1663,103.150.68.209,61.239574,-15.365329,Shqipëri,Durres,2025-11-25 17:52:10.787,1
6557,3111,1663,118.33.181.245,51.584349,-127.638060,Germany,Munich,2025-05-13 23:13:10.790,1
6558,971,1663,239.161.210.146,-42.319345,51.819267,UK,London,2024-09-14 08:51:10.793,1
6559,5879,1663,197.43.190.137,19.016343,-86.586698,Shqipëri,Vlore,2025-03-16 12:31:10.800,1
6560,7170,1663,227.194.198.213,-44.150500,95.100670,UK,Liverpool,2024-05-23 12:21:10.803,1
6561,2726,1663,201.135.243.118,-44.332467,-173.565219,Germany,Hamburg,2025-09-01 11:55:10.807,1
6562,8356,NULL,37.94.191.72,-57.080361,155.499925,UK,Manchester,2025-10-12 00:26:10.810,1
6563,3874,4809,242.130.144.200,-46.837438,83.098246,Shqipëri,Tirane,2024-12-16 14:24:10.813,1
6564,4079,1543,51.90.211.230,25.090288,127.320896,Shqipëri,Vlore,2025-05-19 03:39:10.817,1
6565,6820,NULL,40.195.213.127,-13.848752,-22.654961,Kosove,Prishtine,2024-02-11 10:19:10.820,1
6566,4598,3886,66.153.94.6,-2.760621,-139.962299,Shqipëri,Vlore,2025-07-07 00:21:10.823,1
6567,9439,3886,80.235.200.212,-65.496562,-26.896410,USA,Chicago,2025-08-28 08:20:10.830,1
6568,4558,3886,3.223.103.19,33.030865,132.021619,USA,New York,2024-09-09 09:57:10.833,1
6569,4987,3886,220.147.101.229,10.868667,-16.308944,Kosove,Prishtine,2024-07-01 08:57:10.837,1
6570,4970,3886,180.107.184.188,-87.213178,-157.932625,Shqipëri,Tirane,2025-07-01 02:40:10.840,1
6571,4884,392,168.121.101.242,-4.680683,-137.465237,USA,Los Angeles,2024-12-04 05:49:10.843,1
6572,94,NULL,247.191.49.16,-45.398682,147.453046,Germany,Hamburg,2024-06-16 12:06:10.847,1
6573,4180,NULL,51.45.224.24,-34.488397,156.101212,Shqipëri,Vlore,2024-07-26 04:50:10.850,1
6574,9729,NULL,128.197.7.156,78.393213,-102.113681,USA,New York,2024-05-09 15:52:10.853,1
6575,2578,NULL,30.20.208.103,-72.097404,-59.977523,Shqipëri,Durres,2025-08-29 20:50:10.860,1
6576,3497,NULL,250.95.65.95,22.191991,101.677336,Germany,Berlin,2025-09-13 17:25:10.863,0
6577,9893,NULL,170.75.230.230,17.275156,51.411541,Kosove,Gjakove,2024-09-01 16:01:10.867,1
6578,5178,NULL,158.37.23.122,-36.552234,-6.266228,Kosove,Gjakove,2025-12-27 18:43:10.873,1
6579,4873,NULL,44.36.204.149,-88.122283,-175.141344,USA,Chicago,2025-02-28 03:48:10.877,0
6580,431,NULL,223.41.183.81,-73.408846,118.237473,USA,New York,2025-01-01 03:29:10.880,1
6581,1255,381,222.1.151.15,69.606766,168.938230,USA,Chicago,2024-07-29 23:26:10.883,1
6582,2366,381,117.93.52.197,-59.264311,-114.145067,UK,London,2024-07-09 14:53:10.890,1
6583,9125,381,167.112.54.9,-84.963019,7.957324,UK,London,2024-05-12 18:06:10.893,1
6584,7532,381,215.245.234.79,-84.927710,144.584565,Kosove,Gjakove,2025-04-12 14:24:10.900,0
6585,2368,381,240.167.7.230,-80.484364,60.155512,USA,New York,2024-07-22 09:10:10.903,1
6586,1468,NULL,74.195.139.176,-27.724265,-166.430871,USA,Chicago,2025-06-24 19:51:10.907,1
6587,8465,984,243.45.65.35,21.226496,31.832226,Kosove,Peje,2024-09-01 01:29:10.910,1
6588,7236,NULL,110.142.242.8,-36.491761,-116.775940,USA,Chicago,2025-01-04 23:00:10.913,1
6589,7044,4463,55.76.216.26,43.170201,-62.666853,Kosove,Peje,2025-04-24 01:44:10.920,1
6590,919,3691,132.134.220.139,11.779740,178.387600,Shqipëri,Durres,2025-01-11 07:32:10.920,1
6591,9888,3691,85.97.103.141,-77.935116,29.440087,USA,New York,2025-07-23 18:03:10.923,1
6592,8222,3691,248.183.17.89,15.953864,21.370867,UK,London,2024-12-03 11:39:10.930,1
6593,5823,3691,160.41.122.62,17.429762,147.867195,UK,Liverpool,2025-10-04 08:27:10.933,1
6594,6419,197,32.76.66.223,49.481952,-61.327309,Kosove,Prishtine,2024-03-08 15:29:10.933,1
6595,9994,4090,148.205.79.213,26.264289,-22.781240,Kosove,Gjakove,2024-07-10 06:38:10.940,1
6596,2019,2571,96.220.98.160,-11.032105,85.417911,UK,Manchester,2025-04-18 07:43:10.940,1
6597,240,2571,200.181.241.214,50.221799,-159.722844,Kosove,Prishtine,2026-02-06 07:28:10.943,1
6598,2612,2571,43.231.48.220,29.297828,147.919576,Germany,Munich,2024-03-04 07:55:10.950,1
6599,4529,1030,158.60.137.34,-78.646026,31.833823,Germany,Berlin,2025-03-06 22:03:10.953,1
6600,7089,1712,217.186.30.33,-27.913320,108.877813,Germany,Berlin,2025-11-16 11:17:10.957,0
6601,2276,NULL,128.35.175.159,-6.512303,-52.212906,Kosove,Prishtine,2024-05-16 17:05:10.960,1
6602,4189,NULL,13.204.199.29,32.204277,-20.299275,USA,Los Angeles,2024-10-17 01:53:10.967,1
6603,3224,NULL,229.116.152.52,0.712295,66.702558,Shqipëri,Vlore,2025-08-08 11:05:10.970,1
6604,4040,NULL,129.185.34.238,83.229319,-179.737003,Germany,Berlin,2025-11-09 19:55:10.973,1
6605,4713,NULL,216.15.201.111,82.777393,121.715536,Shqipëri,Vlore,2025-11-17 17:54:10.980,1
6606,2659,NULL,222.92.98.141,23.240701,-6.624860,Kosove,Peje,2025-08-09 21:26:10.983,1
6607,6155,3982,117.70.187.189,80.151664,51.951848,UK,London,2024-07-12 01:29:10.987,1
6608,8399,3982,214.203.30.151,-22.596920,-179.341415,USA,Chicago,2025-04-22 02:04:10.990,1
6609,1120,3982,130.162.211.184,-25.872095,16.196339,Kosove,Prishtine,2025-02-13 10:03:10.993,1
6610,1994,NULL,136.144.9.85,81.770035,-90.344739,Germany,Hamburg,2024-12-20 13:18:11.000,1
6611,9637,NULL,5.203.230.228,-34.129569,74.216396,Germany,Berlin,2025-07-01 14:37:11.007,1
6612,1193,NULL,21.155.176.81,68.438911,9.565540,UK,Liverpool,2026-01-09 01:30:11.013,1
6613,9332,NULL,38.163.72.171,14.779102,-116.602183,UK,London,2025-02-13 02:18:11.020,0
6614,9645,NULL,17.62.148.199,48.573017,-134.058643,USA,New York,2026-01-23 15:20:11.020,1
6615,7858,NULL,77.211.192.83,31.557924,95.830984,UK,London,2025-03-18 21:15:11.027,1
6616,3594,NULL,87.250.159.124,-23.473884,51.554221,Kosove,Gjakove,2024-06-09 06:29:11.030,1
6617,5647,NULL,232.233.104.96,67.174376,-37.645593,Kosove,Peje,2025-04-25 23:22:11.033,1
6618,3819,NULL,160.224.38.119,50.283806,24.500955,Germany,Hamburg,2025-06-12 15:59:11.037,0
6619,1097,NULL,59.171.155.94,9.624044,179.306653,Germany,Berlin,2024-10-24 21:49:11.040,0
6620,3090,NULL,155.32.19.113,-34.557759,-28.489764,Germany,Munich,2024-08-04 14:09:11.047,1
6621,1689,NULL,253.110.27.165,-86.735556,-115.842645,UK,London,2025-05-30 11:56:11.050,1
6622,2185,4825,27.47.103.98,-68.636250,-34.627844,Germany,Hamburg,2025-11-17 18:14:11.053,1
6623,9050,NULL,8.7.59.60,-54.818439,90.756039,UK,London,2025-10-25 22:41:11.057,1
6624,4191,2717,132.212.170.24,-52.979183,177.280069,USA,New York,2025-05-26 23:13:11.060,1
6625,1507,NULL,246.241.185.233,61.163873,-140.111518,Kosove,Prishtine,2025-03-08 13:30:11.063,1
6626,6422,NULL,169.239.175.189,68.762805,-9.043647,Shqipëri,Tirane,2025-09-04 21:20:11.067,1
6627,7637,395,20.149.244.173,-34.867643,147.702821,Germany,Munich,2025-10-06 08:21:11.070,1
6628,4072,3058,83.100.129.233,-58.135277,69.418109,Germany,Munich,2025-01-29 13:36:11.077,1
6629,634,NULL,69.136.147.143,-8.866635,-9.326448,Shqipëri,Tirane,2025-06-12 13:45:11.080,0
6630,2059,755,113.113.186.107,3.460154,-168.730614,USA,New York,2025-10-29 13:16:11.083,1
6631,6683,4500,48.239.233.54,85.948363,146.076370,USA,Chicago,2025-09-02 22:56:11.090,0
6632,5738,4500,30.227.25.175,-10.102902,58.665155,Shqipëri,Tirane,2024-08-24 15:29:11.093,0
6633,1349,170,36.91.147.56,-26.583256,148.203352,Shqipëri,Vlore,2024-09-09 21:59:11.097,1
6634,9267,NULL,238.158.179.82,-46.830135,-10.193464,Germany,Berlin,2024-09-08 18:24:11.100,1
6635,1609,NULL,108.90.115.53,-69.102852,171.406191,USA,New York,2024-08-21 15:22:11.103,1
6636,6787,NULL,198.195.60.130,-12.592934,-179.847136,Shqipëri,Tirane,2024-10-14 16:09:11.107,1
6637,3493,NULL,202.15.201.181,21.437834,11.868622,Germany,Hamburg,2024-05-04 09:20:11.110,0
6638,7715,NULL,110.179.245.230,45.156677,26.929078,Shqipëri,Vlore,2024-09-26 18:58:11.117,1
6639,1743,3384,110.163.204.59,-47.768844,-60.038112,Kosove,Gjakove,2024-07-27 11:26:11.120,1
6640,594,2731,206.191.227.96,59.978934,170.810966,UK,London,2025-08-26 04:54:11.123,1
6641,7848,3082,203.30.209.224,64.701220,160.858890,Kosove,Peje,2025-04-21 08:17:11.127,1
6642,1280,4343,128.59.213.193,10.918526,87.444155,UK,London,2024-10-18 07:04:11.130,1
6643,473,NULL,130.166.106.41,9.957905,-101.025643,Germany,Hamburg,2025-06-30 10:18:11.133,1
6644,7756,NULL,114.166.209.247,-32.081011,94.393613,Germany,Munich,2025-06-10 21:24:11.140,1
6645,2847,NULL,96.86.151.116,69.319892,-163.764159,UK,Manchester,2024-09-03 12:03:11.147,1
6646,5337,1166,2.71.158.227,-11.888730,10.690884,UK,Manchester,2025-04-30 01:08:11.150,1
6647,1141,4545,29.165.96.4,-35.637662,74.508783,USA,Chicago,2025-11-23 01:49:11.153,1
6648,2955,4545,65.198.188.1,83.208878,-3.185331,Germany,Munich,2024-09-07 14:23:11.157,1
6649,1014,2601,90.148.85.31,67.439990,100.556920,Germany,Hamburg,2024-05-28 09:58:11.163,1
6650,248,3072,2.170.239.164,-3.360037,17.289956,Kosove,Prishtine,2024-07-30 05:23:11.170,1
