whitelist_id,user_id,merchant_id,reason
1861,9286,NULL,Trusted user: 9286
1862,NULL,2287,Trusted merchant: 2287
1863,4598,NULL,Trusted user: 4598
1864,NULL,3485,Trusted merchant: 3485
1865,9944,NULL,Trusted user: 9944
1866,7139,NULL,Trusted user: 7139
1867,8570,NULL,Trusted user: 8570
1868,5195,101,Trusted user 5195 and merchant 101
1869,7200,3880,Trusted user 7200 and merchant 3880
1870,6303,NULL,Trusted user: 6303
1871,1375,4698,Trusted user 1375 and merchant 4698
1872,8704,3029,Trusted user 8704 and merchant 3029
1873,NULL,4291,Trusted merchant: 4291
1874,NULL,548,Trusted merchant: 548
1875,NULL,492,Trusted merchant: 492
1876,3970,NULL,Trusted user: 3970
1877,2943,NULL,Trusted user: 2943
1878,6590,1611,Trusted user 6590 and merchant 1611
1879,3689,NULL,Trusted user: 3689
1880,2367,NULL,Trusted user: 2367
1881,3748,NULL,Trusted user: 3748
1882,5609,NULL,Trusted user: 5609
1883,2240,NULL,Trusted user: 2240
1884,5548,NULL,Trusted user: 5548
1885,6385,310,Trusted user 6385 and merchant 310
1886,6719,NULL,Trusted user: 6719
1887,4662,NULL,Trusted user: 4662
1888,NULL,2992,Trusted merchant: 2992
1889,858,2982,Trusted user 858 and merchant 2982
1890,1412,NULL,Trusted user: 1412
1891,7340,NULL,Trusted user: 7340
1892,NULL,155,Trusted merchant: 155
1893,2623,NULL,Trusted user: 2623
1894,NULL,1493,Trusted merchant: 1493
1895,7417,NULL,Trusted user: 7417
1896,7161,NULL,Trusted user: 7161
1897,9934,NULL,Trusted user: 9934
1898,1041,NULL,Trusted user: 1041
1899,3297,NULL,Trusted user: 3297
1900,NULL,3473,Trusted merchant: 3473
1901,6536,NULL,Trusted user: 6536
1902,9332,NULL,Trusted user: 9332
1903,8855,NULL,Trusted user: 8855
1904,8887,NULL,Trusted user: 8887
1905,2072,NULL,Trusted user: 2072
1906,4239,NULL,Trusted user: 4239
1907,NULL,2651,Trusted merchant: 2651
1908,NULL,4749,Trusted merchant: 4749
1909,5831,NULL,Trusted user: 5831
1910,9258,4361,Trusted user 9258 and merchant 4361
1911,9592,NULL,Trusted user: 9592
1912,NULL,4297,Trusted merchant: 4297
1913,1936,NULL,Trusted user: 1936
1914,NULL,3266,Trusted merchant: 3266
1915,2846,NULL,Trusted user: 2846
1916,2087,NULL,Trusted user: 2087
1917,5894,2314,Trusted user 5894 and merchant 2314
1918,6616,671,Trusted user 6616 and merchant 671
1919,8713,NULL,Trusted user: 8713
1920,9730,2490,Trusted user 9730 and merchant 2490
1921,NULL,4318,Trusted merchant: 4318
1922,3715,NULL,Trusted user: 3715
1923,NULL,3960,Trusted merchant: 3960
1924,8092,4028,Trusted user 8092 and merchant 4028
1925,3755,NULL,Trusted user: 3755
1926,1375,NULL,Trusted user: 1375
1927,1381,NULL,Trusted user: 1381
1928,2661,111,Trusted user 2661 and merchant 111
1929,8028,NULL,Trusted user: 8028
1930,NULL,4221,Trusted merchant: 4221
1931,2101,4623,Trusted user 2101 and merchant 4623
1932,392,4455,Trusted user 392 and merchant 4455
1933,804,NULL,Trusted user: 804
1934,1411,NULL,Trusted user: 1411
1935,4791,NULL,Trusted user: 4791
1936,3170,588,Trusted user 3170 and merchant 588
1937,6379,NULL,Trusted user: 6379
1938,NULL,3471,Trusted merchant: 3471
1939,2789,NULL,Trusted user: 2789
1940,1663,4690,Trusted user 1663 and merchant 4690
1941,7046,NULL,Trusted user: 7046
1942,6688,NULL,Trusted user: 6688
1943,9477,NULL,Trusted user: 9477
1944,6721,NULL,Trusted user: 6721
1945,7900,NULL,Trusted user: 7900
1946,196,NULL,Trusted user: 196
1947,NULL,2636,Trusted merchant: 2636
1948,8921,NULL,Trusted user: 8921
1949,4874,3807,Trusted user 4874 and merchant 3807
1950,5453,2808,Trusted user 5453 and merchant 2808
1951,NULL,3544,Trusted merchant: 3544
1952,7791,NULL,Trusted user: 7791
1953,7179,690,Trusted user 7179 and merchant 690
1954,6930,NULL,Trusted user: 6930
1955,3448,NULL,Trusted user: 3448
1956,NULL,2418,Trusted merchant: 2418
1957,NULL,4296,Trusted merchant: 4296
1958,1646,NULL,Trusted user: 1646
1959,6088,NULL,Trusted user: 6088
1960,NULL,1300,Trusted merchant: 1300
1961,9598,2430,Trusted user 9598 and merchant 2430
1962,526,NULL,Trusted user: 526
1963,4394,NULL,Trusted user: 4394
1964,9360,NULL,Trusted user: 9360
1965,NULL,4742,Trusted merchant: 4742
1966,NULL,2796,Trusted merchant: 2796
1967,NULL,3886,Trusted merchant: 3886
1968,NULL,805,Trusted merchant: 805
1969,896,2944,Trusted user 896 and merchant 2944
1970,1438,1895,Trusted user 1438 and merchant 1895
1971,2769,3422,Trusted user 2769 and merchant 3422
1972,4159,3974,Trusted user 4159 and merchant 3974
1973,3186,NULL,Trusted user: 3186
1974,3224,NULL,Trusted user: 3224
1975,7978,NULL,Trusted user: 7978
1976,3361,NULL,Trusted user: 3361
1977,NULL,1400,Trusted merchant: 1400
1978,7595,NULL,Trusted user: 7595
1979,3795,NULL,Trusted user: 3795
1980,NULL,2240,Trusted merchant: 2240
1981,NULL,2022,Trusted merchant: 2022
1982,NULL,1312,Trusted merchant: 1312
1983,4473,NULL,Trusted user: 4473
1984,NULL,4331,Trusted merchant: 4331
1985,8493,1291,Trusted user 8493 and merchant 1291
1986,4607,NULL,Trusted user: 4607
1987,NULL,2984,Trusted merchant: 2984
1988,1650,NULL,Trusted user: 1650
1989,9752,1122,Trusted user 9752 and merchant 1122
1990,1210,NULL,Trusted user: 1210
1991,NULL,600,Trusted merchant: 600
1992,NULL,3486,Trusted merchant: 3486
1993,NULL,147,Trusted merchant: 147
1994,5179,NULL,Trusted user: 5179
1995,NULL,900,Trusted merchant: 900
1996,NULL,534,Trusted merchant: 534
1997,NULL,83,Trusted merchant: 83
1998,5017,NULL,Trusted user: 5017
1999,NULL,1747,Trusted merchant: 1747
2000,NULL,429,Trusted merchant: 429
2001,2532,1775,Trusted user 2532 and merchant 1775
2002,4587,3723,Trusted user 4587 and merchant 3723
2003,3274,697,Trusted user 3274 and merchant 697
2004,1480,NULL,Trusted user: 1480
2005,4873,NULL,Trusted user: 4873
2006,NULL,4871,Trusted merchant: 4871
2007,8848,NULL,Trusted user: 8848
2008,6762,NULL,Trusted user: 6762
2009,4088,NULL,Trusted user: 4088
2010,5308,NULL,Trusted user: 5308
2011,NULL,3410,Trusted merchant: 3410
2012,NULL,1775,Trusted merchant: 1775
2013,NULL,995,Trusted merchant: 995
2014,3424,NULL,Trusted user: 3424
2015,6963,NULL,Trusted user: 6963
2016,NULL,2333,Trusted merchant: 2333
2017,5808,NULL,Trusted user: 5808
2018,NULL,3002,Trusted merchant: 3002
2019,NULL,1814,Trusted merchant: 1814
2020,1894,NULL,Trusted user: 1894
2021,7228,NULL,Trusted user: 7228
2022,NULL,3061,Trusted merchant: 3061
2023,NULL,2543,Trusted merchant: 2543
2024,5384,NULL,Trusted user: 5384
2025,4717,NULL,Trusted user: 4717
2026,NULL,3734,Trusted merchant: 3734
2027,5295,NULL,Trusted user: 5295
2028,5545,NULL,Trusted user: 5545
2029,5224,NULL,Trusted user: 5224
2030,5,3457,Trusted user 5 and merchant 3457
2031,6024,3699,Trusted user 6024 and merchant 3699
2032,NULL,2642,Trusted merchant: 2642
2033,3683,NULL,Trusted user: 3683
2034,NULL,1791,Trusted merchant: 1791
2035,1941,4433,Trusted user 1941 and merchant 4433
2036,1517,1393,Trusted user 1517 and merchant 1393
2037,1739,NULL,Trusted user: 1739
2038,NULL,47,Trusted merchant: 47
2039,6867,2504,Trusted user 6867 and merchant 2504
2040,NULL,4320,Trusted merchant: 4320
2041,NULL,674,Trusted merchant: 674
2042,7800,NULL,Trusted user: 7800
2043,8556,NULL,Trusted user: 8556
2044,4713,NULL,Trusted user: 4713
2045,1064,NULL,Trusted user: 1064
2046,469,NULL,Trusted user: 469
2047,4733,NULL,Trusted user: 4733
2048,6949,NULL,Trusted user: 6949
2049,NULL,3267,Trusted merchant: 3267
2050,4301,NULL,Trusted user: 4301
2051,NULL,744,Trusted merchant: 744
2052,7120,NULL,Trusted user: 7120
2053,3752,NULL,Trusted user: 3752
2054,NULL,3729,Trusted merchant: 3729
2055,5236,NULL,Trusted user: 5236
2056,3855,NULL,Trusted user: 3855
2057,1011,NULL,Trusted user: 1011
2058,3167,NULL,Trusted user: 3167
2059,1951,4094,Trusted user 1951 and merchant 4094
2060,NULL,4387,Trusted merchant: 4387
2061,8265,NULL,Trusted user: 8265
2062,7316,NULL,Trusted user: 7316
2063,NULL,1628,Trusted merchant: 1628
2064,7504,NULL,Trusted user: 7504
2065,2057,NULL,Trusted user: 2057
2066,8286,3223,Trusted user 8286 and merchant 3223
2067,6981,NULL,Trusted user: 6981
2068,8108,NULL,Trusted user: 8108
2069,4452,NULL,Trusted user: 4452
2070,NULL,1186,Trusted merchant: 1186
2071,151,NULL,Trusted user: 151
2072,944,NULL,Trusted user: 944
2073,2491,NULL,Trusted user: 2491
2074,4285,NULL,Trusted user: 4285
2075,NULL,1531,Trusted merchant: 1531
2076,3453,141,Trusted user 3453 and merchant 141
2077,8265,3886,Trusted user 8265 and merchant 3886
2078,8806,NULL,Trusted user: 8806
2079,407,NULL,Trusted user: 407
2080,NULL,3497,Trusted merchant: 3497
2081,4168,NULL,Trusted user: 4168
2082,8622,NULL,Trusted user: 8622
2083,966,NULL,Trusted user: 966
2084,NULL,1046,Trusted merchant: 1046
2085,4299,NULL,Trusted user: 4299
2086,708,NULL,Trusted user: 708
2087,1292,2534,Trusted user 1292 and merchant 2534
2088,NULL,3554,Trusted merchant: 3554
2089,NULL,854,Trusted merchant: 854
2090,9914,NULL,Trusted user: 9914
2091,5912,29,Trusted user 5912 and merchant 29
2092,807,NULL,Trusted user: 807
2093,1347,552,Trusted user 1347 and merchant 552
2094,5359,45,Trusted user 5359 and merchant 45
2095,NULL,2651,Trusted merchant: 2651
2096,NULL,4169,Trusted merchant: 4169
2097,8560,NULL,Trusted user: 8560
2098,1876,NULL,Trusted user: 1876
2099,NULL,2766,Trusted merchant: 2766
2100,6565,NULL,Trusted user: 6565
2101,9555,NULL,Trusted user: 9555
2102,6957,1278,Trusted user 6957 and merchant 1278
2103,2055,NULL,Trusted user: 2055
2104,1484,NULL,Trusted user: 1484
2105,1477,NULL,Trusted user: 1477
2106,6828,NULL,Trusted user: 6828
2107,NULL,913,Trusted merchant: 913
2108,7809,NULL,Trusted user: 7809
2109,4890,3158,Trusted user 4890 and merchant 3158
2110,1356,NULL,Trusted user: 1356
2111,8044,NULL,Trusted user: 8044
2112,1958,NULL,Trusted user: 1958
2113,NULL,4594,Trusted merchant: 4594
2114,4106,NULL,Trusted user: 4106
2115,NULL,1754,Trusted merchant: 1754
2116,5494,NULL,Trusted user: 5494
2117,3132,332,Trusted user 3132 and merchant 332
2118,578,NULL,Trusted user: 578
2119,NULL,2860,Trusted merchant: 2860
2120,3704,847,Trusted user 3704 and merchant 847
2121,NULL,4526,Trusted merchant: 4526
2122,6193,NULL,Trusted user: 6193
2123,NULL,1700,Trusted merchant: 1700
2124,NULL,4328,Trusted merchant: 4328
2125,8616,NULL,Trusted user: 8616
2126,NULL,3416,Trusted merchant: 3416
2127,8150,NULL,Trusted user: 8150
2128,788,4985,Trusted user 788 and merchant 4985
2129,928,3086,Trusted user 928 and merchant 3086
2130,NULL,3828,Trusted merchant: 3828
2131,NULL,2347,Trusted merchant: 2347
2132,7472,2761,Trusted user 7472 and merchant 2761
2133,8895,NULL,Trusted user: 8895
2134,1326,2745,Trusted user 1326 and merchant 2745
2135,2403,NULL,Trusted user: 2403
2136,9170,NULL,Trusted user: 9170
2137,3558,NULL,Trusted user: 3558
2138,NULL,2338,Trusted merchant: 2338
2139,9378,NULL,Trusted user: 9378
2140,4604,NULL,Trusted user: 4604
2141,9010,NULL,Trusted user: 9010
2142,7985,NULL,Trusted user: 7985
2143,NULL,814,Trusted merchant: 814
2144,NULL,4520,Trusted merchant: 4520
2145,5803,3705,Trusted user 5803 and merchant 3705
2146,1513,NULL,Trusted user: 1513
2147,2800,NULL,Trusted user: 2800
2148,1197,3740,Trusted user 1197 and merchant 3740
2149,3257,NULL,Trusted user: 3257
2150,419,NULL,Trusted user: 419
2151,6742,NULL,Trusted user: 6742
2152,8000,NULL,Trusted user: 8000
2153,9403,NULL,Trusted user: 9403
2154,NULL,2920,Trusted merchant: 2920
2155,7193,NULL,Trusted user: 7193
2156,NULL,1010,Trusted merchant: 1010
2157,4575,NULL,Trusted user: 4575
2158,4502,NULL,Trusted user: 4502
2159,NULL,4081,Trusted merchant: 4081
2160,8435,NULL,Trusted user: 8435
2161,3006,NULL,Trusted user: 3006
2162,NULL,4473,Trusted merchant: 4473
2163,NULL,1229,Trusted merchant: 1229
2164,3421,NULL,Trusted user: 3421
2165,9788,NULL,Trusted user: 9788
2166,NULL,347,Trusted merchant: 347
2167,4469,NULL,Trusted user: 4469
2168,7226,NULL,Trusted user: 7226
2169,8820,NULL,Trusted user: 8820
2170,1328,NULL,Trusted user: 1328
2171,9204,NULL,Trusted user: 9204
2172,5424,NULL,Trusted user: 5424
2173,NULL,4887,Trusted merchant: 4887
2174,7468,NULL,Trusted user: 7468
2175,NULL,4310,Trusted merchant: 4310
2176,9123,NULL,Trusted user: 9123
2177,1398,NULL,Trusted user: 1398
2178,NULL,200,Trusted merchant: 200
2179,690,NULL,Trusted user: 690
2180,5345,NULL,Trusted user: 5345
2181,1478,NULL,Trusted user: 1478
2182,8966,NULL,Trusted user: 8966
2183,959,NULL,Trusted user: 959
2184,2660,2558,Trusted user 2660 and merchant 2558
2185,112,NULL,Trusted user: 112
2186,NULL,4967,Trusted merchant: 4967
2187,3352,NULL,Trusted user: 3352
2188,2317,1211,Trusted user 2317 and merchant 1211
2189,8604,NULL,Trusted user: 8604
2190,4239,NULL,Trusted user: 4239
2191,3588,NULL,Trusted user: 3588
2192,NULL,1658,Trusted merchant: 1658
2193,NULL,3222,Trusted merchant: 3222
2194,3348,NULL,Trusted user: 3348
2195,6979,NULL,Trusted user: 6979
2196,NULL,1259,Trusted merchant: 1259
2197,NULL,2451,Trusted merchant: 2451
2198,4728,NULL,Trusted user: 4728
2199,NULL,4685,Trusted merchant: 4685
2200,3368,NULL,Trusted user: 3368
2201,NULL,2337,Trusted merchant: 2337
2202,9174,NULL,Trusted user: 9174
2203,5899,NULL,Trusted user: 5899
2204,8332,4126,Trusted user 8332 and merchant 4126
2205,8614,NULL,Trusted user: 8614
2206,NULL,4396,Trusted merchant: 4396
2207,NULL,2822,Trusted merchant: 2822
2208,4475,NULL,Trusted user: 4475
2209,3648,NULL,Trusted user: 3648
2210,5932,NULL,Trusted user: 5932
2211,1773,4723,Trusted user 1773 and merchant 4723
2212,5614,NULL,Trusted user: 5614
2213,7275,NULL,Trusted user: 7275
2214,4387,2723,Trusted user 4387 and merchant 2723
2215,NULL,4266,Trusted merchant: 4266
2216,5518,NULL,Trusted user: 5518
2217,3275,NULL,Trusted user: 3275
2218,1550,NULL,Trusted user: 1550
2219,6913,NULL,Trusted user: 6913
2220,NULL,4408,Trusted merchant: 4408
2221,NULL,983,Trusted merchant: 983
2222,4838,NULL,Trusted user: 4838
2223,2615,NULL,Trusted user: 2615
2224,9908,NULL,Trusted user: 9908
2225,NULL,1871,Trusted merchant: 1871
2226,5772,4814,Trusted user 5772 and merchant 4814
2227,2378,2583,Trusted user 2378 and merchant 2583
2228,518,NULL,Trusted user: 518
2229,5634,176,Trusted user 5634 and merchant 176
2230,796,NULL,Trusted user: 796
2231,3446,NULL,Trusted user: 3446
2232,6613,1051,Trusted user 6613 and merchant 1051
2233,NULL,373,Trusted merchant: 373
2234,NULL,3427,Trusted merchant: 3427
2235,NULL,3474,Trusted merchant: 3474
2236,NULL,4014,Trusted merchant: 4014
2237,1957,NULL,Trusted user: 1957
2238,NULL,2358,Trusted merchant: 2358
2239,6129,NULL,Trusted user: 6129
2240,NULL,4206,Trusted merchant: 4206
2241,3764,3055,Trusted user 3764 and merchant 3055
2242,3171,NULL,Trusted user: 3171
2243,NULL,514,Trusted merchant: 514
2244,NULL,1894,Trusted merchant: 1894
2245,6322,NULL,Trusted user: 6322
2246,NULL,3354,Trusted merchant: 3354
2247,8757,4925,Trusted user 8757 and merchant 4925
2248,9977,NULL,Trusted user: 9977
2249,9900,NULL,Trusted user: 9900
2250,1824,2825,Trusted user 1824 and merchant 2825
2251,4393,NULL,Trusted user: 4393
2252,NULL,1598,Trusted merchant: 1598
2253,NULL,3299,Trusted merchant: 3299
2254,NULL,4742,Trusted merchant: 4742
2255,NULL,2013,Trusted merchant: 2013
2256,6326,NULL,Trusted user: 6326
2257,8214,NULL,Trusted user: 8214
2258,5305,NULL,Trusted user: 5305
2259,7547,1175,Trusted user 7547 and merchant 1175
2260,4931,NULL,Trusted user: 4931
2261,NULL,3123,Trusted merchant: 3123
2262,7159,3238,Trusted user 7159 and merchant 3238
2263,8664,618,Trusted user 8664 and merchant 618
2264,1354,1268,Trusted user 1354 and merchant 1268
2265,1689,NULL,Trusted user: 1689
2266,2720,1342,Trusted user 2720 and merchant 1342
2267,3160,NULL,Trusted user: 3160
2268,9483,NULL,Trusted user: 9483
2269,3162,4145,Trusted user 3162 and merchant 4145
2270,2513,NULL,Trusted user: 2513
2271,NULL,2188,Trusted merchant: 2188
2272,2928,NULL,Trusted user: 2928
2273,NULL,4321,Trusted merchant: 4321
2274,NULL,110,Trusted merchant: 110
2275,2055,NULL,Trusted user: 2055
2276,2587,NULL,Trusted user: 2587
2277,5700,1935,Trusted user 5700 and merchant 1935
2278,5471,3186,Trusted user 5471 and merchant 3186
2279,2452,3048,Trusted user 2452 and merchant 3048
2280,8943,NULL,Trusted user: 8943
2281,1840,2656,Trusted user 1840 and merchant 2656
2282,NULL,3173,Trusted merchant: 3173
2283,NULL,4582,Trusted merchant: 4582
2284,4728,NULL,Trusted user: 4728
2285,NULL,1874,Trusted merchant: 1874
2286,NULL,170,Trusted merchant: 170
2287,3238,NULL,Trusted user: 3238
2288,184,NULL,Trusted user: 184
2289,NULL,3992,Trusted merchant: 3992
2290,4252,641,Trusted user 4252 and merchant 641
2291,9216,3887,Trusted user 9216 and merchant 3887
2292,1140,NULL,Trusted user: 1140
2293,NULL,3656,Trusted merchant: 3656
2294,2042,3221,Trusted user 2042 and merchant 3221
2295,7095,NULL,Trusted user: 7095
2296,6515,4581,Trusted user 6515 and merchant 4581
2297,8430,NULL,Trusted user: 8430
2298,9875,NULL,Trusted user: 9875
2299,5074,164,Trusted user 5074 and merchant 164
2300,NULL,3831,Trusted merchant: 3831
2301,347,NULL,Trusted user: 347
2302,NULL,2421,Trusted merchant: 2421
2303,4446,NULL,Trusted user: 4446
2304,4740,1453,Trusted user 4740 and merchant 1453
2305,8352,NULL,Trusted user: 8352
2306,3400,NULL,Trusted user: 3400
2307,8134,NULL,Trusted user: 8134
2308,7371,NULL,Trusted user: 7371
2309,NULL,2003,Trusted merchant: 2003
2310,1240,NULL,Trusted user: 1240
2311,8858,1726,Trusted user 8858 and merchant 1726
2312,NULL,4243,Trusted merchant: 4243
2313,4193,NULL,Trusted user: 4193
2314,1274,555,Trusted user 1274 and merchant 555
2315,1976,1110,Trusted user 1976 and merchant 1110
2316,5858,NULL,Trusted user: 5858
2317,4034,NULL,Trusted user: 4034
2318,7513,1739,Trusted user 7513 and merchant 1739
2319,NULL,2482,Trusted merchant: 2482
2320,1125,2088,Trusted user 1125 and merchant 2088
2321,4967,4465,Trusted user 4967 and merchant 4465
2322,9081,NULL,Trusted user: 9081
2323,1460,NULL,Trusted user: 1460
2324,5598,3462,Trusted user 5598 and merchant 3462
2325,4870,NULL,Trusted user: 4870
2326,7349,NULL,Trusted user: 7349
2327,2293,1765,Trusted user 2293 and merchant 1765
2328,2187,4549,Trusted user 2187 and merchant 4549
2329,1089,NULL,Trusted user: 1089
2330,NULL,1654,Trusted merchant: 1654
2331,8396,NULL,Trusted user: 8396
2332,4841,1645,Trusted user 4841 and merchant 1645
2333,1936,NULL,Trusted user: 1936
2334,2946,NULL,Trusted user: 2946
2335,5689,1200,Trusted user 5689 and merchant 1200
2336,NULL,3587,Trusted merchant: 3587
2337,4161,NULL,Trusted user: 4161
2338,8934,NULL,Trusted user: 8934
2339,NULL,1728,Trusted merchant: 1728
2340,8429,NULL,Trusted user: 8429
2341,345,2329,Trusted user 345 and merchant 2329
2342,6214,NULL,Trusted user: 6214
2343,NULL,2916,Trusted merchant: 2916
2344,7536,NULL,Trusted user: 7536
2345,7886,1036,Trusted user 7886 and merchant 1036
2346,157,NULL,Trusted user: 157
2347,NULL,1918,Trusted merchant: 1918
2348,9131,NULL,Trusted user: 9131
2349,NULL,1894,Trusted merchant: 1894
2350,3544,NULL,Trusted user: 3544
2351,217,3333,Trusted user 217 and merchant 3333
2352,4707,NULL,Trusted user: 4707
2353,308,NULL,Trusted user: 308
2354,6971,4289,Trusted user 6971 and merchant 4289
2355,6751,NULL,Trusted user: 6751
2356,3341,NULL,Trusted user: 3341
2357,3357,803,Trusted user 3357 and merchant 803
2358,4696,NULL,Trusted user: 4696
2359,6844,NULL,Trusted user: 6844
2360,8872,NULL,Trusted user: 8872
2361,8156,2241,Trusted user 8156 and merchant 2241
2362,4993,NULL,Trusted user: 4993
2363,NULL,2105,Trusted merchant: 2105
2364,NULL,2771,Trusted merchant: 2771
2365,NULL,2345,Trusted merchant: 2345
2366,NULL,3022,Trusted merchant: 3022
2367,4740,NULL,Trusted user: 4740
2368,8508,NULL,Trusted user: 8508
2369,4604,NULL,Trusted user: 4604
2370,9617,332,Trusted user 9617 and merchant 332
2371,NULL,602,Trusted merchant: 602
2372,1247,825,Trusted user 1247 and merchant 825
2373,NULL,2336,Trusted merchant: 2336
2374,6836,NULL,Trusted user: 6836
2375,NULL,3025,Trusted merchant: 3025
2376,NULL,2221,Trusted merchant: 2221
2377,351,NULL,Trusted user: 351
2378,NULL,2138,Trusted merchant: 2138
2379,NULL,975,Trusted merchant: 975
2380,5986,1395,Trusted user 5986 and merchant 1395
2381,NULL,252,Trusted merchant: 252
2382,7430,NULL,Trusted user: 7430
2383,NULL,2597,Trusted merchant: 2597
2384,3270,NULL,Trusted user: 3270
2385,NULL,3007,Trusted merchant: 3007
2386,5833,NULL,Trusted user: 5833
2387,NULL,1764,Trusted merchant: 1764
2388,NULL,3263,Trusted merchant: 3263
2389,6467,NULL,Trusted user: 6467
2390,1266,NULL,Trusted user: 1266
2391,NULL,1919,Trusted merchant: 1919
2392,4971,2846,Trusted user 4971 and merchant 2846
2393,NULL,936,Trusted merchant: 936
2394,NULL,1763,Trusted merchant: 1763
2395,NULL,2299,Trusted merchant: 2299
2396,NULL,3894,Trusted merchant: 3894
2397,43,NULL,Trusted user: 43
2398,NULL,4386,Trusted merchant: 4386
2399,2728,271,Trusted user 2728 and merchant 271
2400,1963,NULL,Trusted user: 1963
2401,1968,NULL,Trusted user: 1968
2402,1870,1401,Trusted user 1870 and merchant 1401
2403,7832,NULL,Trusted user: 7832
2404,NULL,1587,Trusted merchant: 1587
2405,9855,NULL,Trusted user: 9855
2406,5361,NULL,Trusted user: 5361
2407,NULL,3924,Trusted merchant: 3924
2408,NULL,1078,Trusted merchant: 1078
2409,9326,NULL,Trusted user: 9326
2410,NULL,4005,Trusted merchant: 4005
2411,3826,NULL,Trusted user: 3826
2412,NULL,368,Trusted merchant: 368
2413,9894,629,Trusted user 9894 and merchant 629
2414,3559,NULL,Trusted user: 3559
2415,9394,NULL,Trusted user: 9394
2416,2203,NULL,Trusted user: 2203
2417,1796,4177,Trusted user 1796 and merchant 4177
2418,773,3384,Trusted user 773 and merchant 3384
2419,3139,NULL,Trusted user: 3139
2420,NULL,1650,Trusted merchant: 1650
2421,4243,NULL,Trusted user: 4243
2422,NULL,4790,Trusted merchant: 4790
2423,NULL,28,Trusted merchant: 28
2424,8787,2691,Trusted user 8787 and merchant 2691
2425,NULL,4615,Trusted merchant: 4615
2426,3493,4522,Trusted user 3493 and merchant 4522
2427,NULL,2222,Trusted merchant: 2222
2428,7197,1595,Trusted user 7197 and merchant 1595
2429,6760,1454,Trusted user 6760 and merchant 1454
2430,5383,NULL,Trusted user: 5383
2431,1340,NULL,Trusted user: 1340
2432,2538,NULL,Trusted user: 2538
2433,2239,4147,Trusted user 2239 and merchant 4147
2434,7866,1556,Trusted user 7866 and merchant 1556
2435,279,NULL,Trusted user: 279
2436,NULL,1284,Trusted merchant: 1284
2437,NULL,3703,Trusted merchant: 3703
2438,657,NULL,Trusted user: 657
2439,NULL,2494,Trusted merchant: 2494
2440,NULL,825,Trusted merchant: 825
2441,6000,NULL,Trusted user: 6000
2442,431,2764,Trusted user 431 and merchant 2764
2443,1892,NULL,Trusted user: 1892
2444,8793,NULL,Trusted user: 8793
2445,9201,2042,Trusted user 9201 and merchant 2042
2446,4298,3197,Trusted user 4298 and merchant 3197
2447,4555,2783,Trusted user 4555 and merchant 2783
2448,NULL,1793,Trusted merchant: 1793
2449,4482,2799,Trusted user 4482 and merchant 2799
2450,2928,NULL,Trusted user: 2928
2451,NULL,4110,Trusted merchant: 4110
2452,5798,NULL,Trusted user: 5798
2453,8057,1788,Trusted user 8057 and merchant 1788
2454,8866,NULL,Trusted user: 8866
2455,NULL,4362,Trusted merchant: 4362
2456,NULL,4198,Trusted merchant: 4198
2457,5089,4955,Trusted user 5089 and merchant 4955
2458,2122,3160,Trusted user 2122 and merchant 3160
2459,2703,NULL,Trusted user: 2703
2460,8659,NULL,Trusted user: 8659
2461,NULL,4117,Trusted merchant: 4117
2462,917,NULL,Trusted user: 917
2463,9143,4527,Trusted user 9143 and merchant 4527
2464,NULL,1608,Trusted merchant: 1608
2465,7272,NULL,Trusted user: 7272
2466,NULL,4740,Trusted merchant: 4740
2467,9127,NULL,Trusted user: 9127
2468,8264,NULL,Trusted user: 8264
2469,8882,NULL,Trusted user: 8882
2470,8613,NULL,Trusted user: 8613
2471,NULL,3558,Trusted merchant: 3558
2472,NULL,1180,Trusted merchant: 1180
2473,7510,2805,Trusted user 7510 and merchant 2805
2474,NULL,650,Trusted merchant: 650
2475,3694,NULL,Trusted user: 3694
2476,5709,NULL,Trusted user: 5709
2477,5571,NULL,Trusted user: 5571
2478,1711,NULL,Trusted user: 1711
2479,7403,NULL,Trusted user: 7403
2480,563,NULL,Trusted user: 563
2481,NULL,3157,Trusted merchant: 3157
2482,8524,NULL,Trusted user: 8524
2483,6313,NULL,Trusted user: 6313
2484,8024,2003,Trusted user 8024 and merchant 2003
2485,9162,NULL,Trusted user: 9162
2486,6020,NULL,Trusted user: 6020
2487,9277,NULL,Trusted user: 9277
2488,4007,NULL,Trusted user: 4007
2489,NULL,1150,Trusted merchant: 1150
2490,4192,NULL,Trusted user: 4192
2491,NULL,3095,Trusted merchant: 3095
2492,4186,NULL,Trusted user: 4186
2493,NULL,1075,Trusted merchant: 1075
2494,8428,NULL,Trusted user: 8428
2495,NULL,1667,Trusted merchant: 1667
2496,1613,3736,Trusted user 1613 and merchant 3736
2497,NULL,4097,Trusted merchant: 4097
2498,9612,NULL,Trusted user: 9612
2499,7347,4957,Trusted user 7347 and merchant 4957
2500,4627,NULL,Trusted user: 4627
2501,NULL,3232,Trusted merchant: 3232
2502,NULL,1731,Trusted merchant: 1731
2503,NULL,25,Trusted merchant: 25
2504,8055,NULL,Trusted user: 8055
2505,1473,NULL,Trusted user: 1473
2506,NULL,1949,Trusted merchant: 1949
2507,NULL,3999,Trusted merchant: 3999
2508,NULL,2760,Trusted merchant: 2760
2509,5388,NULL,Trusted user: 5388
2510,5658,NULL,Trusted user: 5658
