profile_id,user_id,avg_transaction_amount,avg_daily_transactions,common_country,usual_login_hour,risk_pattern_score,last_updated
2030,8891,231.89,0.00,Shqipëri,5,93,2026-02-08 19:20:27.377
2031,7960,578.42,0.00,Shqipëri,16,99,2026-02-08 19:20:27.390
2032,5522,5728.46,0.02,Shqipëri,14,14,2026-02-08 19:20:27.407
2033,4995,691.90,0.00,Shqipëri,21,43,2026-02-08 19:20:27.420
2034,9300,1673.44,0.01,USA,16,79,2026-02-08 19:20:27.433
2035,2947,2869.73,0.01,USA,16,82,2026-02-08 19:20:27.457
2036,8003,4850.61,0.01,USA,16,100,2026-02-08 19:20:27.487
2037,8945,172.04,0.00,Shqipëri,14,48,2026-02-08 19:20:27.513
2038,1692,492.74,0.00,USA,5,88,2026-02-08 19:20:27.537
2039,6071,32.25,0.00,UK,19,16,2026-02-08 19:20:27.563
2040,7810,686.99,0.00,UK,17,74,2026-02-08 19:20:27.587
2041,1534,6592.86,0.01,Kosove,4,15,2026-02-08 19:20:27.607
2042,9417,267.55,0.00,Shqipëri,17,89,2026-02-08 19:20:27.643
2043,176,871.73,0.00,Shqipëri,10,0,2026-02-08 19:20:27.667
2044,9114,6971.40,1.00,Shqipëri,6,95,2026-02-08 19:20:27.690
2045,8447,979.10,0.00,Kosove,12,25,2026-02-08 19:20:27.717
2046,7870,1196.71,1.00,Shqipëri,18,17,2026-02-08 19:20:27.737
2047,473,3466.91,0.01,Germany,10,52,2026-02-08 19:20:27.753
2048,195,213.89,0.00,Shqipëri,10,64,2026-02-08 19:20:27.767
2049,8982,32.54,0.00,UK,3,66,2026-02-08 19:20:27.783
2050,2959,432.99,0.00,USA,23,6,2026-02-08 19:20:27.797
2051,2413,5459.23,0.01,Kosove,2,95,2026-02-08 19:20:27.813
2052,7028,9.78,0.00,Shqipëri,13,48,2026-02-08 19:20:27.830
2053,9668,666.43,0.00,Shqipëri,20,5,2026-02-08 19:20:27.843
2054,9748,820.25,0.00,Shqipëri,4,81,2026-02-08 19:20:27.860
2055,9822,2597.12,0.01,UK,14,9,2026-02-08 19:20:27.880
2056,4989,537.16,0.00,UK,14,31,2026-02-08 19:20:27.893
2057,7533,841.71,0.00,USA,11,63,2026-02-08 19:20:27.907
2058,1338,363.72,0.00,Shqipëri,20,31,2026-02-08 19:20:27.930
2059,1340,389.64,0.00,Germany,17,15,2026-02-08 19:20:27.950
2060,7288,3103.25,0.01,Germany,17,10,2026-02-08 19:20:27.977
2061,1093,9111.34,1.00,Germany,17,52,2026-02-08 19:20:28.003
2062,6136,533.68,0.00,USA,10,41,2026-02-08 19:20:28.017
2063,400,465.08,0.00,UK,18,35,2026-02-08 19:20:28.037
2064,1843,983.41,0.00,UK,18,14,2026-02-08 19:20:28.050
2065,6067,411.08,0.00,USA,23,51,2026-02-08 19:20:28.063
2066,9811,612.96,0.00,USA,23,2,2026-02-08 19:20:28.077
2067,5638,817.12,0.00,USA,21,69,2026-02-08 19:20:28.090
2068,3514,758.62,0.00,Shqipëri,9,27,2026-02-08 19:20:28.107
2069,3802,63.24,0.00,USA,14,54,2026-02-08 19:20:28.127
2070,9495,4191.77,0.01,USA,14,70,2026-02-08 19:20:28.143
2071,2276,5218.21,0.01,Kosove,16,65,2026-02-08 19:20:28.163
2072,9507,5197.63,0.02,Shqipëri,11,50,2026-02-08 19:20:28.183
2073,9547,675.78,0.00,UK,23,7,2026-02-08 19:20:28.197
2074,9525,696.55,0.00,USA,14,48,2026-02-08 19:20:28.210
2075,9563,1020.12,0.01,USA,4,55,2026-02-08 19:20:28.247
2076,6972,3852.80,0.01,Germany,3,37,2026-02-08 19:20:28.270
2077,8819,293.59,0.00,USA,8,77,2026-02-08 19:20:28.290
2078,5006,476.63,0.00,Shqipëri,17,84,2026-02-08 19:20:28.303
2079,9978,9016.18,0.01,Shqipëri,16,36,2026-02-08 19:20:28.327
2080,9239,481.39,0.00,USA,7,20,2026-02-08 19:20:28.353
2081,8354,679.61,0.00,USA,3,71,2026-02-08 19:20:28.370
2082,4645,7576.05,0.01,USA,19,50,2026-02-08 19:20:28.403
2083,5870,6579.69,0.00,USA,4,32,2026-02-08 19:20:28.423
2084,6913,7568.31,0.01,Shqipëri,2,35,2026-02-08 19:20:28.447
2085,2951,783.40,0.00,Kosove,2,24,2026-02-08 19:20:28.473
2086,3448,7792.43,0.01,UK,15,10,2026-02-08 19:20:28.490
2087,302,4476.02,0.01,UK,15,71,2026-02-08 19:20:28.513
2088,796,561.16,0.00,Germany,0,59,2026-02-08 19:20:28.530
2089,2960,9011.59,1.00,Shqipëri,8,14,2026-02-08 19:20:28.547
2090,9696,450.99,0.00,Shqipëri,14,7,2026-02-08 19:20:28.563
2091,5589,3975.54,1.00,Germany,15,57,2026-02-08 19:20:28.580
2092,1211,704.23,0.00,UK,23,87,2026-02-08 19:20:28.600
2093,6277,300.91,0.00,Kosove,16,20,2026-02-08 19:20:28.617
2094,5912,68.50,0.00,USA,10,96,2026-02-08 19:20:28.630
2095,7193,1054.43,0.01,Shqipëri,23,53,2026-02-08 19:20:28.647
2096,6626,867.71,0.00,UK,17,97,2026-02-08 19:20:28.660
2097,9118,5527.87,0.01,Germany,12,90,2026-02-08 19:20:28.677
2098,8256,4937.04,0.02,USA,1,62,2026-02-08 19:20:28.693
2099,2827,8327.62,0.02,UK,17,99,2026-02-08 19:20:28.707
2100,2331,887.40,0.00,UK,17,64,2026-02-08 19:20:28.727
2101,6056,6610.26,1.00,USA,11,80,2026-02-08 19:20:28.740
2102,8622,9347.55,1.00,USA,20,68,2026-02-08 19:20:28.767
2103,6181,5113.73,0.04,Kosove,17,70,2026-02-08 19:20:28.790
2104,1898,658.19,0.00,Kosove,17,81,2026-02-08 19:20:28.817
2105,1679,531.65,0.00,UK,14,18,2026-02-08 19:20:28.830
2106,8944,5418.17,0.01,Shqipëri,1,37,2026-02-08 19:20:28.847
2107,418,8783.03,1.00,Kosove,13,60,2026-02-08 19:20:28.873
2108,8025,3802.11,0.01,Kosove,13,54,2026-02-08 19:20:28.893
2109,8200,1733.98,1.00,USA,15,2,2026-02-08 19:20:28.910
2110,1179,1390.85,1.00,Germany,3,4,2026-02-08 19:20:28.930
2111,4682,545.30,0.00,UK,14,85,2026-02-08 19:20:28.943
2112,7709,6865.91,1.00,Kosove,16,34,2026-02-08 19:20:28.960
2113,43,3473.17,0.01,Kosove,10,95,2026-02-08 19:20:28.980
2114,99,392.29,0.00,Germany,6,8,2026-02-08 19:20:29.000
2115,2433,1974.33,1.00,USA,16,0,2026-02-08 19:20:29.023
2116,3052,3824.34,1.00,USA,16,73,2026-02-08 19:20:29.043
2117,4897,758.64,0.00,UK,4,82,2026-02-08 19:20:29.063
2118,6776,958.60,0.00,UK,4,86,2026-02-08 19:20:29.083
2119,5920,400.20,0.00,UK,4,33,2026-02-08 19:20:29.097
2120,1052,315.49,0.00,USA,21,56,2026-02-08 19:20:29.113
2121,9485,795.30,0.00,Germany,12,9,2026-02-08 19:20:29.133
2122,8651,2802.63,0.01,Kosove,1,57,2026-02-08 19:20:29.153
2123,5387,244.73,0.00,USA,15,41,2026-02-08 19:20:29.167
2124,1451,11.96,0.00,Shqipëri,16,95,2026-02-08 19:20:29.180
2125,6064,7796.21,1.00,UK,12,76,2026-02-08 19:20:29.200
2126,1218,222.25,0.00,Shqipëri,15,10,2026-02-08 19:20:29.217
2127,511,905.30,0.00,Kosove,15,81,2026-02-08 19:20:29.240
2128,2643,481.69,0.00,Germany,14,28,2026-02-08 19:20:29.260
2129,1062,5729.23,0.02,UK,10,27,2026-02-08 19:20:29.280
2130,8917,4868.77,0.01,Shqipëri,6,14,2026-02-08 19:20:29.307
2131,5500,480.05,0.00,USA,23,49,2026-02-08 19:20:29.327
2132,9073,4952.03,0.01,Kosove,5,85,2026-02-08 19:20:29.347
2133,8649,5074.76,0.00,USA,17,7,2026-02-08 19:20:29.370
2134,8958,528.59,0.00,Shqipëri,22,66,2026-02-08 19:20:29.383
2135,6881,86.28,0.00,Shqipëri,13,61,2026-02-08 19:20:29.397
2136,563,2915.95,0.02,USA,16,18,2026-02-08 19:20:29.413
2137,698,4210.67,0.01,USA,22,44,2026-02-08 19:20:29.430
2138,6443,107.87,0.00,UK,13,54,2026-02-08 19:20:29.443
2139,1879,717.86,0.00,Germany,7,75,2026-02-08 19:20:29.457
2140,9104,236.22,0.00,Kosove,10,95,2026-02-08 19:20:29.470
2141,8655,891.34,0.00,USA,22,68,2026-02-08 19:20:29.490
2142,5060,86.07,1.00,USA,22,57,2026-02-08 19:20:29.507
2143,2813,986.04,0.00,UK,1,80,2026-02-08 19:20:29.530
2144,5570,239.68,0.00,Kosove,12,83,2026-02-08 19:20:29.550
2145,665,5791.82,0.00,Kosove,12,95,2026-02-08 19:20:29.567
2146,20,5011.80,1.00,UK,2,15,2026-02-08 19:20:29.587
2147,8913,7047.31,1.00,Shqipëri,8,12,2026-02-08 19:20:29.603
2148,4717,7884.68,0.02,Shqipëri,8,78,2026-02-08 19:20:29.620
2149,8760,78.37,0.00,UK,19,60,2026-02-08 19:20:29.640
2150,1553,288.44,0.00,USA,4,22,2026-02-08 19:20:29.653
2151,3755,4648.43,0.01,Shqipëri,2,45,2026-02-08 19:20:29.673
2152,6680,840.39,0.00,USA,21,84,2026-02-08 19:20:29.690
2153,9524,8431.74,1.00,USA,14,42,2026-02-08 19:20:29.710
2154,9826,918.84,0.00,Shqipëri,3,28,2026-02-08 19:20:29.727
2155,3477,957.07,0.00,Germany,2,6,2026-02-08 19:20:29.747
2156,3036,3733.94,0.01,Shqipëri,11,11,2026-02-08 19:20:29.770
2157,2086,325.19,0.00,Kosove,12,93,2026-02-08 19:20:29.797
2158,7737,392.96,0.00,Kosove,12,88,2026-02-08 19:20:29.817
2159,2689,330.16,0.00,USA,20,37,2026-02-08 19:20:29.837
2160,1903,193.68,0.00,Shqipëri,22,72,2026-02-08 19:20:29.847
2161,81,349.59,0.00,Shqipëri,22,72,2026-02-08 19:20:29.860
2162,7047,266.97,0.00,Shqipëri,17,21,2026-02-08 19:20:29.873
2163,5194,7299.58,0.02,Shqipëri,3,67,2026-02-08 19:20:29.890
2164,7078,781.22,0.00,Shqipëri,2,61,2026-02-08 19:20:29.910
2165,6883,3215.28,0.00,Kosove,14,98,2026-02-08 19:20:29.927
2166,1924,8627.82,1.00,Shqipëri,5,79,2026-02-08 19:20:29.943
2167,4695,6683.54,1.00,Kosove,22,89,2026-02-08 19:20:29.963
2168,7527,823.81,0.00,Kosove,1,44,2026-02-08 19:20:29.973
2169,1616,6394.01,0.03,Kosove,1,22,2026-02-08 19:20:29.990
2170,3620,679.78,0.00,USA,7,33,2026-02-08 19:20:30.007
2171,6177,7039.92,0.01,UK,21,17,2026-02-08 19:20:30.023
2172,6269,139.23,0.00,UK,21,52,2026-02-08 19:20:30.040
2173,3064,808.90,0.00,UK,23,76,2026-02-08 19:20:30.060
2174,7670,9170.46,1.00,Shqipëri,11,55,2026-02-08 19:20:30.080
2175,8554,504.23,0.00,Shqipëri,0,17,2026-02-08 19:20:30.090
2176,1827,2631.09,1.00,USA,17,66,2026-02-08 19:20:30.107
2177,5880,110.55,0.00,USA,7,10,2026-02-08 19:20:30.120
2178,1578,359.38,0.00,Shqipëri,13,74,2026-02-08 19:20:30.137
2179,2865,465.75,0.00,Shqipëri,11,36,2026-02-08 19:20:30.150
2180,1277,2518.09,0.01,Kosove,9,42,2026-02-08 19:20:30.163
2181,656,217.27,0.00,Shqipëri,23,87,2026-02-08 19:20:30.173
2182,1723,548.83,0.00,Shqipëri,22,12,2026-02-08 19:20:30.187
2183,8638,284.36,0.00,Germany,1,66,2026-02-08 19:20:30.200
2184,354,788.16,1.00,UK,20,30,2026-02-08 19:20:30.213
2185,371,3761.24,0.01,Kosove,2,23,2026-02-08 19:20:30.233
2186,7523,519.63,0.00,Shqipëri,13,79,2026-02-08 19:20:30.247
2187,5473,6530.92,1.00,Germany,15,88,2026-02-08 19:20:30.267
2188,3532,386.46,0.00,Shqipëri,17,12,2026-02-08 19:20:30.287
2189,7553,3969.13,1.00,UK,8,83,2026-02-08 19:20:30.303
2190,4668,90.71,0.00,USA,17,10,2026-02-08 19:20:30.317
2191,3421,328.96,0.00,Shqipëri,11,78,2026-02-08 19:20:30.333
2192,251,4292.96,0.03,Shqipëri,11,34,2026-02-08 19:20:30.350
2193,5312,536.32,0.00,Shqipëri,11,13,2026-02-08 19:20:30.370
2194,3355,32.22,0.00,UK,18,92,2026-02-08 19:20:30.383
2195,4284,9546.47,1.00,Shqipëri,2,39,2026-02-08 19:20:30.403
2196,7089,523.26,0.00,Germany,19,25,2026-02-08 19:20:30.417
2197,2131,956.90,0.00,Kosove,5,86,2026-02-08 19:20:30.430
2198,8152,413.60,0.00,USA,14,73,2026-02-08 19:20:30.443
2199,2036,5137.80,0.01,USA,13,12,2026-02-08 19:20:30.460
2200,2883,9100.70,1.00,UK,5,9,2026-02-08 19:20:30.480
2201,4467,5578.79,0.01,USA,21,63,2026-02-08 19:20:30.497
2202,4456,2839.94,0.01,Shqipëri,22,53,2026-02-08 19:20:30.513
2203,4902,844.46,0.00,USA,14,54,2026-02-08 19:20:30.527
2204,4321,6112.25,0.01,Germany,15,20,2026-02-08 19:20:30.543
2205,4649,3243.48,0.03,Kosove,20,53,2026-02-08 19:20:30.563
2206,1814,863.59,0.00,Shqipëri,20,50,2026-02-08 19:20:30.577
2207,9418,453.43,0.00,Kosove,2,84,2026-02-08 19:20:30.590
2208,2796,527.22,0.00,Shqipëri,9,22,2026-02-08 19:20:30.607
2209,4500,350.37,0.00,Shqipëri,9,39,2026-02-08 19:20:30.623
2210,1500,806.14,0.00,Shqipëri,9,67,2026-02-08 19:20:30.637
2211,8633,212.65,1.00,Shqipëri,15,13,2026-02-08 19:20:30.653
2212,9692,5445.15,0.02,Shqipëri,15,98,2026-02-08 19:20:30.673
2213,3581,4871.75,0.03,USA,6,45,2026-02-08 19:20:30.690
2214,1345,3960.38,1.00,Kosove,7,0,2026-02-08 19:20:30.710
2215,6802,862.52,0.00,USA,2,33,2026-02-08 19:20:30.720
2216,27,64.37,0.00,UK,20,61,2026-02-08 19:20:30.733
2217,4846,776.09,0.00,UK,20,51,2026-02-08 19:20:30.750
2218,7611,5825.03,0.02,USA,0,71,2026-02-08 19:20:30.770
2219,8335,0.68,0.00,Germany,1,86,2026-02-08 19:20:30.780
2220,5933,1158.38,1.00,Germany,14,88,2026-02-08 19:20:30.800
2221,7239,550.68,0.00,Kosove,17,73,2026-02-08 19:20:30.817
2222,2317,4901.11,0.01,Shqipëri,6,59,2026-02-08 19:20:30.833
2223,9782,7827.08,1.00,Shqipëri,6,40,2026-02-08 19:20:30.850
2224,4803,545.07,0.00,USA,22,36,2026-02-08 19:20:30.863
2225,264,88.26,0.00,USA,22,74,2026-02-08 19:20:30.873
2226,810,730.39,0.00,USA,22,5,2026-02-08 19:20:30.890
2227,6149,30.50,0.00,UK,14,14,2026-02-08 19:20:30.903
2228,6456,8132.36,1.00,Shqipëri,22,27,2026-02-08 19:20:30.920
2229,8431,99.72,0.00,USA,21,25,2026-02-08 19:20:30.933
2230,7627,485.56,0.00,USA,21,60,2026-02-08 19:20:30.947
2231,3009,1082.54,1.00,Shqipëri,10,26,2026-02-08 19:20:30.967
2232,1987,0.18,0.00,Shqipëri,22,85,2026-02-08 19:20:30.983
2233,305,483.40,0.00,Shqipëri,22,24,2026-02-08 19:20:30.997
2234,104,5565.33,0.02,Shqipëri,22,5,2026-02-08 19:20:31.020
2235,769,7709.76,1.00,USA,7,67,2026-02-08 19:20:31.040
2236,4799,111.13,0.00,USA,7,35,2026-02-08 19:20:31.053
2237,5559,459.20,0.00,Kosove,7,73,2026-02-08 19:20:31.070
2238,6788,292.91,0.00,USA,14,44,2026-02-08 19:20:31.083
2239,5290,4761.93,0.00,USA,18,40,2026-02-08 19:20:31.103
2240,8873,345.95,0.00,Germany,10,95,2026-02-08 19:20:31.123
2241,7220,7795.55,0.00,Germany,10,93,2026-02-08 19:20:31.147
2242,6363,728.07,0.00,Kosove,3,12,2026-02-08 19:20:31.167
2243,2854,847.66,0.00,Shqipëri,13,7,2026-02-08 19:20:31.180
2244,9251,4415.50,0.01,Shqipëri,17,96,2026-02-08 19:20:31.200
2245,7941,528.20,0.00,Shqipëri,22,14,2026-02-08 19:20:31.213
2246,8309,334.90,0.00,UK,6,77,2026-02-08 19:20:31.230
2247,6556,819.80,0.00,USA,4,7,2026-02-08 19:20:31.247
2248,1206,196.31,1.00,USA,21,85,2026-02-08 19:20:31.263
2249,2405,9444.53,1.00,UK,21,56,2026-02-08 19:20:31.280
2250,2811,4194.08,0.01,Shqipëri,17,87,2026-02-08 19:20:31.297
2251,2514,282.54,0.00,Kosove,21,93,2026-02-08 19:20:31.310
2252,4633,495.71,0.00,Kosove,21,76,2026-02-08 19:20:31.320
2253,4626,5727.77,0.01,Germany,2,0,2026-02-08 19:20:31.337
2254,8206,1322.57,0.00,USA,17,62,2026-02-08 19:20:31.350
2255,2096,2284.65,0.01,Kosove,19,36,2026-02-08 19:20:31.367
2256,387,202.05,0.00,Kosove,19,25,2026-02-08 19:20:31.377
2257,4968,673.59,1.00,Kosove,19,98,2026-02-08 19:20:31.390
2258,4438,48.89,0.00,Kosove,5,4,2026-02-08 19:20:31.400
2259,5557,453.61,0.00,USA,15,83,2026-02-08 19:20:31.417
2260,7547,706.03,0.00,Shqipëri,5,24,2026-02-08 19:20:31.427
2261,5652,5474.48,0.01,Shqipëri,15,31,2026-02-08 19:20:31.443
2262,6308,472.94,0.00,UK,5,94,2026-02-08 19:20:31.460
2263,3369,4231.30,0.02,UK,5,25,2026-02-08 19:20:31.477
2264,6608,45.79,0.00,Germany,3,88,2026-02-08 19:20:31.490
2265,4860,313.34,0.00,USA,0,50,2026-02-08 19:20:31.507
2266,6617,2529.64,0.01,USA,11,76,2026-02-08 19:20:31.523
2267,6430,276.80,0.00,USA,10,87,2026-02-08 19:20:31.537
2268,808,686.15,0.00,USA,11,6,2026-02-08 19:20:31.557
2269,1889,5030.33,0.02,Germany,6,11,2026-02-08 19:20:31.577
2270,3330,95.61,0.00,Germany,6,24,2026-02-08 19:20:31.590
2271,2809,970.33,0.00,Germany,6,45,2026-02-08 19:20:31.610
2272,6387,4731.08,0.01,Kosove,4,34,2026-02-08 19:20:31.630
2273,9037,272.44,0.00,UK,15,31,2026-02-08 19:20:31.643
2274,735,820.28,0.00,Germany,19,32,2026-02-08 19:20:31.657
2275,3437,31.07,0.00,Shqipëri,1,43,2026-02-08 19:20:31.673
2276,52,652.09,0.00,USA,7,52,2026-02-08 19:20:31.690
2277,3074,4871.11,0.01,USA,0,10,2026-02-08 19:20:31.710
2278,5081,47.96,0.00,UK,4,89,2026-02-08 19:20:31.723
2279,8525,232.90,0.00,USA,13,21,2026-02-08 19:20:31.733
2280,4159,1914.90,1.00,UK,2,34,2026-02-08 19:20:31.753
2281,5134,965.78,0.00,USA,18,18,2026-02-08 19:20:31.767
2282,5545,255.97,0.00,Shqipëri,21,50,2026-02-08 19:20:31.780
2283,346,966.04,0.00,USA,17,87,2026-02-08 19:20:31.797
2284,8109,719.17,0.00,Germany,2,27,2026-02-08 19:20:31.813
2285,6423,8784.21,1.00,UK,8,18,2026-02-08 19:20:31.833
2286,6506,3808.31,1.00,UK,8,57,2026-02-08 19:20:31.850
2287,3632,5346.48,1.00,Shqipëri,20,78,2026-02-08 19:20:31.870
2288,7762,4651.03,0.01,UK,21,54,2026-02-08 19:20:31.887
2289,6511,5994.85,0.08,Germany,2,93,2026-02-08 19:20:31.907
2290,6844,3270.68,1.00,UK,12,40,2026-02-08 19:20:31.927
2291,2486,376.94,0.00,Kosove,23,45,2026-02-08 19:20:31.937
2292,133,74.20,0.00,USA,22,30,2026-02-08 19:20:31.950
2293,2079,901.34,0.00,Kosove,5,79,2026-02-08 19:20:31.967
2294,3631,912.53,0.00,Kosove,5,82,2026-02-08 19:20:31.983
2295,1336,4557.97,0.03,Germany,11,0,2026-02-08 19:20:32.007
2296,2391,512.81,0.00,Germany,11,10,2026-02-08 19:20:32.030
2297,2194,455.61,0.00,Germany,6,29,2026-02-08 19:20:32.050
2298,6049,460.29,0.00,UK,6,95,2026-02-08 19:20:32.063
2299,5439,3804.65,0.00,Shqipëri,22,43,2026-02-08 19:20:32.083
2300,7815,8123.01,1.00,UK,17,60,2026-02-08 19:20:32.107
2301,6997,7063.53,0.01,UK,17,62,2026-02-08 19:20:32.130
2302,1988,803.95,0.00,UK,17,81,2026-02-08 19:20:32.143
2303,7925,9720.86,0.01,UK,17,33,2026-02-08 19:20:32.167
2304,7832,96.20,0.00,USA,8,61,2026-02-08 19:20:32.187
2305,4553,508.23,0.00,Shqipëri,4,66,2026-02-08 19:20:32.203
2306,8864,5242.60,0.02,Germany,15,90,2026-02-08 19:20:32.227
2307,8020,5206.27,1.00,Shqipëri,22,84,2026-02-08 19:20:32.247
2308,7858,6575.14,0.01,UK,11,60,2026-02-08 19:20:32.267
2309,9723,717.59,0.00,UK,15,61,2026-02-08 19:20:32.280
2310,2641,1922.33,0.00,Shqipëri,20,23,2026-02-08 19:20:32.297
2311,5835,8584.23,1.00,Shqipëri,9,53,2026-02-08 19:20:32.313
2312,7647,5996.38,1.00,UK,17,57,2026-02-08 19:20:32.330
2313,6152,4454.88,0.00,USA,3,88,2026-02-08 19:20:32.347
2314,564,6017.56,0.02,USA,3,15,2026-02-08 19:20:32.360
2315,4113,1510.99,1.00,USA,7,76,2026-02-08 19:20:32.377
2316,1905,126.10,0.00,Germany,10,76,2026-02-08 19:20:32.387
2317,1193,6949.27,1.00,Shqipëri,5,4,2026-02-08 19:20:32.400
2318,9131,6939.35,0.01,USA,15,96,2026-02-08 19:20:32.417
2319,754,209.94,0.00,UK,5,87,2026-02-08 19:20:32.433
2320,6273,7139.77,0.01,UK,4,27,2026-02-08 19:20:32.447
2321,7132,552.75,0.00,Germany,19,94,2026-02-08 19:20:32.460
2322,9799,1149.16,1.00,USA,2,10,2026-02-08 19:20:32.473
2323,3954,543.45,0.00,USA,21,27,2026-02-08 19:20:32.483
2324,3523,140.86,0.00,USA,19,55,2026-02-08 19:20:32.500
2325,6674,123.14,0.00,USA,19,0,2026-02-08 19:20:32.510
2326,1719,1449.82,1.00,USA,19,43,2026-02-08 19:20:32.523
2327,4621,725.90,0.00,Shqipëri,6,86,2026-02-08 19:20:32.533
2328,4439,6226.63,1.00,Germany,20,80,2026-02-08 19:20:32.550
2329,9817,886.76,0.00,Germany,20,43,2026-02-08 19:20:32.560
2330,5781,3927.59,0.00,Kosove,18,63,2026-02-08 19:20:32.573
2331,3676,8817.16,1.00,USA,15,57,2026-02-08 19:20:32.590
2332,4608,2296.42,1.00,Shqipëri,3,42,2026-02-08 19:20:32.603
2333,3571,5631.07,1.00,Shqipëri,3,3,2026-02-08 19:20:32.620
2334,4529,21.92,0.00,Kosove,22,68,2026-02-08 19:20:32.637
2335,3104,5396.55,0.01,Kosove,6,100,2026-02-08 19:20:32.657
2336,9792,508.57,0.00,Germany,17,87,2026-02-08 19:20:32.670
2337,8797,4953.76,0.01,Shqipëri,21,42,2026-02-08 19:20:32.690
2338,1758,3945.47,0.01,Shqipëri,21,78,2026-02-08 19:20:32.710
2339,2198,5988.29,0.01,Shqipëri,0,12,2026-02-08 19:20:32.730
2340,2238,5615.49,0.01,Germany,15,41,2026-02-08 19:20:32.750
2341,8048,80.88,0.00,USA,3,54,2026-02-08 19:20:32.767
2342,3506,748.13,0.00,USA,3,33,2026-02-08 19:20:32.783
2343,10000,8427.84,0.01,USA,8,2,2026-02-08 19:20:32.803
2344,2935,7719.60,1.00,Shqipëri,17,47,2026-02-08 19:20:32.823
2345,1799,481.41,0.00,UK,3,100,2026-02-08 19:20:32.837
2346,3971,976.02,0.00,UK,3,51,2026-02-08 19:20:32.853
2347,5104,887.23,0.00,UK,4,38,2026-02-08 19:20:32.867
2348,8355,321.27,0.00,Kosove,5,57,2026-02-08 19:20:32.883
2349,3953,5332.00,1.00,Shqipëri,5,68,2026-02-08 19:20:32.903
2350,3799,801.79,0.00,Shqipëri,5,74,2026-02-08 19:20:32.927
2351,593,527.85,0.00,UK,23,6,2026-02-08 19:20:32.950
2352,17,9013.18,1.00,Shqipëri,18,7,2026-02-08 19:20:32.970
2353,9223,732.66,0.00,UK,5,93,2026-02-08 19:20:32.990
2354,9339,5095.58,0.01,Shqipëri,9,76,2026-02-08 19:20:33.017
2355,775,275.90,1.00,Germany,1,47,2026-02-08 19:20:33.040
2356,255,221.99,0.00,Shqipëri,3,35,2026-02-08 19:20:33.060
2357,8711,478.46,0.00,USA,14,73,2026-02-08 19:20:33.083
2358,9125,4527.67,1.00,UK,20,37,2026-02-08 19:20:33.107
2359,7659,57.65,0.00,Shqipëri,8,76,2026-02-08 19:20:33.137
2360,5297,644.92,0.00,Germany,17,32,2026-02-08 19:20:33.153
2361,2243,5197.72,0.01,USA,3,98,2026-02-08 19:20:33.180
2362,9966,888.88,0.00,USA,19,49,2026-02-08 19:20:33.197
2363,452,46.49,0.00,USA,14,87,2026-02-08 19:20:33.223
2364,7437,771.24,0.00,Shqipëri,10,96,2026-02-08 19:20:33.243
2365,3486,2538.82,1.00,USA,11,53,2026-02-08 19:20:33.263
2366,3698,5884.78,0.00,Shqipëri,9,3,2026-02-08 19:20:33.287
2367,8549,4590.76,0.01,UK,8,85,2026-02-08 19:20:33.310
2368,7665,550.31,0.00,Germany,20,8,2026-02-08 19:20:33.333
2369,1803,798.84,0.00,Germany,20,11,2026-02-08 19:20:33.357
2370,5908,387.96,1.00,Kosove,18,51,2026-02-08 19:20:33.383
2371,516,8243.67,0.00,UK,2,28,2026-02-08 19:20:33.407
2372,1497,439.94,0.00,Shqipëri,11,61,2026-02-08 19:20:33.430
2373,4863,932.22,0.00,USA,3,79,2026-02-08 19:20:33.447
2374,2225,319.11,0.00,USA,5,61,2026-02-08 19:20:33.467
2375,9819,923.52,0.00,Germany,8,82,2026-02-08 19:20:33.483
2376,7416,6892.80,0.01,Shqipëri,11,77,2026-02-08 19:20:33.503
2377,3657,296.02,0.00,USA,2,75,2026-02-08 19:20:33.523
2378,7392,4330.67,0.00,USA,13,17,2026-02-08 19:20:33.543
2379,9230,545.55,0.00,USA,13,18,2026-02-08 19:20:33.560
2380,4104,706.03,0.00,USA,13,66,2026-02-08 19:20:33.580
2381,7116,994.12,0.00,USA,13,7,2026-02-08 19:20:33.593
2382,8044,842.91,0.00,UK,8,58,2026-02-08 19:20:33.607
2383,4726,799.90,0.00,Kosove,18,90,2026-02-08 19:20:33.633
2384,7374,4716.44,1.00,Kosove,6,43,2026-02-08 19:20:33.670
2385,9356,540.09,0.00,Kosove,18,64,2026-02-08 19:20:33.687
2386,7401,5689.36,1.00,Kosove,18,67,2026-02-08 19:20:33.710
2387,2648,782.83,0.00,UK,5,6,2026-02-08 19:20:33.727
2388,7644,387.88,0.00,UK,5,90,2026-02-08 19:20:33.740
2389,6482,5627.54,0.01,Kosove,17,29,2026-02-08 19:20:33.760
2390,3245,947.90,0.00,Kosove,17,28,2026-02-08 19:20:33.780
2391,1681,3440.17,0.02,Shqipëri,14,77,2026-02-08 19:20:33.800
2392,1378,7570.23,1.00,USA,9,44,2026-02-08 19:20:33.820
2393,8458,1077.46,0.01,Shqipëri,19,3,2026-02-08 19:20:33.843
2394,4520,5545.00,0.00,USA,14,65,2026-02-08 19:20:33.893
2395,5141,2337.77,1.00,USA,20,26,2026-02-08 19:20:33.923
2396,7698,241.30,0.00,Germany,16,22,2026-02-08 19:20:33.950
2397,4853,726.16,0.00,Shqipëri,21,14,2026-02-08 19:20:33.967
