device_id,user_id,device_fingerprint,os,browser,first_seen,last_seen,trusted
785,1717,DEV-1529794333-785,macOS,Firefox,2024-06-01 18:51:44.853,2024-06-22 18:51:44.853,1
786,7250,DEV-713729340-786,macOS,Firefox,2025-02-13 18:51:44.857,2025-02-24 18:51:44.857,1
787,9563,DEV-286017959-787,Windows 11,Safari,2024-05-08 18:51:44.860,2024-05-29 18:51:44.860,1
788,7669,DEV-713765420-788,Linux,Edge,2024-11-16 18:51:44.867,2024-12-10 18:51:44.867,0
789,8069,DEV-1016404119-789,macOS,Chrome,2025-04-12 18:51:44.873,2025-05-01 18:51:44.873,1
790,768,DEV-1864335567-790,Windows 11,Edge,2025-07-27 18:51:44.877,2025-08-08 18:51:44.877,1
791,2682,DEV-924419291-791,macOS,Safari,2025-12-19 18:51:44.880,2025-12-20 18:51:44.880,1
792,291,DEV-398981288-792,Windows 10,Firefox,2024-09-02 18:51:44.887,2024-09-09 18:51:44.887,1
793,3049,DEV-2146311655-793,Android,Opera,2024-03-07 18:51:44.890,2024-03-19 18:51:44.890,1
794,2919,DEV-1754441835-794,macOS,Edge,2026-01-19 18:51:44.897,2026-02-08 18:51:44.897,1
795,6586,DEV-1895129370-795,Linux,Firefox,2025-05-15 18:51:44.900,2025-06-03 18:51:44.900,0
796,5397,DEV-2142083082-796,Windows 11,Firefox,2025-12-05 18:51:44.907,2025-12-05 18:51:44.907,1
797,3566,DEV-1152212637-797,iOS,Edge,2025-12-26 18:51:44.910,2025-12-28 18:51:44.910,0
798,7411,DEV-1598476760-798,macOS,Edge,2025-08-11 18:51:44.913,2025-08-22 18:51:44.913,1
799,1488,DEV-1297773189-799,iOS,Safari,2025-02-04 18:51:44.920,2025-02-13 18:51:44.920,1
800,6221,DEV-1201967731-800,Windows 10,Edge,2024-09-02 18:51:44.923,2024-09-24 18:51:44.923,1
801,4354,DEV-1672010167-801,macOS,Opera,2025-04-03 18:51:44.930,2025-04-09 18:51:44.930,0
802,8267,DEV-378447642-802,Android,Firefox,2024-08-01 18:51:44.933,2024-08-06 18:51:44.933,1
803,4608,DEV-864758350-803,Linux,Safari,2024-08-12 18:51:44.937,2024-08-17 18:51:44.937,0
804,462,DEV-976423523-804,Windows 11,Safari,2024-12-26 18:51:44.940,2025-01-03 18:51:44.940,1
805,5369,DEV-1344730830-805,iOS,Safari,2025-02-17 18:51:44.950,2025-03-12 18:51:44.950,1
806,4568,DEV-202670989-806,Android,Firefox,2025-10-04 18:51:44.953,2025-10-20 18:51:44.953,1
807,8117,DEV-1434293821-807,iOS,Opera,2024-05-31 18:51:44.957,2024-06-24 18:51:44.957,1
808,4980,DEV-395648664-808,macOS,Chrome,2026-01-16 18:51:44.960,2026-01-22 18:51:44.960,0
809,2006,DEV-1612196096-809,Windows 11,Opera,2024-06-12 18:51:44.963,2024-06-14 18:51:44.963,0
810,8797,DEV-433435606-810,Android,Opera,2025-03-13 18:51:44.970,2025-03-29 18:51:44.970,1
811,2335,DEV-618975448-811,Android,Firefox,2025-09-18 18:51:44.973,2025-09-24 18:51:44.973,1
812,9266,DEV-1287041284-812,Windows 11,Edge,2026-01-28 18:51:44.977,2026-02-05 18:51:44.977,1
813,4646,DEV-441473484-813,Windows 10,Chrome,2024-08-28 18:51:44.980,2024-09-12 18:51:44.980,1
814,3741,DEV-1597135300-814,Linux,Opera,2024-06-16 18:51:44.983,2024-06-27 18:51:44.983,1
815,8435,DEV-2019422591-815,Android,Safari,2025-12-09 18:51:44.987,2025-12-28 18:51:44.987,0
816,436,DEV-89204036-816,iOS,Chrome,2025-02-18 18:51:44.990,2025-02-26 18:51:44.990,0
817,3423,DEV-1478780008-817,iOS,Safari,2025-10-06 18:51:44.997,2025-10-14 18:51:44.997,1
818,2557,DEV-126022572-818,Android,Edge,2025-05-17 18:51:45.003,2025-05-22 18:51:45.003,1
819,9936,DEV-567259000-819,iOS,Chrome,2025-12-14 18:51:45.010,2025-12-31 18:51:45.010,1
820,2556,DEV-1707248441-820,Windows 11,Firefox,2024-12-21 18:51:45.013,2024-12-25 18:51:45.013,1
821,2263,DEV-693785163-821,iOS,Chrome,2025-03-24 18:51:45.017,2025-04-04 18:51:45.017,1
822,3860,DEV-1657723850-822,Windows 11,Opera,2024-05-14 18:51:45.020,2024-05-23 18:51:45.020,1
823,8809,DEV-1146279301-823,macOS,Opera,2025-06-11 18:51:45.027,2025-07-09 18:51:45.027,1
824,2449,DEV-1940673239-824,iOS,Safari,2025-08-26 18:51:45.030,2025-09-08 18:51:45.030,1
825,2701,DEV-218151407-825,Windows 11,Opera,2024-05-03 18:51:45.037,2024-05-31 18:51:45.037,1
826,654,DEV-447953680-826,Android,Edge,2025-02-22 18:51:45.040,2025-03-08 18:51:45.040,1
827,3972,DEV-104753119-827,Android,Opera,2025-04-02 18:51:45.047,2025-04-21 18:51:45.047,1
828,4636,DEV-1042813983-828,Linux,Edge,2025-05-08 18:51:45.050,2025-05-14 18:51:45.050,0
829,4353,DEV-1102675813-829,Linux,Opera,2025-05-01 18:51:45.057,2025-05-05 18:51:45.057,1
830,2809,DEV-1046487813-830,Android,Opera,2024-11-13 18:51:45.060,2024-11-14 18:51:45.060,1
831,3074,DEV-503843063-831,Android,Firefox,2025-06-29 18:51:45.067,2025-07-11 18:51:45.067,1
832,1639,DEV-132711406-832,iOS,Safari,2024-10-10 18:51:45.070,2024-11-08 18:51:45.070,1
833,5604,DEV-1197217978-833,Windows 10,Opera,2025-11-06 18:51:45.073,2025-11-11 18:51:45.073,1
834,6605,DEV-2137514859-834,Windows 11,Edge,2025-07-30 18:51:45.080,2025-08-16 18:51:45.080,1
835,9136,DEV-1462578024-835,Linux,Firefox,2024-12-31 18:51:45.083,2025-01-17 18:51:45.083,1
836,4184,DEV-882681545-836,iOS,Opera,2024-07-11 18:51:45.087,2024-07-16 18:51:45.087,1
837,8720,DEV-284954393-837,macOS,Chrome,2024-03-03 18:51:45.090,2024-03-27 18:51:45.090,1
838,6850,DEV-1175113800-838,Windows 11,Edge,2025-01-16 18:51:45.097,2025-01-25 18:51:45.097,1
839,4839,DEV-687553640-839,Windows 10,Edge,2024-08-08 18:51:45.100,2024-09-01 18:51:45.100,0
840,2747,DEV-955960767-840,Windows 10,Safari,2025-02-24 18:51:45.103,2025-03-03 18:51:45.103,0
841,7345,DEV-1253544310-841,Linux,Chrome,2024-09-01 18:51:45.107,2024-09-02 18:51:45.107,1
842,6281,DEV-2142311530-842,iOS,Firefox,2025-12-31 18:51:45.110,2026-01-28 18:51:45.110,1
843,9671,DEV-1519588005-843,Windows 11,Opera,2024-11-25 18:51:45.113,2024-12-06 18:51:45.113,0
844,7936,DEV-2004998705-844,Linux,Opera,2025-04-30 18:51:45.120,2025-05-09 18:51:45.120,0
845,3414,DEV-1670606252-845,Android,Edge,2024-07-12 18:51:45.123,2024-07-21 18:51:45.123,1
846,5492,DEV-1311495565-846,Windows 11,Edge,2024-10-02 18:51:45.127,2024-10-07 18:51:45.127,1
847,1271,DEV-1406310381-847,Windows 10,Edge,2024-10-22 18:51:45.130,2024-11-18 18:51:45.130,1
848,207,DEV-2038699850-848,Windows 11,Chrome,2025-09-10 18:51:45.137,2025-09-29 18:51:45.137,1
849,6486,DEV-1540796619-849,Windows 11,Edge,2025-10-16 18:51:45.140,2025-11-01 18:51:45.140,1
850,4740,DEV-1950355018-850,macOS,Edge,2024-12-31 18:51:45.143,2025-01-21 18:51:45.143,1
851,841,DEV-219976543-851,macOS,Safari,2025-09-06 18:51:45.147,2025-09-16 18:51:45.147,0
852,2501,DEV-657123917-852,Windows 11,Chrome,2024-03-11 18:51:45.153,2024-03-22 18:51:45.153,1
853,2798,DEV-1337946674-853,Linux,Chrome,2024-11-27 18:51:45.160,2024-12-17 18:51:45.160,1
854,3590,DEV-789246944-854,Linux,Firefox,2024-10-01 18:51:45.163,2024-10-06 18:51:45.163,1
855,7837,DEV-1262270995-855,Windows 11,Edge,2025-12-12 18:51:45.170,2026-01-09 18:51:45.170,0
856,7506,DEV-703240888-856,iOS,Firefox,2024-07-09 18:51:45.170,2024-07-18 18:51:45.170,0
857,5357,DEV-1298503981-857,Android,Safari,2025-03-29 18:51:45.180,2025-04-06 18:51:45.180,1
858,3489,DEV-1790939702-858,Windows 11,Firefox,2025-05-15 18:51:45.183,2025-06-12 18:51:45.183,1
859,8346,DEV-455756184-859,iOS,Opera,2025-04-30 18:51:45.187,2025-05-14 18:51:45.187,0
860,5847,DEV-1061032102-860,macOS,Edge,2025-03-28 18:51:45.190,2025-04-20 18:51:45.190,1
861,9552,DEV-1915533257-861,iOS,Opera,2024-05-12 18:51:45.197,2024-06-05 18:51:45.197,0
862,6385,DEV-461421868-862,Windows 11,Safari,2025-10-16 18:51:45.200,2025-10-28 18:51:45.200,1
863,2011,DEV-919617496-863,Windows 10,Opera,2024-09-02 18:51:45.203,2024-09-28 18:51:45.203,1
864,423,DEV-1439899425-864,Windows 11,Edge,2024-07-17 18:51:45.210,2024-08-12 18:51:45.210,1
865,6392,DEV-1711015957-865,Android,Opera,2025-12-18 18:51:45.213,2025-12-22 18:51:45.213,1
866,1694,DEV-1628350234-866,Android,Safari,2024-08-30 18:51:45.220,2024-08-31 18:51:45.220,1
867,9551,DEV-839795156-867,Android,Chrome,2025-01-05 18:51:45.223,2025-01-05 18:51:45.223,1
868,9803,DEV-1500641569-868,Android,Firefox,2025-09-16 18:51:45.230,2025-09-21 18:51:45.230,0
869,4310,DEV-1948242230-869,Android,Firefox,2024-10-27 18:51:45.237,2024-11-15 18:51:45.237,1
870,5656,DEV-792687825-870,Linux,Opera,2024-03-20 18:51:45.240,2024-03-30 18:51:45.240,1
871,7288,DEV-995312342-871,macOS,Opera,2025-12-25 18:51:45.247,2025-12-29 18:51:45.247,1
872,9828,DEV-1089488151-872,Windows 11,Chrome,2024-11-19 18:51:45.250,2024-12-11 18:51:45.250,1
873,9892,DEV-1222485654-873,Windows 10,Opera,2024-10-14 18:51:45.257,2024-11-05 18:51:45.257,0
874,3953,DEV-525915374-874,Windows 11,Chrome,2024-07-30 18:51:45.260,2024-08-19 18:51:45.260,0
875,5852,DEV-852008157-875,iOS,Firefox,2026-01-26 18:51:45.267,2026-02-05 18:51:45.267,1
876,7059,DEV-420263265-876,Windows 11,Chrome,2024-06-12 18:51:45.270,2024-07-09 18:51:45.270,1
877,7000,DEV-577226153-877,Windows 11,Edge,2025-11-11 18:51:45.273,2025-11-13 18:51:45.273,1
878,2348,DEV-723669430-878,Android,Edge,2025-02-21 18:51:45.280,2025-03-04 18:51:45.280,1
879,9505,DEV-1930643334-879,Windows 10,Safari,2025-05-30 18:51:45.287,2025-05-30 18:51:45.287,1
880,6631,DEV-867796333-880,Android,Edge,2025-08-24 18:51:45.290,2025-09-16 18:51:45.290,1
881,2364,DEV-466316041-881,Linux,Opera,2024-10-18 18:51:45.297,2024-10-30 18:51:45.297,1
882,8915,DEV-39396311-882,macOS,Opera,2024-12-13 18:51:45.300,2024-12-27 18:51:45.300,1
883,428,DEV-227874857-883,Linux,Chrome,2025-09-03 18:51:45.307,2025-10-02 18:51:45.307,1
884,1509,DEV-1281143638-884,Android,Safari,2025-12-27 18:51:45.310,2026-01-13 18:51:45.310,1
885,5747,DEV-1411508845-885,macOS,Opera,2025-09-17 18:51:45.313,2025-10-13 18:51:45.313,1
886,422,DEV-994970378-886,macOS,Firefox,2024-09-29 18:51:45.320,2024-10-01 18:51:45.320,1
887,134,DEV-1838299051-887,Android,Edge,2025-02-13 18:51:45.327,2025-02-23 18:51:45.327,0
888,2773,DEV-584309393-888,macOS,Firefox,2024-03-02 18:51:45.333,2024-03-31 18:51:45.333,0
889,3823,DEV-303134193-889,macOS,Edge,2025-07-08 18:51:45.337,2025-07-13 18:51:45.337,1
890,7190,DEV-1666416944-890,Android,Firefox,2026-01-05 18:51:45.340,2026-01-10 18:51:45.340,0
891,1042,DEV-86015800-891,Windows 10,Opera,2024-11-04 18:51:45.347,2024-12-03 18:51:45.347,1
892,5561,DEV-616027646-892,Linux,Opera,2025-04-07 18:51:45.350,2025-04-13 18:51:45.350,0
893,9980,DEV-41105737-893,Windows 10,Edge,2024-05-06 18:51:45.357,2024-05-12 18:51:45.357,1
894,3448,DEV-1218833732-894,Android,Chrome,2024-09-17 18:51:45.363,2024-10-09 18:51:45.363,1
895,797,DEV-174814469-895,Android,Edge,2024-09-15 18:51:45.367,2024-10-07 18:51:45.367,1
896,5081,DEV-942855109-896,iOS,Safari,2024-08-19 18:51:45.370,2024-09-14 18:51:45.370,1
897,2475,DEV-685393000-897,Android,Firefox,2025-01-01 18:51:45.377,2025-01-01 18:51:45.377,1
898,6393,DEV-1121387368-898,iOS,Firefox,2024-12-31 18:51:45.380,2025-01-25 18:51:45.380,1
899,3658,DEV-1860411445-899,Windows 10,Edge,2025-08-19 18:51:45.390,2025-08-31 18:51:45.390,1
900,9273,DEV-194024804-900,macOS,Edge,2025-06-24 18:51:45.393,2025-06-26 18:51:45.393,0
901,4092,DEV-200020357-901,iOS,Edge,2024-07-09 18:51:45.400,2024-08-05 18:51:45.400,1
902,3198,DEV-427416233-902,Windows 10,Opera,2024-04-27 18:51:45.403,2024-05-12 18:51:45.403,1
903,4693,DEV-2133168060-903,iOS,Edge,2024-05-20 18:51:45.407,2024-05-20 18:51:45.407,1
904,7202,DEV-605263827-904,Windows 11,Chrome,2025-05-07 18:51:45.413,2025-06-02 18:51:45.413,1
905,8224,DEV-360430145-905,Android,Firefox,2025-04-12 18:51:45.420,2025-05-09 18:51:45.420,1
906,4264,DEV-170675702-906,Linux,Edge,2025-02-26 18:51:45.423,2025-03-12 18:51:45.423,1
907,4732,DEV-1209137422-907,Linux,Firefox,2024-10-15 18:51:45.430,2024-10-27 18:51:45.430,1
908,7433,DEV-1887641316-908,Android,Firefox,2025-01-08 18:51:45.433,2025-02-01 18:51:45.433,0
909,8030,DEV-2100799557-909,Windows 11,Safari,2024-07-04 18:51:45.437,2024-07-11 18:51:45.437,1
910,1589,DEV-1774822412-910,iOS,Firefox,2025-08-11 18:51:45.443,2025-09-05 18:51:45.443,1
911,8371,DEV-1825823777-911,macOS,Firefox,2025-08-19 18:51:45.447,2025-08-21 18:51:45.447,0
912,4040,DEV-166586243-912,Linux,Edge,2025-10-17 18:51:45.450,2025-10-17 18:51:45.450,0
913,6333,DEV-240900991-913,iOS,Opera,2024-06-09 18:51:45.457,2024-07-01 18:51:45.457,1
914,3980,DEV-1101294638-914,Windows 11,Opera,2025-06-07 18:51:45.460,2025-06-08 18:51:45.460,1
915,7250,DEV-1281210665-915,Android,Edge,2025-06-23 18:51:45.467,2025-07-05 18:51:45.467,1
916,9508,DEV-823822075-916,Windows 10,Opera,2024-08-14 18:51:45.470,2024-08-29 18:51:45.470,1
917,3140,DEV-2025337497-917,iOS,Opera,2024-10-26 18:51:45.477,2024-11-16 18:51:45.477,0
918,6384,DEV-58049565-918,iOS,Chrome,2025-01-24 18:51:45.480,2025-02-05 18:51:45.480,0
919,1610,DEV-1109384585-919,Windows 11,Firefox,2025-02-24 18:51:45.483,2025-03-09 18:51:45.483,1
920,2050,DEV-644057650-920,iOS,Safari,2024-03-28 18:51:45.490,2024-03-29 18:51:45.490,1
921,3550,DEV-159454068-921,Windows 11,Edge,2025-05-24 18:51:45.493,2025-06-05 18:51:45.493,1
922,1199,DEV-1998021745-922,Windows 11,Safari,2025-02-02 18:51:45.500,2025-02-15 18:51:45.500,1
923,5941,DEV-231859019-923,macOS,Firefox,2024-05-15 18:51:45.503,2024-05-24 18:51:45.503,1
924,9316,DEV-1707580247-924,Windows 10,Safari,2024-07-02 18:51:45.510,2024-07-19 18:51:45.510,0
925,8595,DEV-1775133687-925,Windows 11,Edge,2025-09-09 18:51:45.513,2025-10-03 18:51:45.513,1
926,9308,DEV-1203214289-926,Windows 10,Firefox,2024-03-04 18:51:45.520,2024-03-22 18:51:45.520,1
927,2134,DEV-991156934-927,macOS,Safari,2024-09-08 18:51:45.523,2024-09-21 18:51:45.523,1
928,8549,DEV-1596973508-928,Android,Edge,2024-12-23 18:51:45.530,2025-01-16 18:51:45.530,0
929,4367,DEV-2034445304-929,Windows 11,Firefox,2025-12-21 18:51:45.533,2025-12-21 18:51:45.533,0
930,4097,DEV-697742337-930,Android,Firefox,2026-01-22 18:51:45.540,2026-02-11 18:51:45.540,0
931,1496,DEV-2124556736-931,iOS,Safari,2024-06-30 18:51:45.543,2024-07-18 18:51:45.543,1
932,3659,DEV-1870325489-932,Windows 10,Firefox,2025-06-16 18:51:45.550,2025-06-28 18:51:45.550,1
933,7516,DEV-682790636-933,Android,Safari,2024-08-11 18:51:45.553,2024-08-20 18:51:45.553,1
934,1736,DEV-1295088976-934,Linux,Chrome,2025-12-06 18:51:45.557,2025-12-30 18:51:45.557,1
935,504,DEV-1858528435-935,Linux,Safari,2025-02-27 18:51:45.563,2025-03-26 18:51:45.563,0
936,2317,DEV-898729171-936,Windows 11,Chrome,2025-12-26 18:51:45.570,2026-01-12 18:51:45.570,1
937,865,DEV-1049343842-937,Android,Chrome,2025-07-03 18:51:45.577,2025-07-03 18:51:45.577,1
938,5280,DEV-499547869-938,iOS,Edge,2024-07-02 18:51:45.583,2024-07-04 18:51:45.583,1
939,3363,DEV-1065030616-939,macOS,Edge,2025-05-13 18:51:45.587,2025-05-15 18:51:45.587,1
940,3828,DEV-242248373-940,macOS,Safari,2025-10-09 18:51:45.593,2025-10-26 18:51:45.593,1
941,8990,DEV-269206715-941,iOS,Chrome,2025-06-30 18:51:45.600,2025-07-06 18:51:45.600,0
942,2625,DEV-392540612-942,macOS,Safari,2024-04-13 18:51:45.603,2024-04-28 18:51:45.603,1
943,3730,DEV-2046847793-943,iOS,Safari,2024-04-21 18:51:45.607,2024-04-21 18:51:45.607,1
944,2286,DEV-1429906231-944,Android,Opera,2024-08-18 18:51:45.613,2024-09-14 18:51:45.613,0
945,497,DEV-1366133103-945,Windows 11,Opera,2024-09-01 18:51:45.620,2024-09-22 18:51:45.620,0
946,8061,DEV-1677176954-946,Windows 10,Firefox,2025-03-28 18:51:45.623,2025-04-07 18:51:45.623,0
947,4062,DEV-953740734-947,macOS,Firefox,2024-02-20 18:51:45.630,2024-03-10 18:51:45.630,1
948,5508,DEV-1158425027-948,Windows 10,Opera,2024-04-25 18:51:45.637,2024-05-09 18:51:45.637,0
949,242,DEV-1350628935-949,Android,Firefox,2025-08-18 18:51:45.643,2025-09-08 18:51:45.643,0
950,5730,DEV-434842277-950,Windows 10,Firefox,2024-07-06 18:51:45.650,2024-07-12 18:51:45.650,1
951,1852,DEV-50686909-951,Linux,Opera,2025-06-22 18:51:45.653,2025-07-21 18:51:45.653,1
952,9394,DEV-203071994-952,iOS,Safari,2024-09-21 18:51:45.660,2024-09-23 18:51:45.660,1
953,6773,DEV-2003074979-953,macOS,Safari,2024-06-30 18:51:45.663,2024-07-10 18:51:45.663,0
954,2623,DEV-1682498201-954,macOS,Opera,2024-12-05 18:51:45.670,2024-12-12 18:51:45.670,1
955,278,DEV-505994611-955,Android,Firefox,2025-05-29 18:51:45.677,2025-06-20 18:51:45.677,1
956,4565,DEV-1585864050-956,macOS,Edge,2024-08-30 18:51:45.680,2024-09-09 18:51:45.680,0
957,5645,DEV-2082795665-957,Windows 10,Edge,2025-06-21 18:51:45.687,2025-07-01 18:51:45.687,0
958,6038,DEV-824843001-958,macOS,Chrome,2024-10-03 18:51:45.690,2024-10-27 18:51:45.690,1
959,3654,DEV-1737242683-959,Windows 11,Firefox,2025-04-08 18:51:45.697,2025-05-03 18:51:45.697,1
960,8695,DEV-805536020-960,Linux,Opera,2024-04-02 18:51:45.703,2024-04-21 18:51:45.703,1
961,1425,DEV-1976463562-961,Windows 11,Firefox,2024-07-29 18:51:45.707,2024-07-30 18:51:45.707,1
962,6569,DEV-1802888391-962,macOS,Opera,2025-03-23 18:51:45.713,2025-03-30 18:51:45.713,1
963,2284,DEV-1062858216-963,Linux,Firefox,2024-08-24 18:51:45.717,2024-09-21 18:51:45.717,1
964,927,DEV-776621478-964,Windows 11,Opera,2025-09-10 18:51:45.723,2025-09-23 18:51:45.723,0
965,8203,DEV-982714010-965,Android,Safari,2025-06-13 18:51:45.730,2025-06-21 18:51:45.730,1
966,7718,DEV-1560540494-966,macOS,Opera,2025-05-23 18:51:45.737,2025-05-29 18:51:45.737,1
967,393,DEV-1995343851-967,Linux,Opera,2026-01-22 18:51:45.740,2026-02-05 18:51:45.740,1
968,9671,DEV-1064619516-968,Android,Chrome,2024-12-29 18:51:45.747,2025-01-16 18:51:45.747,0
969,3970,DEV-1508675246-969,Windows 10,Safari,2024-04-26 18:51:45.750,2024-05-10 18:51:45.750,1
970,849,DEV-1068503655-970,Linux,Edge,2024-05-21 18:51:45.757,2024-05-21 18:51:45.757,1
971,9541,DEV-671142065-971,Windows 11,Edge,2024-07-07 18:51:45.763,2024-07-21 18:51:45.763,1
972,6580,DEV-165112797-972,Windows 11,Safari,2025-03-28 18:51:45.767,2025-03-29 18:51:45.767,1
973,6074,DEV-1395086040-973,Windows 10,Safari,2024-05-09 18:51:45.773,2024-06-02 18:51:45.773,1
974,5820,DEV-1675834333-974,iOS,Firefox,2024-11-20 18:51:45.780,2024-12-09 18:51:45.780,0
975,2640,DEV-1468895644-975,Android,Edge,2024-06-03 18:51:45.783,2024-06-12 18:51:45.783,1
976,1147,DEV-1171688709-976,Android,Safari,2026-02-03 18:51:45.787,2026-02-22 18:51:45.787,0
977,8649,DEV-660438073-977,iOS,Edge,2024-12-18 18:51:45.790,2024-12-31 18:51:45.790,0
978,3416,DEV-989915314-978,iOS,Firefox,2024-07-18 18:51:45.797,2024-07-26 18:51:45.797,0
979,2875,DEV-292629939-979,Android,Edge,2025-02-01 18:51:45.800,2025-03-01 18:51:45.800,1
980,6459,DEV-245249140-980,Linux,Firefox,2024-06-14 18:51:45.810,2024-06-24 18:51:45.810,1
981,9455,DEV-2055174179-981,iOS,Firefox,2024-10-01 18:51:45.813,2024-10-14 18:51:45.813,1
982,5516,DEV-1299629651-982,iOS,Edge,2024-04-27 18:51:45.817,2024-05-16 18:51:45.817,1
983,5549,DEV-1101321480-983,Linux,Opera,2025-08-26 18:51:45.823,2025-09-02 18:51:45.823,1
984,8465,DEV-1386650280-984,macOS,Chrome,2024-10-10 18:51:45.827,2024-10-31 18:51:45.827,1
985,2133,DEV-1543404554-985,Windows 10,Firefox,2025-11-07 18:51:45.830,2025-12-03 18:51:45.830,1
986,4525,DEV-1772466537-986,macOS,Edge,2025-09-10 18:51:45.837,2025-09-29 18:51:45.837,0
987,2078,DEV-173992802-987,macOS,Safari,2025-12-21 18:51:45.840,2025-12-29 18:51:45.840,1
988,8488,DEV-2144440934-988,macOS,Safari,2025-10-08 18:51:45.847,2025-10-20 18:51:45.847,0
989,8584,DEV-1700269270-989,Windows 11,Opera,2026-01-30 18:51:45.850,2026-01-31 18:51:45.850,1
990,287,DEV-2131774864-990,Windows 10,Edge,2025-09-04 18:51:45.853,2025-09-18 18:51:45.853,1
991,2180,DEV-1327436360-991,Windows 10,Edge,2025-04-06 18:51:45.860,2025-04-29 18:51:45.860,1
992,2392,DEV-1889908821-992,macOS,Chrome,2025-03-20 18:51:45.863,2025-03-31 18:51:45.863,1
993,8094,DEV-635452408-993,Windows 10,Chrome,2025-12-24 18:51:45.870,2026-01-16 18:51:45.870,1
994,5398,DEV-89040338-994,iOS,Opera,2025-12-19 18:51:45.877,2026-01-15 18:51:45.877,1
995,2329,DEV-1616432764-995,Windows 11,Chrome,2024-05-22 18:51:45.880,2024-06-15 18:51:45.880,1
996,5749,DEV-773694803-996,Linux,Firefox,2025-09-16 18:51:45.883,2025-09-20 18:51:45.883,1
997,5429,DEV-1899959592-997,Linux,Edge,2026-01-08 18:51:45.890,2026-02-04 18:51:45.890,1
998,7987,DEV-1200605458-998,Windows 10,Chrome,2025-10-31 18:51:45.893,2025-11-28 18:51:45.893,1
999,3966,DEV-1148609962-999,Android,Chrome,2025-02-21 18:51:45.897,2025-03-18 18:51:45.897,1
1000,2557,DEV-1214228691-1000,Windows 10,Safari,2024-08-22 18:51:45.903,2024-08-26 18:51:45.903,1
1001,222,DEV-1973780401-1001,Windows 11,Edge,2025-04-01 18:51:45.907,2025-04-08 18:51:45.907,0
1002,7213,DEV-978540891-1002,macOS,Edge,2024-12-31 18:51:45.910,2025-01-02 18:51:45.910,0
1003,8395,DEV-768004562-1003,Windows 11,Firefox,2024-08-26 18:51:45.913,2024-08-26 18:51:45.913,1
1004,7657,DEV-1851807747-1004,Windows 10,Opera,2024-11-19 18:51:45.917,2024-11-23 18:51:45.917,0
1005,4332,DEV-320878839-1005,iOS,Firefox,2025-07-31 18:51:45.920,2025-08-06 18:51:45.920,1
1006,4696,DEV-710337813-1006,Windows 10,Safari,2026-01-05 18:51:45.923,2026-01-26 18:51:45.923,1
1007,9713,DEV-946409885-1007,Linux,Chrome,2025-11-25 18:51:45.930,2025-11-29 18:51:45.930,0
1008,6791,DEV-1576885455-1008,macOS,Opera,2024-06-22 18:51:45.933,2024-07-06 18:51:45.933,1
1009,6708,DEV-929132493-1009,macOS,Chrome,2025-10-26 18:51:45.937,2025-11-05 18:51:45.937,1
1010,3149,DEV-322666923-1010,Linux,Safari,2024-03-20 18:51:45.940,2024-04-01 18:51:45.940,1
1011,7064,DEV-864863036-1011,Android,Chrome,2024-10-02 18:51:45.947,2024-10-02 18:51:45.947,0
1012,9145,DEV-1264381689-1012,iOS,Firefox,2025-04-21 18:51:45.950,2025-04-27 18:51:45.950,1
1013,7439,DEV-1057170129-1013,Windows 11,Edge,2025-01-22 18:51:45.953,2025-02-15 18:51:45.953,1
1014,4898,DEV-1638568698-1014,Android,Opera,2024-08-03 18:51:45.957,2024-08-22 18:51:45.957,1
1015,910,DEV-657488454-1015,iOS,Edge,2024-10-11 18:51:45.960,2024-10-26 18:51:45.960,1
1016,5048,DEV-1617759469-1016,Android,Opera,2024-02-14 18:51:45.967,2024-03-11 18:51:45.967,0
1017,5478,DEV-1312258399-1017,Windows 11,Firefox,2024-09-05 18:51:45.973,2024-09-10 18:51:45.973,1
1018,3499,DEV-878649087-1018,Windows 11,Chrome,2025-07-06 18:51:45.977,2025-08-03 18:51:45.977,0
1019,7301,DEV-331449628-1019,macOS,Firefox,2026-01-09 18:51:45.980,2026-01-26 18:51:45.980,1
1020,5643,DEV-764438398-1020,macOS,Safari,2025-08-03 18:51:45.987,2025-08-21 18:51:45.987,1
1021,4383,DEV-675544440-1021,macOS,Safari,2025-06-14 18:51:45.990,2025-06-25 18:51:45.990,0
1022,8737,DEV-1492273005-1022,macOS,Firefox,2024-05-28 18:51:45.993,2024-06-03 18:51:45.993,1
1023,5852,DEV-430697419-1023,iOS,Safari,2024-07-13 18:51:46.000,2024-07-19 18:51:46.000,1
1024,2744,DEV-430420409-1024,Linux,Opera,2024-05-31 18:51:46.003,2024-06-06 18:51:46.003,0
1025,6849,DEV-428505607-1025,Windows 11,Chrome,2025-08-17 18:51:46.010,2025-08-17 18:51:46.010,0
1026,3844,DEV-1725215193-1026,Windows 11,Chrome,2024-11-23 18:51:46.013,2024-12-01 18:51:46.013,1
1027,4670,DEV-405677067-1027,Windows 10,Edge,2025-03-05 18:51:46.020,2025-04-03 18:51:46.020,1
1028,4579,DEV-961827423-1028,Windows 10,Safari,2024-12-21 18:51:46.023,2024-12-28 18:51:46.023,0
1029,2430,DEV-334806120-1029,macOS,Safari,2024-03-24 18:51:46.027,2024-04-08 18:51:46.027,0
1030,4529,DEV-1337705950-1030,Windows 10,Firefox,2025-03-18 18:51:46.030,2025-03-29 18:51:46.030,1
