merchant_id,merchant_name,category,country,risk_score,created_at
1431,Merchant_569818510_1431,Electronics,France,3,2025-05-18 18:56:59.190
1432,Merchant_328343383_1432,Education,Italy,79,2026-02-08 18:56:59.190
1433,Merchant_1026607757_1433,Beauty,Shqipëri,1,2024-10-03 18:56:59.190
1434,Merchant_268554409_1434,Furniture,Italy,49,2025-05-13 18:56:59.190
1435,Merchant_855579357_1435,Automotive,USA,71,2024-05-13 18:56:59.190
1436,Merchant_597879626_1436,Sports,Netherlands,3,2025-05-15 18:56:59.190
1437,Merchant_1977037813_1437,Beauty,Netherlands,44,2023-09-09 18:56:59.193
1438,Merchant_1247508050_1438,Restaurants,Spain,78,2025-08-07 18:56:59.193
1439,Merchant_1924060147_1439,Education,Germany,75,2024-03-22 18:56:59.193
1440,Merchant_1296292603_1440,Entertainment,Shqipëri,22,2023-09-22 18:56:59.193
1441,Merchant_1048090676_1441,Groceries,Kosove,86,2024-02-09 18:56:59.193
1442,Merchant_86642753_1442,Furniture,Spain,100,2023-11-22 18:56:59.197
1443,Merchant_1836326897_1443,Travel,Kosove,36,2024-07-04 18:56:59.197
1444,Merchant_1919920271_1444,Automotive,UK,0,2025-02-26 18:56:59.197
1445,Merchant_279081790_1445,Restaurants,Switzerland,64,2026-01-17 18:56:59.197
1446,Merchant_477055101_1446,Sports,Germany,21,2023-05-23 18:56:59.197
1447,Merchant_180114681_1447,Groceries,Germany,79,2025-08-15 18:56:59.197
1448,Merchant_2017331860_1448,Clothing,Germany,5,2023-07-27 18:56:59.200
1449,Merchant_1423609430_1449,Restaurants,Kosove,24,2025-01-02 18:56:59.200
1450,Merchant_1126391094_1450,Education,UK,88,2025-09-08 18:56:59.200
1451,Merchant_285234310_1451,Sports,Italy,24,2024-06-12 18:56:59.200
1452,Merchant_1894903592_1452,Electronics,Netherlands,46,2026-01-18 18:56:59.200
1453,Merchant_1777773991_1453,Beauty,Kosove,83,2024-07-13 18:56:59.200
1454,Merchant_857941776_1454,Furniture,France,39,2024-06-28 18:56:59.200
1455,Merchant_1311173330_1455,Electronics,Italy,24,2023-02-13 18:56:59.200
1456,Merchant_806697661_1456,Electronics,Switzerland,78,2023-08-20 18:56:59.203
1457,Merchant_175010658_1457,Furniture,Shqipëri,49,2025-12-05 18:56:59.203
1458,Merchant_1414037445_1458,Restaurants,USA,7,2023-03-07 18:56:59.203
1459,Merchant_1636164491_1459,Sports,France,44,2023-05-14 18:56:59.203
1460,Merchant_1036776788_1460,Electronics,Italy,1,2023-11-21 18:56:59.203
1461,Merchant_500006430_1461,Furniture,Italy,92,2023-05-28 18:56:59.207
1462,Merchant_1405084123_1462,Clothing,Switzerland,25,2023-04-23 18:56:59.207
1463,Merchant_378535681_1463,Beauty,France,57,2025-07-11 18:56:59.207
1464,Merchant_367067257_1464,Furniture,Switzerland,88,2025-08-09 18:56:59.207
1465,Merchant_741393903_1465,Education,Netherlands,77,2023-09-17 18:56:59.207
1466,Merchant_124927500_1466,Healthcare,Spain,76,2024-09-25 18:56:59.210
1467,Merchant_1591625081_1467,Healthcare,Switzerland,79,2024-12-22 18:56:59.210
1468,Merchant_434617719_1468,Education,Kosove,17,2024-01-12 18:56:59.210
1469,Merchant_2065011821_1469,Education,Germany,50,2025-01-13 18:56:59.210
1470,Merchant_408080373_1470,Automotive,Germany,7,2023-09-27 18:56:59.210
1471,Merchant_1086864060_1471,Clothing,Switzerland,70,2024-07-26 18:56:59.210
1472,Merchant_1704719056_1472,Beauty,Switzerland,51,2024-11-25 18:56:59.210
1473,Merchant_1035808214_1473,Clothing,Shqipëri,44,2023-10-24 18:56:59.210
1474,Merchant_1716914636_1474,Education,Kosove,45,2024-06-13 18:56:59.210
1475,Merchant_1219795876_1475,Automotive,USA,11,2023-03-29 18:56:59.213
1476,Merchant_1406950201_1476,Electronics,UK,49,2024-06-01 18:56:59.213
1477,Merchant_1540861538_1477,Automotive,Germany,43,2024-02-04 18:56:59.213
1478,Merchant_588746467_1478,Electronics,Shqipëri,72,2023-09-09 18:56:59.213
1479,Merchant_1691810122_1479,Entertainment,Germany,99,2023-12-25 18:56:59.213
1480,Merchant_653531431_1480,Clothing,Italy,48,2024-06-07 18:56:59.213
1481,Merchant_404739163_1481,Travel,Spain,16,2024-06-01 18:56:59.217
1482,Merchant_2052870042_1482,Beauty,Germany,66,2023-07-25 18:56:59.217
1483,Merchant_1506646219_1483,Beauty,Italy,95,2023-05-16 18:56:59.217
1484,Merchant_654031397_1484,Furniture,Italy,88,2025-07-02 18:56:59.217
1485,Merchant_295580352_1485,Entertainment,Germany,80,2025-03-30 18:56:59.217
1486,Merchant_127356038_1486,Entertainment,UK,65,2025-06-03 18:56:59.217
1487,Merchant_669855779_1487,Entertainment,Kosove,62,2024-05-09 18:56:59.217
1488,Merchant_633907191_1488,Education,France,100,2023-10-26 18:56:59.220
1489,Merchant_188364717_1489,Entertainment,USA,66,2025-06-03 18:56:59.220
1490,Merchant_1432642314_1490,Healthcare,Italy,84,2025-11-08 18:56:59.220
1491,Merchant_2054395891_1491,Sports,France,9,2024-07-22 18:56:59.220
1492,Merchant_1529751197_1492,Automotive,Italy,65,2025-11-03 18:56:59.220
1493,Merchant_1419675087_1493,Furniture,Germany,89,2024-02-06 18:56:59.220
1494,Merchant_495256589_1494,Clothing,Spain,6,2024-03-20 18:56:59.223
1495,Merchant_1996050659_1495,Restaurants,Shqipëri,55,2025-10-24 18:56:59.223
1496,Merchant_1131130055_1496,Beauty,Shqipëri,1,2023-03-21 18:56:59.223
1497,Merchant_466500616_1497,Restaurants,Kosove,85,2025-01-16 18:56:59.223
1498,Merchant_1320460201_1498,Entertainment,Italy,94,2025-02-12 18:56:59.223
1499,Merchant_1668251625_1499,Entertainment,Kosove,40,2025-08-13 18:56:59.223
1500,Merchant_2110918371_1500,Entertainment,France,11,2023-12-20 18:56:59.223
1501,Merchant_446673655_1501,Automotive,Netherlands,88,2025-10-29 18:56:59.227
1502,Merchant_586853569_1502,Groceries,Spain,86,2023-11-21 18:56:59.227
1503,Merchant_1003199837_1503,Groceries,Germany,57,2025-11-30 18:56:59.227
1504,Merchant_1263105922_1504,Clothing,UK,40,2023-11-16 18:56:59.227
1505,Merchant_1156715490_1505,Electronics,Netherlands,43,2025-08-24 18:56:59.230
1506,Merchant_1403986350_1506,Travel,Switzerland,0,2025-05-01 18:56:59.230
1507,Merchant_1485763406_1507,Furniture,France,81,2024-01-03 18:56:59.230
1508,Merchant_1555639463_1508,Electronics,Spain,37,2026-01-29 18:56:59.230
1509,Merchant_1942895749_1509,Clothing,Italy,98,2025-01-15 18:56:59.230
1510,Merchant_362557904_1510,Sports,France,88,2023-03-24 18:56:59.230
1511,Merchant_1267338012_1511,Furniture,Netherlands,48,2023-03-03 18:56:59.233
1512,Merchant_1698425627_1512,Healthcare,USA,73,2023-08-18 18:56:59.233
1513,Merchant_1518492157_1513,Groceries,Spain,7,2025-09-21 18:56:59.233
1514,Merchant_717369930_1514,Groceries,Spain,40,2025-01-15 18:56:59.233
1515,Merchant_1757695621_1515,Travel,UK,29,2024-04-14 18:56:59.237
1516,Merchant_1328071294_1516,Furniture,Switzerland,35,2023-10-10 18:56:59.237
1517,Merchant_1266866294_1517,Entertainment,Spain,85,2025-03-06 18:56:59.237
1518,Merchant_623337973_1518,Beauty,Netherlands,48,2023-03-09 18:56:59.240
1519,Merchant_1460500802_1519,Sports,Switzerland,55,2023-11-30 18:56:59.240
1520,Merchant_1503804133_1520,Education,France,41,2024-08-23 18:56:59.240
1521,Merchant_1835795810_1521,Beauty,Italy,54,2023-12-11 18:56:59.240
1522,Merchant_206546942_1522,Groceries,Switzerland,85,2025-06-25 18:56:59.240
1523,Merchant_878592513_1523,Automotive,Italy,3,2025-01-24 18:56:59.240
1524,Merchant_1033504900_1524,Automotive,France,64,2025-01-16 18:56:59.240
1525,Merchant_1869235960_1525,Automotive,UK,79,2024-01-03 18:56:59.243
1526,Merchant_1712719740_1526,Furniture,Spain,30,2025-02-05 18:56:59.243
1527,Merchant_692796237_1527,Automotive,Netherlands,47,2024-12-06 18:56:59.243
1528,Merchant_781472293_1528,Sports,Italy,77,2023-02-20 18:56:59.243
1529,Merchant_1013074700_1529,Beauty,France,93,2025-06-21 18:56:59.243
1530,Merchant_1510649058_1530,Healthcare,Spain,31,2023-04-07 18:56:59.247
1531,Merchant_128030346_1531,Travel,UK,65,2023-07-28 18:56:59.247
1532,Merchant_1415757600_1532,Beauty,UK,66,2024-11-28 18:56:59.247
1533,Merchant_2061365212_1533,Travel,Shqipëri,86,2024-07-12 18:56:59.247
1534,Merchant_1508042460_1534,Restaurants,Kosove,83,2024-10-23 18:56:59.247
1535,Merchant_190913762_1535,Clothing,Kosove,41,2025-05-24 18:56:59.247
1536,Merchant_1072842281_1536,Healthcare,Shqipëri,21,2024-07-28 18:56:59.247
1537,Merchant_843890830_1537,Clothing,Spain,6,2023-03-16 18:56:59.250
1538,Merchant_1657321988_1538,Electronics,Shqipëri,5,2023-04-05 18:56:59.250
1539,Merchant_940675071_1539,Furniture,Netherlands,23,2024-06-06 18:56:59.250
1540,Merchant_366410433_1540,Electronics,Spain,43,2024-03-04 18:56:59.250
1541,Merchant_1258925628_1541,Sports,Italy,17,2024-03-31 18:56:59.250
1542,Merchant_1452728104_1542,Entertainment,Kosove,14,2025-03-01 18:56:59.250
1543,Merchant_1493396207_1543,Travel,Italy,98,2023-10-06 18:56:59.250
1544,Merchant_208892620_1544,Clothing,Kosove,14,2023-12-28 18:56:59.253
1545,Merchant_1212183424_1545,Electronics,Shqipëri,82,2025-01-20 18:56:59.253
1546,Merchant_182839367_1546,Furniture,Germany,42,2023-06-15 18:56:59.253
1547,Merchant_1302272694_1547,Restaurants,Netherlands,68,2023-06-03 18:56:59.253
1548,Merchant_840904593_1548,Restaurants,Italy,4,2023-09-04 18:56:59.253
1549,Merchant_2090421807_1549,Clothing,Shqipëri,86,2025-08-13 18:56:59.257
1550,Merchant_568383824_1550,Groceries,Netherlands,71,2023-05-21 18:56:59.257
1551,Merchant_2114988007_1551,Sports,UK,31,2025-05-14 18:56:59.257
1552,Merchant_713358615_1552,Entertainment,France,99,2025-07-29 18:56:59.257
1553,Merchant_2048398046_1553,Automotive,Switzerland,25,2025-04-01 18:56:59.257
1554,Merchant_1144059188_1554,Furniture,USA,15,2023-09-06 18:56:59.260
1555,Merchant_598716094_1555,Beauty,Netherlands,25,2023-12-04 18:56:59.260
1556,Merchant_2025066610_1556,Entertainment,Kosove,33,2023-12-04 18:56:59.260
1557,Merchant_1426393162_1557,Automotive,Germany,5,2025-04-03 18:56:59.260
1558,Merchant_740416837_1558,Groceries,UK,48,2024-04-28 18:56:59.260
1559,Merchant_349499315_1559,Education,Germany,39,2023-05-16 18:56:59.263
1560,Merchant_2046669176_1560,Restaurants,Netherlands,68,2024-04-25 18:56:59.263
1561,Merchant_1194650543_1561,Restaurants,UK,58,2024-06-22 18:56:59.263
1562,Merchant_1232193255_1562,Groceries,Spain,31,2025-05-30 18:56:59.263
1563,Merchant_1312600931_1563,Healthcare,Netherlands,36,2024-03-07 18:56:59.263
1564,Merchant_463167268_1564,Furniture,Switzerland,9,2026-01-27 18:56:59.263
1565,Merchant_191559536_1565,Sports,Netherlands,87,2025-12-20 18:56:59.267
1566,Merchant_1469976707_1566,Sports,Italy,20,2026-01-04 18:56:59.267
1567,Merchant_399725976_1567,Travel,Kosove,45,2024-10-15 18:56:59.267
1568,Merchant_1430080774_1568,Clothing,Shqipëri,24,2024-12-13 18:56:59.267
1569,Merchant_1493940697_1569,Travel,Switzerland,33,2024-05-24 18:56:59.267
1570,Merchant_2020861341_1570,Furniture,Germany,83,2023-05-31 18:56:59.270
1571,Merchant_1456196444_1571,Entertainment,Italy,45,2025-11-05 18:56:59.270
1572,Merchant_593008267_1572,Automotive,Italy,61,2023-05-05 18:56:59.270
1573,Merchant_563959023_1573,Automotive,Shqipëri,66,2023-11-23 18:56:59.270
1574,Merchant_420193204_1574,Automotive,France,4,2024-03-06 18:56:59.270
1575,Merchant_890450060_1575,Electronics,Germany,85,2025-06-24 18:56:59.273
1576,Merchant_2051076533_1576,Healthcare,Italy,74,2024-04-27 18:56:59.273
1577,Merchant_1482097172_1577,Travel,France,16,2025-01-25 18:56:59.273
1578,Merchant_1356114108_1578,Healthcare,USA,85,2024-06-30 18:56:59.277
1579,Merchant_761854513_1579,Entertainment,Netherlands,82,2025-03-07 18:56:59.277
1580,Merchant_736627978_1580,Travel,Shqipëri,46,2025-03-10 18:56:59.277
1581,Merchant_450278068_1581,Entertainment,Switzerland,66,2025-06-01 18:56:59.277
1582,Merchant_2066100062_1582,Travel,Italy,2,2023-09-24 18:56:59.277
1583,Merchant_1500999992_1583,Furniture,Netherlands,22,2023-07-08 18:56:59.280
1584,Merchant_2090183861_1584,Clothing,USA,100,2025-12-11 18:56:59.280
1585,Merchant_1570766789_1585,Healthcare,Shqipëri,69,2023-08-18 18:56:59.280
1586,Merchant_874116914_1586,Clothing,Shqipëri,29,2024-11-30 18:56:59.280
1587,Merchant_1735945114_1587,Furniture,France,48,2025-05-17 18:56:59.280
1588,Merchant_1110533002_1588,Entertainment,Switzerland,87,2024-01-08 18:56:59.280
1589,Merchant_125858855_1589,Groceries,Spain,53,2025-10-26 18:56:59.280
1590,Merchant_797835718_1590,Groceries,Kosove,76,2024-10-20 18:56:59.280
1591,Merchant_1713911504_1591,Entertainment,Shqipëri,54,2023-12-18 18:56:59.280
1592,Merchant_2027585845_1592,Education,France,5,2024-04-23 18:56:59.283
1593,Merchant_494683194_1593,Education,Kosove,1,2025-05-21 18:56:59.283
1594,Merchant_1727568746_1594,Electronics,Kosove,61,2023-03-06 18:56:59.283
1595,Merchant_541213642_1595,Beauty,Germany,27,2026-01-08 18:56:59.283
1596,Merchant_161548266_1596,Sports,France,90,2024-04-08 18:56:59.283
1597,Merchant_575475873_1597,Electronics,Switzerland,88,2024-06-04 18:56:59.283
1598,Merchant_183022770_1598,Beauty,France,66,2025-10-14 18:56:59.287
1599,Merchant_777908046_1599,Restaurants,Germany,87,2025-12-04 18:56:59.287
1600,Merchant_2067519069_1600,Entertainment,Italy,6,2025-12-05 18:56:59.287
1601,Merchant_1156467013_1601,Healthcare,Kosove,48,2023-12-09 18:56:59.287
1602,Merchant_1898405406_1602,Furniture,Switzerland,8,2025-12-19 18:56:59.287
1603,Merchant_1860770331_1603,Beauty,Germany,75,2023-08-09 18:56:59.287
1604,Merchant_1989380535_1604,Healthcare,France,10,2023-09-06 18:56:59.290
1605,Merchant_1559690460_1605,Clothing,Kosove,36,2023-05-08 18:56:59.290
1606,Merchant_1710649807_1606,Entertainment,USA,65,2023-06-25 18:56:59.290
1607,Merchant_1802912958_1607,Education,France,8,2024-03-26 18:56:59.290
1608,Merchant_2053509236_1608,Clothing,UK,67,2025-04-29 18:56:59.290
1609,Merchant_256524313_1609,Entertainment,Switzerland,4,2023-08-12 18:56:59.290
1610,Merchant_1726544281_1610,Healthcare,Italy,38,2025-02-15 18:56:59.290
1611,Merchant_452717122_1611,Furniture,Spain,47,2025-08-01 18:56:59.293
1612,Merchant_247489872_1612,Beauty,Kosove,5,2024-05-23 18:56:59.293
1613,Merchant_193038646_1613,Entertainment,Spain,98,2024-01-05 18:56:59.293
1614,Merchant_1684662041_1614,Sports,Spain,25,2023-06-15 18:56:59.293
1615,Merchant_1160708750_1615,Electronics,Spain,94,2025-11-18 18:56:59.293
1616,Merchant_256075316_1616,Beauty,Germany,3,2025-08-13 18:56:59.293
1617,Merchant_340715998_1617,Healthcare,UK,49,2023-03-15 18:56:59.297
1618,Merchant_1826382655_1618,Education,Germany,35,2023-06-14 18:56:59.297
1619,Merchant_121731845_1619,Beauty,France,63,2024-03-17 18:56:59.297
1620,Merchant_503630704_1620,Furniture,Germany,58,2023-03-08 18:56:59.297
1621,Merchant_840043788_1621,Clothing,UK,12,2023-04-10 18:56:59.297
1622,Merchant_2006074076_1622,Clothing,Germany,76,2024-04-27 18:56:59.297
1623,Merchant_917058344_1623,Education,Germany,36,2023-08-29 18:56:59.300
1624,Merchant_1056956829_1624,Clothing,Shqipëri,25,2025-04-13 18:56:59.300
1625,Merchant_1533155796_1625,Healthcare,France,19,2025-08-30 18:56:59.300
1626,Merchant_254474999_1626,Automotive,Netherlands,99,2025-03-09 18:56:59.300
1627,Merchant_694695058_1627,Groceries,Italy,22,2024-05-02 18:56:59.300
1628,Merchant_324953680_1628,Groceries,UK,10,2024-04-03 18:56:59.300
1629,Merchant_1915645837_1629,Travel,Germany,44,2023-09-09 18:56:59.300
1630,Merchant_265021013_1630,Clothing,Shqipëri,33,2023-10-18 18:56:59.300
1631,Merchant_1580320436_1631,Groceries,UK,78,2024-11-11 18:56:59.300
1632,Merchant_361936619_1632,Entertainment,Italy,12,2023-03-09 18:56:59.303
1633,Merchant_143903903_1633,Sports,Spain,41,2024-06-10 18:56:59.303
1634,Merchant_649124670_1634,Travel,Netherlands,85,2023-06-10 18:56:59.303
1635,Merchant_1618158965_1635,Entertainment,France,18,2023-07-01 18:56:59.303
1636,Merchant_1127377275_1636,Restaurants,Germany,89,2025-03-16 18:56:59.303
1637,Merchant_1481514970_1637,Automotive,Switzerland,84,2024-01-28 18:56:59.307
1638,Merchant_1678119651_1638,Clothing,Spain,46,2023-12-08 18:56:59.307
1639,Merchant_1690810884_1639,Beauty,Spain,95,2024-04-30 18:56:59.307
1640,Merchant_1144123107_1640,Travel,Germany,33,2023-12-14 18:56:59.307
1641,Merchant_1700858271_1641,Entertainment,France,76,2025-12-27 18:56:59.307
1642,Merchant_187737886_1642,Sports,Kosove,61,2025-08-26 18:56:59.310
1643,Merchant_219404046_1643,Entertainment,Italy,55,2023-07-15 18:56:59.310
1644,Merchant_480293417_1644,Automotive,Switzerland,91,2023-03-24 18:56:59.310
1645,Merchant_1257144534_1645,Restaurants,Kosove,65,2023-10-29 18:56:59.310
1646,Merchant_2123173499_1646,Automotive,Germany,98,2025-06-30 18:56:59.310
1647,Merchant_2086162203_1647,Groceries,Shqipëri,7,2024-01-28 18:56:59.310
1648,Merchant_2002507523_1648,Beauty,Spain,13,2026-01-19 18:56:59.313
1649,Merchant_1756437367_1649,Travel,Spain,20,2024-09-16 18:56:59.313
1650,Merchant_370082993_1650,Furniture,Italy,65,2023-05-06 18:56:59.313
1651,Merchant_662448152_1651,Beauty,France,26,2025-07-29 18:56:59.313
1652,Merchant_553212824_1652,Sports,France,97,2023-08-20 18:56:59.313
1653,Merchant_212181477_1653,Beauty,Shqipëri,82,2025-05-01 18:56:59.317
1654,Merchant_1202910941_1654,Sports,Germany,22,2025-02-21 18:56:59.317
1655,Merchant_281756162_1655,Travel,Italy,56,2025-12-23 18:56:59.317
1656,Merchant_843119292_1656,Groceries,Kosove,73,2025-04-24 18:56:59.317
1657,Merchant_1760824393_1657,Groceries,Netherlands,54,2023-04-17 18:56:59.317
1658,Merchant_891719997_1658,Clothing,Italy,85,2024-11-05 18:56:59.317
1659,Merchant_460215170_1659,Automotive,Shqipëri,11,2025-03-07 18:56:59.317
1660,Merchant_85335486_1660,Sports,France,64,2024-06-25 18:56:59.320
1661,Merchant_1249525732_1661,Automotive,Italy,99,2025-05-09 18:56:59.320
1662,Merchant_1883400907_1662,Education,USA,65,2025-09-24 18:56:59.320
1663,Merchant_157126049_1663,Education,Spain,55,2023-02-15 18:56:59.320
1664,Merchant_1378695901_1664,Furniture,Switzerland,90,2023-10-29 18:56:59.320
1665,Merchant_1420711833_1665,Groceries,Switzerland,59,2023-06-16 18:56:59.320
1666,Merchant_105215253_1666,Groceries,Netherlands,14,2025-01-24 18:56:59.320
1667,Merchant_22400004_1667,Entertainment,Shqipëri,52,2023-05-15 18:56:59.323
1668,Merchant_1633251447_1668,Education,Kosove,17,2025-09-23 18:56:59.323
1669,Merchant_710664160_1669,Healthcare,Shqipëri,71,2025-07-19 18:56:59.323
1670,Merchant_1779567445_1670,Clothing,Spain,21,2026-01-16 18:56:59.323
1671,Merchant_1219675575_1671,Entertainment,Switzerland,75,2025-07-09 18:56:59.323
1672,Merchant_282600124_1672,Clothing,USA,88,2024-02-19 18:56:59.323
1673,Merchant_709402333_1673,Sports,Spain,64,2026-02-03 18:56:59.323
1674,Merchant_38159232_1674,Clothing,Germany,95,2023-06-06 18:56:59.327
1675,Merchant_1298744632_1675,Automotive,Switzerland,61,2024-11-30 18:56:59.327
1676,Merchant_223591644_1676,Sports,Italy,74,2024-07-21 18:56:59.327
1677,Merchant_1911701110_1677,Healthcare,Kosove,20,2024-06-05 18:56:59.327
1678,Merchant_1038150715_1678,Education,Spain,74,2025-08-13 18:56:59.327
1679,Merchant_1070282478_1679,Healthcare,Shqipëri,25,2023-09-20 18:56:59.327
1680,Merchant_638009023_1680,Automotive,Kosove,54,2024-01-28 18:56:59.327
1681,Merchant_501877857_1681,Healthcare,Shqipëri,37,2024-10-31 18:56:59.330
1682,Merchant_1915744928_1682,Entertainment,Spain,27,2023-12-27 18:56:59.330
1683,Merchant_1631528471_1683,Beauty,Germany,55,2024-11-19 18:56:59.330
1684,Merchant_989058564_1684,Automotive,France,58,2024-10-15 18:56:59.330
1685,Merchant_1080621036_1685,Education,Kosove,45,2025-06-27 18:56:59.330
1686,Merchant_1983350085_1686,Electronics,Shqipëri,81,2025-03-03 18:56:59.330
1687,Merchant_815355525_1687,Entertainment,Italy,14,2025-10-14 18:56:59.330
1688,Merchant_1566979075_1688,Restaurants,USA,22,2023-03-12 18:56:59.330
1689,Merchant_1434818332_1689,Travel,UK,95,2024-08-03 18:56:59.330
1690,Merchant_7388218_1690,Clothing,Spain,33,2023-11-09 18:56:59.333
1691,Merchant_553174682_1691,Electronics,Switzerland,45,2024-07-28 18:56:59.333
1692,Merchant_150620117_1692,Clothing,UK,32,2025-04-02 18:56:59.333
1693,Merchant_1441456789_1693,Healthcare,Italy,7,2024-02-07 18:56:59.333
1694,Merchant_1061052968_1694,Entertainment,Italy,40,2026-01-16 18:56:59.333
1695,Merchant_1835232249_1695,Beauty,Switzerland,10,2026-01-01 18:56:59.333
1696,Merchant_990242046_1696,Entertainment,Italy,23,2024-12-18 18:56:59.337
1697,Merchant_195836002_1697,Entertainment,France,17,2025-05-20 18:56:59.337
1698,Merchant_305631794_1698,Groceries,UK,54,2025-10-17 18:56:59.337
1699,Merchant_1876943561_1699,Restaurants,France,26,2024-12-07 18:56:59.337
1700,Merchant_1342960032_1700,Travel,France,33,2025-06-06 18:56:59.337
1701,Merchant_645888268_1701,Automotive,Kosove,72,2023-06-13 18:56:59.337
1702,Merchant_1314855464_1702,Automotive,Germany,73,2024-04-17 18:56:59.340
1703,Merchant_1448879304_1703,Sports,UK,87,2023-05-27 18:56:59.340
1704,Merchant_919399073_1704,Automotive,USA,32,2023-10-12 18:56:59.340
1705,Merchant_1965668295_1705,Travel,Switzerland,47,2024-05-19 18:56:59.340
1706,Merchant_1942671716_1706,Sports,Germany,5,2024-06-19 18:56:59.340
1707,Merchant_742237272_1707,Sports,USA,87,2024-08-22 18:56:59.340
1708,Merchant_1073065394_1708,Education,Shqipëri,79,2023-07-18 18:56:59.340
1709,Merchant_136941155_1709,Automotive,France,58,2023-12-16 18:56:59.343
1710,Merchant_592656682_1710,Automotive,Italy,46,2024-12-09 18:56:59.343
1711,Merchant_1958403092_1711,Travel,France,43,2023-08-31 18:56:59.343
1712,Merchant_707670868_1712,Travel,Netherlands,56,2025-09-12 18:56:59.343
1713,Merchant_1323036078_1713,Restaurants,Italy,86,2025-12-29 18:56:59.343
1714,Merchant_549180663_1714,Sports,Netherlands,18,2025-02-20 18:56:59.347
1715,Merchant_315516791_1715,Electronics,Shqipëri,43,2025-01-20 18:56:59.347
1716,Merchant_360976404_1716,Clothing,France,93,2023-10-29 18:56:59.347
1717,Merchant_1107144089_1717,Healthcare,Shqipëri,50,2024-10-22 18:56:59.347
1718,Merchant_1896031278_1718,Education,Spain,69,2023-07-26 18:56:59.347
1719,Merchant_1238527644_1719,Education,Netherlands,2,2025-12-19 18:56:59.350
1720,Merchant_203634752_1720,Sports,Switzerland,0,2024-07-21 18:56:59.350
1721,Merchant_719244496_1721,Travel,Italy,68,2024-03-01 18:56:59.350
1722,Merchant_503470571_1722,Entertainment,Italy,54,2025-08-02 18:56:59.350
1723,Merchant_391613479_1723,Travel,France,66,2023-05-15 18:56:59.350
1724,Merchant_1031986218_1724,Sports,Netherlands,4,2025-04-13 18:56:59.350
1725,Merchant_205223141_1725,Restaurants,UK,8,2024-02-07 18:56:59.350
1726,Merchant_1451591113_1726,Sports,Italy,16,2025-04-04 18:56:59.350
1727,Merchant_582905462_1727,Beauty,France,71,2025-06-07 18:56:59.353
1728,Merchant_717985473_1728,Furniture,Shqipëri,58,2024-02-09 18:56:59.353
1729,Merchant_1883089298_1729,Education,Italy,51,2025-05-19 18:56:59.353
1730,Merchant_1733434342_1730,Automotive,Shqipëri,67,2023-08-30 18:56:59.353
1731,Merchant_2062329042_1731,Restaurants,France,87,2025-08-03 18:56:59.353
1732,Merchant_1785174557_1732,Groceries,Netherlands,41,2025-09-01 18:56:59.353
1733,Merchant_332834064_1733,Entertainment,Kosove,15,2024-08-06 18:56:59.357
1734,Merchant_1769831546_1734,Clothing,Netherlands,40,2025-10-10 18:56:59.357
1735,Merchant_1175870795_1735,Restaurants,Italy,10,2023-04-25 18:56:59.357
1736,Merchant_998069840_1736,Automotive,USA,0,2023-04-30 18:56:59.357
1737,Merchant_1794287104_1737,Travel,Shqipëri,61,2024-02-29 18:56:59.357
1738,Merchant_227040565_1738,Education,Netherlands,13,2023-02-23 18:56:59.357
1739,Merchant_2146049876_1739,Entertainment,Italy,13,2024-05-25 18:56:59.357
1740,Merchant_606553542_1740,Healthcare,Kosove,43,2025-01-22 18:56:59.360
1741,Merchant_1741261262_1741,Groceries,USA,100,2024-04-19 18:56:59.360
1742,Merchant_1926839185_1742,Clothing,Italy,76,2024-05-11 18:56:59.360
1743,Merchant_578635476_1743,Entertainment,Italy,98,2023-11-04 18:56:59.360
1744,Merchant_360381183_1744,Entertainment,Germany,96,2025-06-27 18:56:59.360
1745,Merchant_687883438_1745,Clothing,Shqipëri,5,2024-10-17 18:56:59.360
1746,Merchant_2004554785_1746,Restaurants,Kosove,24,2025-11-30 18:56:59.360
1747,Merchant_247356873_1747,Sports,France,55,2024-11-27 18:56:59.360
1748,Merchant_735433196_1748,Sports,Shqipëri,36,2025-11-12 18:56:59.363
1749,Merchant_317840439_1749,Restaurants,Switzerland,19,2025-04-19 18:56:59.363
1750,Merchant_498038819_1750,Education,Italy,52,2023-11-17 18:56:59.363
1751,Merchant_697736973_1751,Electronics,France,54,2025-05-29 18:56:59.363
1752,Merchant_1323280450_1752,Electronics,Spain,84,2023-08-23 18:56:59.363
1753,Merchant_2034295790_1753,Sports,Netherlands,36,2025-07-25 18:56:59.363
1754,Merchant_906895768_1754,Healthcare,Spain,21,2025-02-16 18:56:59.367
1755,Merchant_810945157_1755,Entertainment,Italy,49,2024-12-28 18:56:59.367
1756,Merchant_104920863_1756,Entertainment,Kosove,38,2024-04-02 18:56:59.367
1757,Merchant_1694381758_1757,Clothing,Kosove,19,2024-02-29 18:56:59.367
1758,Merchant_1111786749_1758,Clothing,Spain,7,2023-04-06 18:56:59.367
1759,Merchant_1478980883_1759,Healthcare,Netherlands,59,2026-01-13 18:56:59.367
1760,Merchant_94069309_1760,Furniture,Shqipëri,98,2025-04-29 18:56:59.370
1761,Merchant_1758797151_1761,Sports,UK,21,2025-06-28 18:56:59.370
1762,Merchant_1601034065_1762,Restaurants,UK,61,2026-01-03 18:56:59.370
1763,Merchant_559228793_1763,Restaurants,Spain,30,2023-11-14 18:56:59.370
