id,user_id,role_id
3688,617,8294
3689,9127,2035
3690,7888,3738
3691,5971,52
3692,5149,4739
3693,9853,9500
3694,4677,8710
3695,8464,4857
3696,6794,3598
3697,1688,8138
3698,8374,3662
3699,219,4301
3700,5071,2044
3701,4227,5306
3702,5036,3340
3703,367,903
3704,9126,779
3705,3229,3349
3706,3598,6693
3707,8776,2741
3708,3222,8966
3709,5710,6302
3710,3291,3642
3711,6643,8902
3712,5270,2430
3713,8003,4396
3714,5212,543
3715,717,3773
3716,5102,5647
3717,5166,3418
3718,9769,4632
3719,8245,3882
3720,9270,1499
3721,4552,1541
3722,7882,3787
3723,5344,6067
3724,1267,7792
3725,9506,3281
3726,5833,3266
3727,6974,7643
3728,6572,4049
3729,8086,7073
3730,8815,2559
3731,5449,6210
3732,1643,985
3733,2329,9452
3734,48,8384
3735,9831,877
3736,3513,5830
3737,5616,7659
3738,917,7454
3739,7348,505
3740,912,1404
3741,6720,9549
3742,4728,2778
3743,3241,4212
3744,529,9166
3745,5418,8691
3746,4603,7776
3747,8256,2597
3748,9349,4393
3749,6031,1197
3750,3421,2344
3751,8739,9195
3752,1822,2519
3753,5372,1911
3754,9061,9586
3755,811,386
3756,7492,3895
3757,2044,5943
3758,681,2495
3759,6076,7165
3760,268,553
3761,7637,3925
3762,8066,9325
3763,8605,3848
3764,1938,2000
3765,6661,9027
3766,1765,6736
3767,273,7200
3768,9754,8412
3769,2651,385
3770,4752,5284
3771,5774,9567
3772,4352,1813
3773,1100,5777
3774,9654,7572
3775,9349,6109
3776,9050,9494
3777,8397,6461
3778,9483,3020
3779,3920,9598
3780,4265,9728
3781,6398,960
3782,2903,4535
3783,8111,8441
3784,1604,2217
3785,3224,2879
3786,8034,2871
3787,860,7816
3788,9478,1489
3789,1362,8217
3790,6637,3594
3791,2837,3578
3792,398,3433
3793,6559,4676
3794,8376,9234
3795,6278,1030
3796,500,7531
3797,7543,7209
3798,8842,1920
3799,2381,9234
3800,1651,6901
3801,5955,5803
3802,8981,5215
3803,2895,812
3804,7554,693
3805,4394,7046
3806,6539,1296
3807,7826,9026
3808,6077,4552
3809,3732,9077
3810,2715,6668
3811,1602,3006
3812,4146,5142
3813,2817,6656
3814,1686,1537
3815,3310,4507
3816,4972,7452
3817,8330,8985
3818,4410,9042
3819,6983,4169
3820,4077,899
3821,4651,4531
3822,1205,7721
3823,6776,8632
3824,7739,2691
3825,6448,1911
3826,4763,9453
3827,8141,2612
3828,5940,4702
3829,9132,3541
3830,7545,7263
3831,7069,4266
3832,9471,5964
3833,7046,1515
3834,7257,6353
3835,6082,9213
3836,830,4954
3837,7536,119
3838,5814,7778
3839,9672,7699
3840,1415,9815
3841,158,1765
3842,819,7860
3843,9991,1463
3844,6122,1854
3845,6120,6046
3846,5376,9552
3847,3516,7761
3848,5123,1629
3849,5602,4609
3850,2345,819
3851,6108,9821
3852,6328,1090
3853,1291,1500
3854,4690,5482
3855,8657,3891
3856,334,1421
3857,3975,6323
3858,728,370
3859,8921,7700
3860,528,1124
3861,7801,5735
3862,1878,1640
3863,4184,3539
3864,3471,4872
3865,6891,5531
3866,434,9020
3867,8278,7600
3868,5866,7196
3869,5797,3458
3870,2875,2739
3871,1288,5981
3872,6509,8999
3873,8118,2088
3874,77,4670
3875,3488,7429
3876,639,1308
3877,1690,6314
3878,824,1495
3879,842,4466
3880,763,5570
3881,9720,3164
3882,6039,6737
3883,9195,9977
3884,6949,7367
3885,140,4392
3886,141,5324
3887,5758,2349
3888,8903,5080
3889,9547,4832
3890,5927,5430
3891,2924,1631
3892,9611,8326
3893,4101,7913
3894,4944,8161
3895,3235,335
3896,5657,2104
3897,8532,4878
3898,8866,2174
3899,2045,6156
3900,6083,4994
3901,6769,2202
3902,6819,9213
3903,4418,5168
3904,492,3642
3905,9907,5909
3906,138,9725
3907,9149,6268
3908,9601,9516
3909,4403,6707
3910,8572,3994
3911,9342,9552
3912,7611,3582
3913,2867,459
3914,1455,9851
3915,3583,7208
3916,2714,3426
3917,8348,1952
3918,1415,7127
3919,9546,8971
3920,7623,2081
3921,8853,1856
3922,2978,8417
3923,3136,6402
3924,5338,414
3925,605,3866
3926,1004,2181
3927,9930,2590
3928,7758,2577
3929,1339,7986
3930,9323,8320
3931,8159,5941
3932,7891,7761
3933,1710,1373
3934,1422,8061
3935,9509,9556
3936,3573,3710
3937,8493,4078
3938,1435,3556
3939,924,2151
3940,2574,5059
3941,978,7083
3942,4637,5790
3943,5656,7772
3944,9112,7071
3945,8203,2809
3946,403,5939
3947,6490,6329
3948,9189,5394
3949,6819,78
3950,8739,2124
3951,2391,6949
3952,8729,8080
3953,1652,3424
3954,1349,4728
3955,629,9800
3956,9466,5140
3957,452,8806
3958,8393,97
3959,5256,6046
3960,7893,232
3961,8028,3053
3962,8989,8457
3963,2430,2145
3964,7633,92
3965,7673,7914
3966,7556,7055
3967,7290,5014
3968,6990,8576
3969,7553,340
3970,6297,80
3971,7668,8048
3972,7949,3129
3973,2136,905
3974,6373,2730
3975,6339,2646
3976,3999,3729
3977,7993,9617
3978,348,5869
3979,6503,1785
3980,3378,7358
3981,9029,9931
3982,2284,4077
3983,1571,7559
3984,464,173
3985,7071,8637
3986,2275,9045
3987,263,1335
3988,975,363
3989,3647,3082
3990,7184,896
3991,6164,5360
3992,9783,300
3993,7662,6514
3994,3589,7018
3995,1117,7655
3996,6093,327
3997,5672,9635
3998,5403,542
3999,3653,4478
4000,6733,4147
4001,8315,3880
4002,6070,6997
4003,7773,6602
4004,2713,454
4005,3277,1484
4006,4571,9390
4007,7595,3336
4008,7119,6826
4009,7840,6334
4010,1811,8796
4011,7068,1844
4012,4580,8384
4013,3167,8092
4014,7663,444
4015,2244,3926
4016,9202,9930
4017,8294,4042
4018,9613,5491
4019,4792,8972
4020,5565,3128
4021,3004,3380
4022,6908,8525
4023,2438,7923
4024,4418,9010
4025,3833,291
4026,5298,7169
4027,498,522
4028,3615,7245
4029,8807,3326
4030,4238,9905
4031,5605,6511
4032,5364,7201
4033,4457,4211
4034,3573,7579
4035,8146,4377
4036,8097,3378
4037,1886,6073
4038,2588,5588
4039,2993,2479
4040,4946,5957
4041,8922,7237
4042,5118,3963
4043,1862,7385
4044,5995,5760
4045,4250,7444
4046,1731,1690
4047,3936,6227
4048,5974,6498
4049,680,2910
4050,5357,1661
4051,6782,957
4052,6362,5003
4053,3337,2984
4054,6187,6843
4055,6441,3832
4056,6250,4492
4057,2779,7954
4058,7475,2237
4059,8264,9191
4060,2967,3331
4061,4781,8643
4062,8874,9680
4063,6217,7164
4064,6992,6234
4065,896,127
4066,3496,1012
4067,3164,8339
4068,9060,4603
4069,2336,6278
4070,240,2279
4071,4555,4692
4072,5751,3237
4073,4183,4289
4074,6285,822
4075,44,5362
4076,340,6752
4077,9093,160
4078,9600,6246
4079,1509,8940
4080,6370,9737
4081,263,2249
4082,3240,2808
4083,9218,926
4084,2424,4819
4085,8055,2848
4086,8914,9044
4087,2656,4911
4088,1551,9934
4089,7274,3057
4090,9362,8179
4091,2821,768
4092,8213,9194
4093,1012,3044
4094,2721,3142
4095,7474,9768
4096,8186,8874
4097,3532,5095
4098,1142,5779
4099,4274,6260
4100,9709,4302
4101,2649,240
4102,6953,7991
4103,6513,9935
4104,673,3765
4105,4115,6824
4106,6323,6848
4107,8380,8705
4108,7952,3296
4109,2402,459
4110,8288,6402
4111,5442,8730
4112,3868,7220
4113,1356,6141
4114,9491,7499
4115,734,1348
4116,1998,2814
4117,4971,1977
4118,5997,2670
4119,9445,937
4120,1553,8005
4121,1592,954
4122,5011,9937
4123,7935,7977
4124,9365,9742
4125,2558,377
4126,9143,5118
4127,7516,3695
4128,5135,4721
4129,5950,9923
4130,5129,5546
4131,4761,8392
4132,3156,3346
4133,3524,4834
4134,7607,4173
4135,6732,1672
4136,4169,481
4137,6810,3763
4138,3591,2757
4139,6863,1797
4140,7665,6038
4141,4267,5935
4142,7133,4212
4143,49,3075
4144,8233,5535
4145,3803,4065
4146,435,857
4147,2042,6479
4148,4239,1334
4149,198,6965
4150,7983,6105
4151,8928,6519
4152,9365,6048
4153,7514,8695
4154,7234,7978
4155,7544,1962
4156,1888,9651
4157,744,6332
4158,1003,6654
4159,308,1355
4160,1616,6963
4161,2762,6888
4162,5554,4851
4163,2690,854
4164,6277,8149
4165,8733,6014
4166,6213,4904
4167,7808,1837
4168,6243,3665
4169,3098,8457
4170,4609,4949
4171,9901,6144
4172,165,7125
4173,5771,7566
4174,4521,5800
4175,6215,2265
4176,3088,6181
4177,172,5691
4178,9968,2516
4179,3537,3709
4180,9089,8361
4181,6179,2377
4182,4614,1396
4183,3212,7280
4184,2056,8274
4185,105,5317
4186,2954,6042
4187,7524,4911
4188,5132,3224
4189,6427,5165
4190,7392,9293
4191,4904,2057
4192,2867,3901
4193,9406,6150
4194,2907,8118
4195,645,1330
4196,6504,5770
4197,6040,9733
4198,2738,909
4199,1300,8802
4200,4913,62
4201,1832,6395
4202,3149,4155
4203,495,7845
4204,8340,2938
4205,1437,6543
4206,2224,6879
4207,1057,5551
4208,4036,6295
4209,6062,3853
4210,5304,4162
4211,250,531
4212,5024,6222
4213,3168,9550
4214,5341,9475
4215,9635,7498
4216,9766,6122
4217,7172,9831
4218,5226,2206
4219,312,4683
4220,8628,4825
4221,8251,6771
4222,2827,4526
4223,4979,6604
4224,6539,9405
4225,1105,3340
4226,8690,3392
4227,3657,9927
4228,9118,8419
4229,4857,2184
4230,1634,2298
4231,312,6429
4232,4926,5843
4233,225,1831
4234,9460,7605
4235,3143,4795
4236,8864,3122
4237,4853,2245
4238,1056,6984
4239,5824,1632
4240,2358,1902
4241,8509,1949
4242,5315,5038
4243,5637,5996
4244,1546,9705
4245,7044,7850
4246,8573,6005
4247,6824,3124
4248,9364,6178
4249,2677,628
4250,7707,3793
4251,1556,9435
4252,3855,2340
4253,8106,6960
4254,3162,4048
4255,9303,7544
4256,2702,8869
4257,3785,8171
4258,816,2968
4259,566,4390
4260,5827,6366
4261,2155,4642
4262,8105,9183
4263,5041,4505
4264,8752,7961
4265,8747,3272
4266,588,6966
4267,9372,4536
4268,5702,1576
4269,3063,2531
4270,926,5254
4271,207,8147
4272,4495,278
4273,1874,2425
4274,2290,2384
4275,9861,5873
4276,7425,7460
4277,1783,5563
4278,6267,2522
4279,1517,9955
4280,4928,4529
4281,5375,9583
4282,8142,3377
4283,6521,5068
4284,3098,9964
4285,8773,862
4286,8401,5755
4287,8119,7752
4288,9352,4524
4289,7626,3425
4290,4918,6559
4291,6244,9344
4292,9965,3587
4293,4509,9716
4294,5425,5344
4295,8628,4105
4296,5730,9984
4297,6,7093
4298,8052,9388
4299,9160,9954
4300,5740,5127
4301,4402,2521
4302,5668,1479
4303,2748,5200
4304,1724,6592
4305,9909,4940
4306,7678,2885
4307,6969,6914
4308,1537,149
4309,9129,2261
4310,4389,6160
4311,8236,9495
4312,7618,5071
4313,8714,671
4314,9540,56
4315,3488,4524
4316,4839,903
4317,717,6670
4318,8569,6954
4319,3594,7516
4320,1816,2849
4321,1635,1386
4322,4213,6987
4323,6054,8522
4324,1261,5866
4325,9270,5803
4326,7141,2663
4327,5730,55
4328,8369,821
4329,9484,2824
4330,3830,3250
4331,1193,1525
4332,581,1113
4333,882,503
4334,1781,6058
4335,4251,9432
4336,3156,8431
4337,2434,2655
4338,3962,378
4339,1839,4053
4340,8265,8553
4341,5496,795
4342,6462,4580
4343,6422,2852
4344,7091,100
4345,6034,2851
4346,5330,1714
4347,6002,7764
4348,7024,3635
4349,6056,1013
4350,8119,8892
4351,5901,5408
4352,3949,8767
4353,3263,1913
4354,9526,9994
4355,644,3788
4356,244,2860
4357,9739,5380
4358,2077,3819
4359,2700,8361
4360,8400,188
4361,3269,1861
4362,3799,9752
4363,3429,3689
4364,6130,5770
4365,2408,4391
4366,1976,4358
4367,7573,664
4368,9276,3868
4369,7223,5558
4370,1456,544
4371,5448,9107
4372,7381,9319
4373,7943,8885
4374,4720,5338
4375,4202,1081
4376,2902,3276
4377,8445,791
4378,4663,1668
4379,2756,5790
4380,5966,7841
4381,5859,7935
4382,1848,9249
4383,8720,19
4384,3151,5001
4385,7876,2898
4386,8484,5113
4387,3446,524
4388,3580,6993
4389,2472,407
4390,4677,4619
4391,2271,9879
4392,5701,7721
4393,7391,4115
4394,3958,8201
4395,7193,1029
4396,9857,9110
4397,2535,6906
4398,2471,7233
4399,8856,5426
4400,5629,9280
4401,109,1339
4402,2811,3550
4403,7981,715
4404,3224,5969
4405,2807,4086
4406,6497,3929
4407,4675,9334
4408,8540,7250
4409,7476,24
4410,7278,8971
4411,9761,2415
4412,828,5645
4413,1596,1384
4414,3109,8956
4415,5416,7558
4416,1446,8850
4417,2573,741
4418,8093,4503
4419,2285,4993
4420,8660,6655
4421,3117,25
4422,2575,564
4423,6331,3073
4424,8532,6020
4425,4620,6472
4426,9865,1722
4427,378,796
4428,845,719
4429,9233,8892
4430,1423,2322
4431,9228,2139
4432,3964,6845
4433,7068,4092
4434,5420,7640
4435,1936,1897
4436,4104,8295
4437,4916,8369
4438,7862,9307
4439,6497,1231
4440,1798,2811
4441,7361,5849
4442,6511,9716
4443,5066,2529
4444,6387,7203
4445,1835,5108
4446,7233,5163
4447,6272,6278
4448,1453,1360
4449,3944,1803
4450,1361,4885
4451,2394,8959
4452,7240,3894
4453,4166,1732
4454,625,3048
4455,411,6301
4456,2836,2329
4457,5173,6306
4458,3620,50
4459,5947,2209
4460,2415,1542
4461,9050,4528
4462,2008,6615
4463,828,2312
4464,806,2650
4465,3108,5614
4466,1234,3714
4467,2339,9856
4468,4026,2107
4469,1564,4759
4470,412,5361
4471,7763,316
4472,8464,3763
4473,8141,7506
4474,2888,6992
4475,6431,7627
4476,2291,4306
4477,8305,7859
4478,4194,8430
4479,4892,2302
4480,3343,6105
4481,9829,9615
4482,6804,8656
4483,6753,8904
4484,6164,4800
4485,4913,4725
4486,183,8357
4487,599,1463
4488,914,8283
4489,3379,5038
4490,1283,3983
4491,7393,9005
4492,1299,1015
4493,7988,6548
4494,9854,6145
4495,1265,5072
4496,2007,6227
4497,8672,3041
4498,2002,9101
4499,8149,5591
4500,6136,4539
4501,905,324
4502,4364,4800
4503,5111,3540
4504,3753,2053
4505,8578,3895
4506,2880,3963
4507,6920,7400
4508,1316,7790
4509,4214,5984
4510,6437,1180
4511,4712,7716
4512,3270,9321
4513,4641,6936
4514,9363,6465
4515,1297,6951
4516,8437,8765
4517,9544,248
4518,9065,8598
4519,4781,8779
4520,6565,8140
4521,6980,8091
4522,3721,8755
4523,4163,9997
4524,8886,2110
4525,4752,3263
4526,6089,9772
4527,404,8636
4528,5723,6662
4529,9451,1162
4530,6684,3842
4531,7539,1900
4532,384,9182
4533,5404,5971
4534,9507,1990
4535,2876,2065
4536,8264,8017
4537,3604,9503
4538,7607,2375
4539,5425,8726
4540,9746,2626
4541,8050,5117
4542,3365,6114
4543,9171,3975
4544,3562,1011
4545,2292,1371
4546,9225,2441
4547,3711,4315
4548,6156,6813
4549,7274,1499
4550,2229,9482
4551,4722,3874
4552,9169,6622
4553,2767,9461
4554,3218,1687
4555,3724,8611
4556,8514,7697
4557,4431,679
4558,514,2869
4559,4937,8399
4560,9363,1272
4561,7685,9395
4562,7582,7197
4563,8061,8899
4564,1818,5418
4565,3370,4662
4566,7970,651
4567,3207,5424
4568,123,6887
4569,4462,6263
4570,2246,964
4571,8022,9594
4572,8458,488
4573,4183,5589
4574,6228,2671
4575,9479,8085
4576,4624,4395
4577,5999,2220
4578,4678,425
4579,4428,6641
4580,8541,3335
4581,1661,6780
4582,826,1665
4583,5877,9877
4584,2281,425
4585,1161,5163
4586,6129,658
4587,7215,4948
4588,7843,4710
4589,4506,8916
4590,2062,2091
4591,329,2818
4592,461,9172
4593,1212,3786
4594,666,9249
4595,6172,6257
4596,157,6433
4597,5504,3254
4598,9218,559
4599,2872,9034
4600,9196,5127
4601,3015,6390
4602,8150,4059
4603,4519,8135
4604,8299,7490
4605,1361,9015
4606,9738,8987
4607,6360,4223
4608,6306,9758
4609,5982,7146
4610,8042,5525
4611,7255,3829
4612,971,8216
4613,624,9
4614,2378,7006
4615,1283,4125
4616,759,8016
4617,649,9337
4618,3639,1127
4619,4984,5653
4620,2020,6990
4621,8401,6334
4622,7887,8531
4623,6544,2395
4624,9027,9570
4625,5492,4266
4626,2333,7156
4627,506,78
4628,6236,3532
4629,1037,7467
4630,1296,489
4631,4573,3275
4632,2918,1380
4633,9259,6239
4634,9620,2159
4635,2766,798
4636,7227,5538
4637,6507,7703
4638,4306,6417
4639,1498,281
4640,362,3278
4641,7999,5634
4642,1483,6332
4643,8167,4532
4644,1420,3039
4645,7586,7121
4646,3174,3451
4647,6622,6389
4648,314,9938
4649,5521,9744
4650,6531,7500
4651,6287,3458
4652,9714,1804
4653,1256,7150
4654,2142,9424
4655,102,8096
4656,8519,1
4657,923,9567
4658,9237,3986
4659,8617,7409
4660,5446,2877
4661,6963,6610
4662,8289,5660
4663,426,6095
4664,2345,1482
4665,4093,5648
4666,5609,2959
4667,5004,5701
4668,4416,8086
4669,705,9247
4670,5082,6257
4671,3601,6470
4672,8621,6457
4673,7798,4526
4674,710,8244
4675,5940,998
4676,4213,6829
4677,9080,8482
4678,9942,6607
4679,5795,3773
4680,690,6519
4681,5653,7806
4682,3519,4494
4683,8353,3185
4684,4082,5963
4685,1183,6190
4686,3887,6551
4687,5583,4357
4688,6225,9220
4689,4712,3876
4690,887,6419
4691,5278,9747
4692,3413,6244
4693,4919,4238
4694,404,9245
4695,7580,5362
4696,891,6654
4697,7693,6380
4698,4661,7635
4699,7626,9322
4700,3063,8182
4701,8247,8018
4702,6720,9072
4703,8040,6978
4704,7098,2843
4705,5812,4955
4706,206,561
4707,9406,2607
4708,7913,6302
4709,775,4494
4710,338,1046
4711,1876,428
4712,9642,9165
4713,6014,8480
4714,2575,2255
4715,5321,3501
4716,9416,9189
4717,9325,6545
4718,9614,5691
4719,1087,3730
4720,6517,1185
4721,5171,3198
4722,6100,9895
4723,7430,189
4724,5386,6263
4725,4986,9675
4726,799,6984
4727,4165,420
4728,8387,8525
4729,7056,7337
4730,7021,2736
4731,2850,7155
4732,7064,3164
4733,8132,928
4734,7042,4185
4735,5451,1914
4736,1218,2244
4737,7853,3869
4738,5830,3104
4739,5926,8430
4740,4220,9827
4741,9838,4400
4742,8372,9311
4743,433,8570
4744,9393,3918
4745,6672,8299
4746,1283,639
4747,9754,2559
4748,494,236
4749,378,7030
4750,748,6922
4751,9170,1598
4752,1033,9930
4753,7304,3188
4754,1442,1552
4755,2422,9110
4756,1356,4447
4757,6415,7
4758,126,2621
4759,3486,9271
4760,7264,8891
4761,9676,6770
4762,4565,3924
4763,9440,7645
4764,4009,5843
4765,5721,5024
4766,8094,8175
4767,1906,5234
4768,8020,314
4769,9322,783
4770,8788,111
4771,1934,376
4772,8473,5513
4773,6224,8635
4774,9260,3725
4775,4350,5018
4776,7397,7083
4777,3579,4077
4778,3647,7812
4779,510,2963
4780,2576,6241
4781,8129,8592
4782,9534,161
4783,6464,4370
4784,9572,728
4785,6117,868
4786,7203,3506
4787,5646,5482
4788,8305,5850
4789,6077,3819
4790,7189,3547
4791,2634,2673
4792,1779,919
4793,3750,1742
4794,1236,3198
4795,9583,7100
4796,3188,9125
4797,6641,7850
4798,2994,9245
4799,7409,5236
4800,1807,2777
4801,9309,2227
4802,1212,9056
4803,9616,1554
4804,9846,9034
4805,8172,2622
4806,5093,5546
4807,2212,337
4808,4052,4182
4809,6144,8576
4810,2489,6752
4811,7952,5547
4812,3659,3164
4813,7211,2028
4814,8290,7345
4815,7173,7922
4816,5482,5556
4817,4123,548
4818,372,2052
4819,3097,6926
4820,9386,8098
4821,4825,3803
4822,1738,8946
4823,9707,7303
4824,413,2281
4825,4025,7284
4826,8886,8175
4827,7460,1792
4828,8243,7403
4829,399,5433
4830,7347,6101
4831,5360,9543
4832,8788,812
4833,3953,6552
4834,1221,6681
4835,7262,8051
4836,5568,9776
4837,3578,3080
4838,927,7657
4839,8590,4940
4840,7698,5924
4841,5436,2095
4842,4462,9862
4843,4595,1630
4844,137,6443
4845,7766,5922
4846,9627,7166
4847,7392,7984
4848,4364,4395
4849,1981,7590
4850,4660,67
4851,9072,8044
4852,529,9518
4853,1949,7580
4854,3905,8404
4855,2001,855
4856,244,9516
4857,6885,8109
4858,274,3549
4859,2536,7384
4860,9667,3691
4861,6256,8505
4862,8400,1486
4863,6949,6012
4864,6333,3819
4865,1410,8748
4866,8362,1709
4867,3307,8450
4868,1804,6160
4869,8414,7199
4870,6128,9016
4871,5933,2114
4872,8470,1625
4873,8971,7548
4874,8321,6624
4875,2509,2529
4876,3252,1103
4877,8456,8342
4878,3448,2608
4879,3642,474
4880,8329,3376
4881,8264,5426
4882,9133,7916
4883,7889,1765
4884,7051,9431
4885,8049,9308
4886,7489,4477
4887,5331,4273
4888,7751,2623
4889,1058,6937
4890,7691,755
4891,1334,7966
4892,4878,9920
4893,5016,9143
4894,5579,9724
4895,9491,2499
4896,9899,918
4897,3718,8129
4898,9658,6038
4899,9226,4010
4900,9619,6240
4901,3735,3577
4902,1970,5141
4903,8493,3184
4904,2507,8512
4905,4066,9457
4906,5276,4625
4907,4469,696
4908,4551,426
4909,2530,8118
4910,6932,8285
4911,299,5471
4912,2957,1942
4913,6112,404
4914,954,7126
4915,9910,7653
4916,7702,3801
4917,3824,78
4918,7238,2184
4919,2141,7005
4920,1193,2649
4921,3984,16
4922,6532,1385
4923,8076,5061
4924,939,8833
4925,4985,6612
4926,8125,1754
4927,6228,4340
4928,7615,7495
4929,5799,3830
4930,9610,9670
4931,8304,838
4932,8543,9963
4933,5422,3106
4934,3182,5863
4935,9828,3230
4936,7262,9112
4937,1361,6413
4938,7655,6663
4939,1820,5086
4940,9763,9356
4941,8328,5375
4942,3046,7121
4943,8207,1012
4944,3903,8308
4945,9384,7855
4946,7242,2559
4947,369,2261
4948,8741,7279
4949,7778,1606
4950,7492,2039
4951,6586,4859
4952,9475,9502
4953,9576,6190
4954,9790,5165
4955,3589,8098
4956,9459,6450
4957,444,7380
4958,942,5138
4959,7685,892
4960,7664,727
4961,7083,4228
4962,2017,7827
4963,2377,7791
4964,16,9805
4965,2748,7400
4966,9177,8468
4967,9463,5341
4968,2763,8847
4969,6266,6508
4970,5933,3564
4971,4034,4377
4972,5951,6372
4973,6791,1699
4974,2895,2955
4975,8769,2550
4976,9098,5923
4977,3002,9442
4978,74,5081
4979,9069,1751
4980,4390,3711
4981,6954,254
4982,8928,1359
4983,8779,9062
4984,4896,3806
4985,7677,2146
4986,30,6708
4987,3187,5180
4988,8731,9735
4989,8570,1140
4990,596,4338
4991,549,3155
4992,8932,1976
4993,232,8434
4994,902,8376
4995,9695,2870
4996,1215,3888
4997,1273,608
4998,7907,1752
4999,747,364
5000,1352,1734
5001,8052,6867
5002,6565,1940
5003,976,304
5004,203,1641
5005,2006,8625
5006,8286,9574
5007,2074,4657
5008,9565,7859
5009,3287,8827
5010,878,7202
5011,476,5033
5012,1154,7340
5013,1037,7583
5014,7501,4273
5015,7075,7219
5016,8896,7550
5017,5265,6248
5018,5581,6096
5019,2829,176
5020,3137,9775
5021,6189,5943
5022,6096,8481
5023,996,417
5024,862,1737
5025,6661,5436
5026,3569,9162
5027,8478,2493
5028,844,3770
5029,9267,4189
5030,8011,4936
5031,7935,6642
5032,203,1505
5033,840,7387
5034,5024,3661
5035,7436,1398
5036,5997,8190
5037,9411,4189
5038,6302,1393
5039,3414,3493
5040,6801,8341
5041,7541,7484
5042,7773,524
5043,4578,4268
5044,2261,2952
5045,6510,1531
5046,4579,8719
5047,8625,5844
5048,9710,2900
5049,4033,5771
5050,2068,695
5051,5993,5607
5052,4940,6132
5053,7721,8622
5054,1086,3038
5055,1122,2274
5056,4007,4339
5057,1556,7981
5058,7293,8284
5059,4971,7610
5060,2732,9216
5061,1060,9846
5062,3913,600
5063,8474,3879
5064,904,6271
5065,5780,2686
5066,4844,5201
5067,8077,5974
5068,7637,9067
5069,511,8602
5070,4041,6517
5071,1488,8080
5072,9934,719
5073,8510,702
5074,8017,4789
5075,2688,5186
5076,9809,9215
5077,4424,8871
5078,7537,4191
5079,1571,1035
5080,1721,4617
5081,1477,3024
5082,5272,1170
5083,7455,8903
5084,487,710
5085,3680,4971
5086,2975,7616
5087,9516,834
5088,5832,8010
5089,9343,339
5090,508,4171
5091,1385,6697
5092,6482,7126
5093,2301,633
5094,8138,1109
5095,7472,5200
5096,940,6984
5097,2004,7628
5098,2197,3798
5099,2283,9009
5100,337,1906
5101,3811,7853
5102,6742,4203
5103,3314,9635
5104,700,1173
5105,254,8289
5106,590,8698
5107,8359,9963
5108,7183,808
5109,8003,6928
5110,2941,7553
5111,7613,3663
5112,1718,7968
5113,786,6162
5114,1760,7310
5115,8497,7203
5116,4127,6556
5117,3587,8313
5118,1422,5919
5119,8343,1013
5120,7546,6958
5121,2683,6881
5122,9418,8992
5123,5737,9916
5124,9985,8871
5125,4163,2216
5126,323,6863
5127,2445,3834
5128,5662,6714
5129,4873,6340
5130,7369,218
5131,9319,1231
5132,5745,6053
5133,7597,7163
5134,2775,7243
5135,543,3379
5136,4172,5169
5137,8001,169
5138,9371,1411
5139,8686,4034
5140,9529,8503
5141,6533,7383
5142,4196,3804
5143,2482,4888
5144,8415,6946
5145,153,6335
5146,6168,4692
5147,2019,1407
5148,6120,221
5149,5800,6610
5150,8741,5234
5151,270,406
5152,8031,6135
5153,4143,5917
5154,7833,6661
5155,9098,1471
5156,8852,218
5157,8021,462
5158,8874,887
5159,2377,8788
5160,6306,6548
5161,8818,2952
5162,2895,9199
5163,4878,7333
5164,4285,5678
5165,8834,7267
5166,606,5388
5167,7736,51
5168,7416,1289
5169,6291,5993
5170,1141,8412
5171,3267,8599
5172,2967,1625
5173,6493,3313
5174,4167,6264
5175,4577,8188
5176,4414,873
5177,5057,9729
5178,501,5356
5179,5323,1475
5180,6737,319
5181,4906,8676
5182,9044,8204
5183,1705,1496
5184,8144,2261
5185,7573,1562
5186,9597,1554
5187,5496,6024
5188,4390,6631
5189,5753,7727
5190,3055,9397
5191,6754,9208
5192,1229,9900
5193,8116,3536
5194,7062,9980
5195,4348,6780
5196,6909,8424
5197,5518,3396
5198,1004,5864
5199,8342,8776
5200,5116,4504
5201,4916,5872
5202,8227,3941
5203,7214,8699
5204,8221,4320
5205,5644,7426
5206,6938,8121
5207,5878,2601
5208,7915,4651
5209,5400,7601
5210,7920,9833
5211,5307,466
5212,5439,6482
5213,4244,5041
5214,5607,4564
5215,9622,475
5216,1049,5660
5217,3689,982
5218,1865,7916
5219,7344,7437
5220,6836,9133
5221,8068,7747
5222,6494,6429
5223,2284,2333
5224,2006,1125
5225,5600,5186
5226,7856,4021
5227,9983,8652
5228,3935,3219
5229,2793,4166
5230,1430,225
5231,1326,388
5232,6896,3896
5233,2426,9418
5234,8363,3655
5235,26,781
5236,2059,603
5237,1762,1588
5238,7050,5573
5239,3477,3325
5240,6581,4365
5241,4405,480
5242,6948,1478
5243,2283,1123
5244,4129,5449
5245,6282,9181
5246,8513,7566
5247,1316,5485
5248,2296,2793
5249,5360,2535
5250,4855,8844
5251,45,710
5252,3797,1489
5253,6442,6379
5254,3558,4975
5255,1561,7574
5256,5390,4133
5257,7409,4740
5258,9721,4250
5259,2626,3477
5260,9283,6561
5261,2599,764
5262,4143,1830
5263,439,6632
5264,8484,5498
5265,8698,9394
5266,6818,8795
5267,3606,4802
5268,2671,3430
5269,5413,7613
5270,3875,4088
5271,3246,7403
5272,6498,3994
5273,5291,4084
5274,2022,4822
5275,1190,7883
5276,9932,9295
5277,1208,5201
5278,5071,5664
5279,2117,1986
